file_id,model,seed,polarity,intensity,negative_probability,neutral_probability,positive_probability
附件3_09,temporal,20260925,Positive,1.2009494304656982,0.0023024645633995533,0.026771176606416702,0.9709262847900391
附件3_10,temporal,20260925,Neutral,-0.18571510910987854,0.10040283203125,0.6537122130393982,0.24588492512702942
附件3_11,temporal,20260925,Neutral,0.0571528784930706,0.1674356460571289,0.47684991359710693,0.3557143807411194
附件3_12,temporal,20260925,Neutral,0.14364516735076904,0.12804962694644928,0.4720252454280853,0.3999251127243042
附件3_13,temporal,20260925,Positive,0.16460630297660828,0.15180069208145142,0.37800344824790955,0.47019585967063904
附件3_14,temporal,20260925,Negative,-0.1791520118713379,0.3738378882408142,0.3523312211036682,0.2738308906555176
附件3_15,temporal,20260925,Positive,0.5705174207687378,0.02110082097351551,0.16352787613868713,0.8153713345527649
附件3_16,temporal,20260925,Positive,1.5651828050613403,0.003104601986706257,0.0068608238361775875,0.9900346398353577
附件3_17,temporal,20260925,Neutral,-0.20692002773284912,0.2301688939332962,0.525398313999176,0.24443285167217255
附件3_18,temporal,20260925,Positive,0.3692590594291687,0.07808744162321091,0.27699345350265503,0.6449190974235535
附件3_19,temporal,20260925,Negative,-0.44067251682281494,0.47277283668518066,0.34796592593193054,0.1792612075805664
附件3_20,temporal,20260925,Neutral,0.06820042431354523,0.1380189061164856,0.5305154919624329,0.33146557211875916
附件3_21,temporal,20260925,Positive,0.37801361083984375,0.03128456696867943,0.35472846031188965,0.6139869689941406
附件3_22,temporal,20260925,Positive,0.26181572675704956,0.15497149527072906,0.3079998195171356,0.5370286703109741
附件3_23,temporal,20260925,Neutral,0.13494163751602173,0.03559400141239166,0.6108908653259277,0.353515088558197
附件3_24,temporal,20260925,Positive,0.057419560849666595,0.25873979926109314,0.3255074918270111,0.41575273871421814
附件3_25,temporal,20260925,Neutral,-0.007617101073265076,0.09393955767154694,0.6300956010818481,0.2759648561477661
附件3_26,temporal,20260925,Positive,0.6042575836181641,0.061250459402799606,0.1809900403022766,0.7577594518661499
附件3_27,temporal,20260925,Positive,0.4181869328022003,0.07219868898391724,0.30136823654174805,0.6264331340789795
附件3_28,temporal,20260925,Neutral,0.1585555076599121,0.04472237080335617,0.5562164783477783,0.3990611135959625
附件3_29,temporal,20260925,Positive,0.4654783308506012,0.05118924379348755,0.2720479369163513,0.6767628192901611
附件3_30,temporal,20260925,Neutral,0.028184041380882263,0.088662289083004,0.5911151766777039,0.32022252678871155
附件3_01,temporal,20260926,Negative,-0.19912278652191162,0.44836142659187317,0.29549604654312134,0.2561425268650055
附件3_02,temporal,20260926,Neutral,0.0019537992775440216,0.2786228656768799,0.5193135738372803,0.20206359028816223
附件3_03,temporal,20260926,Neutral,0.2510714828968048,0.13195674121379852,0.5832818746566772,0.28476136922836304
附件3_04,temporal,20260926,Positive,0.390151709318161,0.09890368580818176,0.27845361828804016,0.6226426362991333
附件3_05,temporal,20260926,Negative,-0.9078108072280884,0.8856456279754639,0.05796869844198227,0.056385647505521774
附件3_06,temporal,20260926,Positive,0.6549714803695679,0.03303860127925873,0.21932730078697205,0.7476340532302856
附件3_07,temporal,20260926,Positive,0.3700791001319885,0.126050665974617,0.39541202783584595,0.47853732109069824
附件3_08,temporal,20260926,Neutral,0.2613537609577179,0.13952450454235077,0.5044252276420593,0.3560502529144287
附件3_09,temporal,20260926,Positive,1.026868224143982,0.004769110586494207,0.06877554953098297,0.9264553189277649
附件3_10,temporal,20260926,Neutral,0.1264992356300354,0.11939883232116699,0.6272726655006409,0.25332844257354736
附件3_11,temporal,20260926,Neutral,0.13728952407836914,0.12523218989372253,0.5096797943115234,0.36508801579475403
附件3_12,temporal,20260926,Neutral,0.23830923438072205,0.1394074261188507,0.43714746832847595,0.4234451353549957
附件3_13,temporal,20260926,Neutral,0.11278733611106873,0.20201563835144043,0.4285905063152313,0.36939379572868347
附件3_14,temporal,20260926,Negative,-0.2870346009731293,0.6165838837623596,0.2168351113796234,0.16658098995685577
附件3_15,temporal,20260926,Positive,0.6142646074295044,0.03401801735162735,0.21442954242229462,0.751552402973175
附件3_16,temporal,20260926,Positive,1.5758486986160278,0.0031244296114891768,0.01612180843949318,0.9807538390159607
附件3_17,temporal,20260926,Neutral,-0.15183024108409882,0.3861663341522217,0.43727338314056396,0.17656028270721436
附件3_18,temporal,20260926,Positive,0.3195016086101532,0.11414700001478195,0.3857850134372711,0.5000680088996887
附件3_19,temporal,20260926,Negative,-0.2645481824874878,0.505238950252533,0.3511975407600403,0.14356350898742676
附件3_20,temporal,20260926,Neutral,0.07777348160743713,0.18978986144065857,0.5352020859718323,0.27500805258750916
附件3_21,temporal,20260926,Positive,0.3885379433631897,0.061999402940273285,0.4077512323856354,0.5302493572235107
附件3_22,temporal,20260926,Positive,0.20828020572662354,0.19646547734737396,0.36165881156921387,0.4418756365776062
附件3_23,temporal,20260926,Neutral,0.3680550158023834,0.06638751178979874,0.5067840814590454,0.42682844400405884
附件3_24,temporal,20260926,Positive,0.3810424208641052,0.19629597663879395,0.31537318229675293,0.4883308708667755
附件3_25,temporal,20260926,Neutral,0.29448413848876953,0.12511879205703735,0.5941610336303711,0.28072017431259155
附件3_26,temporal,20260926,Positive,0.512176513671875,0.09191454201936722,0.23205062747001648,0.6760348081588745
附件3_27,temporal,20260926,Positive,0.5627520084381104,0.07224506884813309,0.23916471004486084,0.6885902881622314
附件3_28,temporal,20260926,Neutral,0.30910128355026245,0.06624902039766312,0.49806004762649536,0.4356909394264221
附件3_29,temporal,20260926,Positive,0.42249348759651184,0.11311066895723343,0.3180641829967499,0.5688251852989197
附件3_30,temporal,20260926,Neutral,0.10200977325439453,0.22694024443626404,0.5436772108078003,0.22938257455825806
附件3_01,no_temporal,20260924,Negative,-0.3690146803855896,0.4914628267288208,0.30595076084136963,0.20258647203445435
附件3_02,no_temporal,20260924,Neutral,-0.054058775305747986,0.20806387066841125,0.5339779853820801,0.25795817375183105
附件3_03,no_temporal,20260924,Neutral,0.24157193303108215,0.11460988223552704,0.4456953704357147,0.43969476222991943
附件3_04,no_temporal,20260924,Positive,0.5610669851303101,0.04536111280322075,0.21460352838039398,0.740035355091095
附件3_05,no_temporal,20260924,Negative,-0.5257614254951477,0.7419571876525879,0.13373030722141266,0.12431252747774124
附件3_06,no_temporal,20260924,Positive,0.7001433968544006,0.01760108396410942,0.16481375694274902,0.8175851702690125
附件3_07,no_temporal,20260924,Positive,0.15493036806583405,0.17396172881126404,0.4064129590988159,0.41962531208992004
附件3_08,no_temporal,20260924,Neutral,-0.13965126872062683,0.23645688593387604,0.5332706570625305,0.23027245700359344
附件3_09,no_temporal,20260924,Positive,1.0875400304794312,0.0009679346112534404,0.042448557913303375,0.9565834999084473
附件3_10,no_temporal,20260924,Neutral,-0.08253055810928345,0.23728066682815552,0.5014709830284119,0.26124832034111023
附件3_11,no_temporal,20260924,Neutral,0.20788995921611786,0.09909476339817047,0.4835719168186188,0.41733330488204956
附件3_12,no_temporal,20260924,Positive,0.38734644651412964,0.0836503878235817,0.31701594591140747,0.5993337035179138
附件3_13,no_temporal,20260924,Positive,0.28072354197502136,0.12150835245847702,0.39019641280174255,0.4882952570915222
附件3_14,no_temporal,20260924,Negative,-0.3399507701396942,0.5525161623954773,0.27536100149154663,0.1721227914094925
附件3_15,no_temporal,20260924,Positive,0.7380488514900208,0.008244379423558712,0.15415489673614502,0.8376007080078125
附件3_16,no_temporal,20260924,Positive,1.4879792928695679,0.0017832720186561346,0.014162982814013958,0.9840536713600159
附件3_17,no_temporal,20260924,Neutral,-0.2374492585659027,0.2898283004760742,0.5248615741729736,0.18531015515327454
附件3_18,no_temporal,20260924,Positive,0.3337714374065399,0.0837344229221344,0.38027551770210266,0.5359900593757629
附件3_19,no_temporal,20260924,Neutral,-0.04746261611580849,0.23688431084156036,0.5024492740631104,0.2606664299964905
附件3_20,no_temporal,20260924,Neutral,0.06305761635303497,0.14126108586788177,0.5200164318084717,0.33872249722480774
附件3_21,no_temporal,20260924,Positive,0.5767216086387634,0.02149740234017372,0.21937981247901917,0.7591227889060974
附件3_22,no_temporal,20260924,Positive,0.2433059811592102,0.12294724583625793,0.40493619441986084,0.47211652994155884
附件3_23,no_temporal,20260924,Positive,0.3115556836128235,0.041367512196302414,0.4496687352657318,0.5089637637138367
附件3_24,no_temporal,20260924,Neutral,0.04576202481985092,0.21299032866954803,0.4226706922054291,0.3643389344215393
附件3_25,no_temporal,20260924,Positive,0.3416966199874878,0.07861325144767761,0.4556405246257782,0.4657462537288666
附件3_26,no_temporal,20260924,Positive,0.5971877574920654,0.0421915166079998,0.20631225407123566,0.7514961957931519
附件3_27,no_temporal,20260924,Positive,0.43313175439834595,0.07405847311019897,0.32251590490341187,0.6034256815910339
附件3_28,no_temporal,20260924,Neutral,0.23950055241584778,0.07149261236190796,0.48312869668006897,0.44537875056266785
附件3_29,no_temporal,20260924,Positive,0.456292986869812,0.07090731710195541,0.3011443316936493,0.6279482841491699
附件3_30,no_temporal,20260924,Neutral,-0.07313120365142822,0.1686491221189499,0.6258216500282288,0.20552924275398254
附件3_01,no_temporal,20260925,Negative,-0.1484619379043579,0.4350835680961609,0.3319646716117859,0.23295171558856964
附件3_02,no_temporal,20260925,Neutral,-0.0821666568517685,0.2290007770061493,0.5589936971664429,0.2120055854320526
附件3_03,no_temporal,20260925,Neutral,0.2571759521961212,0.14010275900363922,0.44242554903030396,0.41747161746025085
附件3_04,no_temporal,20260925,Positive,0.5721743106842041,0.050669264048337936,0.2143523246049881,0.734978437423706
附件3_05,no_temporal,20260925,Negative,-0.8499961495399475,0.8339605331420898,0.10834059119224548,0.057698868215084076
附件3_06,no_temporal,20260925,Positive,0.8595826625823975,0.015125309117138386,0.14714017510414124,0.8377345204353333
附件3_07,no_temporal,20260925,Positive,0.3102003037929535,0.10274446755647659,0.3411347568035126,0.556120753288269
附件3_08,no_temporal,20260925,Neutral,-0.06002925708889961,0.24287280440330505,0.4542895257472992,0.30283766984939575
附件3_09,no_temporal,20260925,Positive,1.0390924215316772,0.006992143578827381,0.08199740201234818,0.9110104441642761
附件3_10,no_temporal,20260925,Neutral,0.005684647709131241,0.13188427686691284,0.6315214037895203,0.2365943342447281
附件3_11,no_temporal,20260925,Neutral,0.21975228190422058,0.1272096335887909,0.4378448724746704,0.4349454641342163
附件3_12,no_temporal,20260925,Positive,0.36776864528656006,0.11185912787914276,0.3843507468700409,0.5037901401519775
附件3_13,no_temporal,20260925,Positive,0.13718219101428986,0.1833113133907318,0.38289737701416016,0.43379127979278564
附件3_14,no_temporal,20260925,Negative,-0.24868439137935638,0.4645056426525116,0.31509658694267273,0.2203976958990097
附件3_15,no_temporal,20260925,Positive,0.7924699783325195,0.012152406387031078,0.10943088680505753,0.8784167170524597
附件3_16,no_temporal,20260925,Positive,1.416455864906311,0.006848696153610945,0.01830275170505047,0.9748485684394836
附件3_17,no_temporal,20260925,Neutral,-0.050206515938043594,0.27176427841186523,0.46922340989112854,0.2590123414993286
附件3_18,no_temporal,20260925,Positive,0.46160614490509033,0.0662890300154686,0.29011306166648865,0.6435979604721069
附件3_19,no_temporal,20260925,Negative,-0.30443820357322693,0.47070226073265076,0.37003931403160095,0.1592584103345871
附件3_20,no_temporal,20260925,Positive,0.23299133777618408,0.14324182271957397,0.40751123428344727,0.44924691319465637
附件3_21,no_temporal,20260925,Positive,0.47293946146965027,0.031709637492895126,0.30710864067077637,0.6611816883087158
附件3_22,no_temporal,20260925,Positive,0.5103669762611389,0.10150668770074844,0.24734559655189514,0.6511476635932922
附件3_23,no_temporal,20260925,Positive,0.5009965300559998,0.040729623287916183,0.4049062728881836,0.5543641448020935
附件3_24,no_temporal,20260925,Negative,-0.049538400024175644,0.40127599239349365,0.32750850915908813,0.2712154984474182
附件3_25,no_temporal,20260925,Neutral,0.1987699419260025,0.1402718722820282,0.5494294166564941,0.31029874086380005
附件3_26,no_temporal,20260925,Positive,0.7227699756622314,0.05170818045735359,0.14029446244239807,0.8079974055290222
附件3_27,no_temporal,20260925,Positive,0.6924445629119873,0.057252395898103714,0.19198618829250336,0.7507613301277161
附件3_28,no_temporal,20260925,Positive,0.3925935626029968,0.0423818975687027,0.40898188948631287,0.5486361980438232
附件3_29,no_temporal,20260925,Positive,0.634640634059906,0.05118345841765404,0.17587050795555115,0.7729460597038269
附件3_30,no_temporal,20260925,Neutral,0.2721908986568451,0.09995317459106445,0.4742801785469055,0.42576661705970764
附件3_01,no_temporal,20260926,Negative,-0.3125421106815338,0.6294494271278381,0.17846426367759705,0.1920863538980484
附件3_02,no_temporal,20260926,Neutral,-0.0009235367178916931,0.17137809097766876,0.54916912317276,0.2794528007507324
附件3_03,no_temporal,20260926,Neutral,0.14127221703529358,0.17002162337303162,0.43765801191329956,0.3923203647136688
附件3_04,no_temporal,20260926,Positive,0.5722383856773376,0.058837611228227615,0.22772836685180664,0.7134340405464172
附件3_05,no_temporal,20260926,Negative,-0.6991746425628662,0.7562412023544312,0.13547228276729584,0.10828650742769241
附件3_06,no_temporal,20260926,Positive,0.5363472700119019,0.03237525746226311,0.2706546485424042,0.6969701051712036
附件3_07,no_temporal,20260926,Positive,0.2714388966560364,0.12678095698356628,0.3446756899356842,0.5285433530807495
附件3_08,no_temporal,20260926,Negative,-0.3013421893119812,0.3958660662174225,0.339377760887146,0.26475611329078674
附件3_09,no_temporal,20260926,Positive,1.093961477279663,0.0020455161575227976,0.07908945530653,0.9188650846481323
附件3_10,no_temporal,20260926,Neutral,-0.04672139883041382,0.2188863307237625,0.5540692806243896,0.22704435884952545
附件3_11,no_temporal,20260926,Neutral,0.03257344290614128,0.1585063338279724,0.49682560563087463,0.34466812014579773
附件3_12,no_temporal,20260926,Positive,0.24922946095466614,0.1390904188156128,0.4223652184009552,0.4385443925857544
附件3_13,no_temporal,20260926,Positive,0.17482909560203552,0.15585438907146454,0.3342568576335907,0.5098888278007507
附件3_14,no_temporal,20260926,Negative,-0.28556591272354126,0.5827431678771973,0.22057047486305237,0.19668634235858917
附件3_15,no_temporal,20260926,Positive,0.7221237421035767,0.014232859946787357,0.22430022060871124,0.7614668607711792
附件3_16,no_temporal,20260926,Positive,1.4913842678070068,0.010603307746350765,0.014954243786633015,0.9744424819946289
附件3_17,no_temporal,20260926,Neutral,-0.14458200335502625,0.2715984582901001,0.4989149868488312,0.2294865846633911
附件3_18,no_temporal,20260926,Positive,0.2673684358596802,0.12537764012813568,0.39216193556785583,0.4824603796005249
附件3_19,no_temporal,20260926,Neutral,-0.11645707488059998,0.36636537313461304,0.38780778646469116,0.24582679569721222
附件3_20,no_temporal,20260926,Neutral,0.07943342626094818,0.168346107006073,0.4873499274253845,0.34430399537086487
附件3_21,no_temporal,20260926,Positive,0.5583755970001221,0.0231041070073843,0.2953747510910034,0.6815211772918701
附件3_22,no_temporal,20260926,Positive,0.14326420426368713,0.1644091159105301,0.39682188630104065,0.4387689530849457
附件3_23,no_temporal,20260926,Neutral,0.3491497039794922,0.0411311499774456,0.5597369074821472,0.3991319537162781
附件3_24,no_temporal,20260926,Negative,-0.11045977473258972,0.4412522614002228,0.2713131010532379,0.2874346375465393
附件3_25,no_temporal,20260926,Neutral,0.172757089138031,0.11531919240951538,0.5533303618431091,0.3313504457473755
附件3_26,no_temporal,20260926,Positive,0.5010830163955688,0.09187662601470947,0.20939740538597107,0.6987259387969971
附件3_27,no_temporal,20260926,Positive,0.5379166603088379,0.0710466131567955,0.2676306962966919,0.6613227725028992
附件3_28,no_temporal,20260926,Neutral,0.3159371614456177,0.05191190913319588,0.5272746682167053,0.4208133816719055
附件3_29,no_temporal,20260926,Positive,0.34231144189834595,0.11035536229610443,0.344414085149765,0.5452305674552917
附件3_30,no_temporal,20260926,Neutral,-0.0664682388305664,0.19130678474903107,0.5699888467788696,0.2387043833732605
附件3_01,no_gap_signal,20260924,Negative,-0.18726924061775208,0.3729252219200134,0.34626731276512146,0.2808075249195099
附件3_02,no_gap_signal,20260924,Neutral,-0.09217729419469833,0.27082061767578125,0.4271678626537323,0.30201154947280884
附件3_03,no_gap_signal,20260924,Neutral,0.17229896783828735,0.17930443584918976,0.4176776707172394,0.40301796793937683
附件3_04,no_gap_signal,20260924,Positive,0.5385035276412964,0.05387048050761223,0.22471827268600464,0.7214112281799316
附件3_05,no_gap_signal,20260924,Negative,-0.5304582715034485,0.6584272384643555,0.16964711248874664,0.1719256490468979
附件3_06,no_gap_signal,20260924,Positive,0.6823341250419617,0.0271489005535841,0.22490207850933075,0.7479490041732788
附件3_07,no_gap_signal,20260924,Positive,0.09467751532793045,0.2052106410264969,0.38135066628456116,0.41343870759010315
附件3_08,no_gap_signal,20260924,Neutral,-0.03164369612932205,0.22292234003543854,0.44752681255340576,0.3295508325099945
附件3_09,no_gap_signal,20260924,Positive,1.3737964630126953,0.0007601508987136185,0.041705094277858734,0.9575347900390625
附件3_10,no_gap_signal,20260924,Neutral,0.035319652408361435,0.1718195229768753,0.5068891644477844,0.32129132747650146
附件3_11,no_gap_signal,20260924,Positive,0.14635112881660461,0.1548304408788681,0.3953843414783478,0.4497852325439453
附件3_12,no_gap_signal,20260924,Positive,0.39849239587783813,0.08952876180410385,0.34199830889701843,0.5684729218482971
附件3_13,no_gap_signal,20260924,Positive,0.35896509885787964,0.11112158745527267,0.35450679063796997,0.5343716144561768
附件3_14,no_gap_signal,20260924,Negative,-0.25483888387680054,0.4082985818386078,0.3991159200668335,0.19258546829223633
附件3_15,no_gap_signal,20260924,Positive,0.7945165634155273,0.01252694334834814,0.14170101284980774,0.8457720279693604
附件3_16,no_gap_signal,20260924,Positive,1.6593010425567627,0.0012406680034473538,0.012461945414543152,0.9862973690032959
附件3_17,no_gap_signal,20260924,Negative,-0.10761091113090515,0.354488343000412,0.3464919924736023,0.2990196943283081
附件3_18,no_gap_signal,20260924,Positive,0.5379636287689209,0.06040790304541588,0.30533891916275024,0.6342532634735107
附件3_19,no_gap_signal,20260924,Neutral,-0.21803218126296997,0.3598375618457794,0.4348037540912628,0.20535871386528015
附件3_20,no_gap_signal,20260924,Positive,0.06211455166339874,0.2328476458787918,0.3796994090080261,0.3874529004096985
附件3_21,no_gap_signal,20260924,Positive,0.46474918723106384,0.05228976160287857,0.2890884578227997,0.6586217880249023
附件3_22,no_gap_signal,20260924,Positive,0.2631761431694031,0.16942550241947174,0.34062260389328003,0.48995181918144226
附件3_23,no_gap_signal,20260924,Positive,0.44424906373023987,0.06571382284164429,0.3941040635108948,0.5401821136474609
附件3_24,no_gap_signal,20260924,Positive,0.0645136833190918,0.3091300427913666,0.2910526990890503,0.39981725811958313
附件3_25,no_gap_signal,20260924,Positive,0.4328772723674774,0.09190534055233002,0.41082996129989624,0.49726471304893494
附件3_26,no_gap_signal,20260924,Positive,0.674047589302063,0.05302208662033081,0.1833253800868988,0.763652503490448
附件3_27,no_gap_signal,20260924,Positive,0.6707577109336853,0.03787059336900711,0.2591650187969208,0.7029644250869751
附件3_28,no_gap_signal,20260924,Positive,0.4586678147315979,0.06418881565332413,0.36279362440109253,0.5730175375938416
附件3_29,no_gap_signal,20260924,Positive,0.5432509779930115,0.07973814755678177,0.3105202913284302,0.6097416281700134
附件3_30,no_gap_signal,20260924,Positive,0.15101322531700134,0.19884636998176575,0.39113321900367737,0.4100203514099121
附件3_01,no_gap_signal,20260925,Negative,-0.3661847710609436,0.4979221522808075,0.2940252423286438,0.2080525904893875
附件3_02,no_gap_signal,20260925,Neutral,-0.22692261636257172,0.23455336689949036,0.6163606643676758,0.14908599853515625
附件3_03,no_gap_signal,20260925,Neutral,-0.09497658908367157,0.17727135121822357,0.5400369763374329,0.2826916575431824
附件3_04,no_gap_signal,20260925,Positive,0.4374352693557739,0.0836467370390892,0.24090787768363953,0.6754453778266907
附件3_05,no_gap_signal,20260925,Negative,-0.7635006904602051,0.7362657189369202,0.1365165263414383,0.12721776962280273
附件3_06,no_gap_signal,20260925,Positive,0.4581579864025116,0.03601110354065895,0.27304157614707947,0.6909473538398743
附件3_07,no_gap_signal,20260925,Neutral,0.06132680922746658,0.11109831929206848,0.4658696949481964,0.4230320453643799
附件3_08,no_gap_signal,20260925,Negative,-0.37293723225593567,0.444985568523407,0.347670316696167,0.20734404027462006
附件3_09,no_gap_signal,20260925,Positive,1.0253783464431763,0.0024420616682618856,0.05093863606452942,0.9466193318367004
附件3_10,no_gap_signal,20260925,Neutral,-0.021130137145519257,0.13219115138053894,0.6305487155914307,0.237260103225708
附件3_11,no_gap_signal,20260925,Neutral,-0.24063725769519806,0.16806510090827942,0.6664015650749207,0.16553330421447754
附件3_12,no_gap_signal,20260925,Neutral,0.14053559303283691,0.10312073677778244,0.45569971203804016,0.4411795437335968
附件3_13,no_gap_signal,20260925,Neutral,-0.07227785140275955,0.1676710993051529,0.5419774651527405,0.29035139083862305
附件3_14,no_gap_signal,20260925,Negative,-0.2920807898044586,0.47082552313804626,0.352924108505249,0.17625035345554352
附件3_15,no_gap_signal,20260925,Positive,0.7086800932884216,0.012453426606953144,0.1536267101764679,0.833919882774353
附件3_16,no_gap_signal,20260925,Positive,1.5564104318618774,0.002031996613368392,0.01374109834432602,0.9842268824577332
附件3_17,no_gap_signal,20260925,Neutral,-0.5133220553398132,0.42366182804107666,0.4830070734024048,0.09333102405071259
附件3_18,no_gap_signal,20260925,Positive,0.24648499488830566,0.10935483872890472,0.3681006133556366,0.5225445032119751
附件3_19,no_gap_signal,20260925,Neutral,-0.3845070004463196,0.31807729601860046,0.553865909576416,0.12805679440498352
附件3_20,no_gap_signal,20260925,Neutral,-0.15640945732593536,0.17693662643432617,0.5841174721717834,0.2389458864927292
附件3_21,no_gap_signal,20260925,Positive,0.2258649319410324,0.022274132817983627,0.463051438331604,0.5146744251251221
附件3_22,no_gap_signal,20260925,Neutral,-0.01057655829936266,0.19155997037887573,0.41972672939300537,0.3887132704257965
附件3_23,no_gap_signal,20260925,Neutral,0.10303781181573868,0.04263487830758095,0.5641484260559082,0.39321672916412354
附件3_24,no_gap_signal,20260925,Neutral,-0.13597361743450165,0.23996742069721222,0.5127918124198914,0.24724075198173523
附件3_25,no_gap_signal,20260925,Neutral,-0.11629819124937057,0.14422430098056793,0.573225200176239,0.28255051374435425
附件3_26,no_gap_signal,20260925,Positive,0.26906251907348633,0.08333109319210052,0.33140829205513,0.5852605700492859
附件3_27,no_gap_signal,20260925,Positive,0.2637452483177185,0.07291989773511887,0.3528657555580139,0.5742143392562866
附件3_28,no_gap_signal,20260925,Neutral,0.04900534078478813,0.06886033713817596,0.5265834927558899,0.40455618500709534
附件3_29,no_gap_signal,20260925,Positive,0.22492901980876923,0.06824768334627151,0.4185731112957001,0.5131791830062866
附件3_30,no_gap_signal,20260925,Neutral,-0.20839066803455353,0.1816055178642273,0.6467517018318176,0.17164282500743866
附件3_01,no_gap_signal,20260926,Neutral,-0.05058395490050316,0.3410654067993164,0.3806770145893097,0.2782576084136963
附件3_02,no_gap_signal,20260926,Neutral,-0.06932505965232849,0.261211633682251,0.4824521541595459,0.2563362717628479
附件3_03,no_gap_signal,20260926,Positive,0.3599846363067627,0.11075405776500702,0.4073527455329895,0.4818931519985199
附件3_04,no_gap_signal,20260926,Positive,0.5857223868370056,0.04358411580324173,0.16737422347068787,0.7890416383743286
附件3_05,no_gap_signal,20260926,Negative,-0.7547523975372314,0.8730525970458984,0.05514870956540108,0.07179870456457138
附件3_06,no_gap_signal,20260926,Positive,0.6045237183570862,0.032474953681230545,0.24929086863994598,0.7182341814041138
附件3_07,no_gap_signal,20260926,Positive,0.1843930333852768,0.18663853406906128,0.325837641954422,0.48752376437187195
