sample	video_id	clip_id	word_index	word	char_start	char_end	start_s	end_s	timing_mask	text_mask	audio_mask	vision_mask	all_modalities_mask	audio_window_coverage	vision_coverage	audio_window_count	vision_frame_count	needs_review	alignment_review_flags	merge_review_flags	word_review_flags	verified_digital_silence	candidate_timing_excluding_silence	candidate_audio_excluding_silence	candidate_all_modalities_excluding_silence
sample_0002	-3g5yACwYnA	3	25	do	148	150	11.42	11.48	true	true	true	true	true	1	1	7	3	true	asr_disagreement;low_ctc_probability			false	true	true	true
sample_0002	-3g5yACwYnA	3	26	these	151	156	11.56	11.7	true	true	true	true	true	1	1	15	5	true	asr_disagreement;low_ctc_probability			false	true	true	true
sample_0002	-3g5yACwYnA	3	27	types	157	162	11.76	11.94	true	true	true	true	true	1	1	19	7	true	asr_disagreement;low_ctc_probability			false	true	true	true
sample_0002	-3g5yACwYnA	3	28	of	163	165	12	12.04	true	true	true	true	true	1	1	5	2	true	asr_disagreement;low_ctc_probability			false	true	true	true
sample_0002	-3g5yACwYnA	3	29	things.	166	173	12.1	12.94	true	true	true	true	true	1	1	85	26	true	asr_disagreement;low_ctc_probability			false	true	true	true
sample_0003	-3g5yACwYnA	2	1	Key	0	3	1.86	1.98	true	true	true	true	true	1	1	13	5	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	2	Polymer	4	11	3.02	3.36	true	true	true	true	true	1	1	35	11	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	3	brings	12	18	3.4	3.6	true	true	true	true	true	1	1	21	6	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	4	a	19	20	3.68	3.7	true	true	true	true	true	1	1	3	1	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	5	technical	21	30	3.76	4.14	true	true	true	true	true	1	1	39	13	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	6	aspect	31	37	4.38	4.68	true	true	true	true	true	1	1	31	10	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	7	to	38	40	4.72	4.86	true	true	true	true	true	1	1	15	5	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	8	our	41	44	5.86	5.94	true	true	true	true	true	1	1	9	4	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	9	operation	45	54	6	6.42	true	true	true	true	true	1	1	43	13	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	10	that	55	59	6.5	6.62	true	true	true	true	true	1	1	13	4	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	11	we	60	62	6.68	6.74	true	true	true	true	true	1	1	7	3	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	12	don't	63	68	6.82	7	true	true	true	true	true	1	1	19	6	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	13	have	69	73	7.04	7.2	true	true	true	true	true	1	1	17	5	true	asr_disagreement			false	true	true	true
sample_0003	-3g5yACwYnA	2	14	internally.	74	85	7.28	7.68	true	true	true	true	true	1	1	41	13	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	1	We	0	2	0.8	0.88	true	true	true	true	true	1	1	9	3	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	2	have	3	7	0.94	1.06	true	true	true	true	true	1	1	13	4	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	3	many	8	12	1.12	1.32	true	true	true	true	true	1	1	21	7	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	4	new	13	16	1.7	1.82	true	true	true	true	true	1	1	13	4	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	5	opportunities	17	30	1.92	2.46	true	true	true	true	true	1	1	55	17	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	6	through	31	38	2.48	2.72	true	true	true	true	true	1	1	25	8	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	7	the	39	42	3.36	3.44	true	true	true	true	true	1	1	9	4	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	8	way	43	46	3.48	3.6	true	true	true	true	true	1	1	13	4	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	9	things	47	53	3.68	3.86	true	true	true	true	true	1	1	19	6	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	10	have	54	58	3.9	4	true	true	true	true	true	1	1	11	3	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	11	changed	59	66	4.02	4.28	true	true	true	true	true	1	1	27	9	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	12	through	67	74	4.3	4.46	true	true	true	true	true	1	1	17	5	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	13	the	75	78	4.48	4.54	true	true	true	true	true	1	1	7	3	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	14	years,	79	85	4.58	4.86	true	true	true	true	true	1	1	29	9	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	15	looking	86	93	5.64	5.86	true	true	true	true	true	1	1	23	7	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	16	for	94	97	5.92	6	true	true	true	true	true	1	1	9	3	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	17	new	98	101	6.08	6.18	true	true	true	true	true	1	1	11	4	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	18	niche	102	107	6.26	6.54	true	true	true	true	true	1	1	29	10	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	19	high-end,	108	117	6.64	7.02	true	true	true	true	true	1	1	39	12	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	20	value-added	118	129	7.08	7.62	true	true	true	true	true	1	1	55	17	true	asr_disagreement			false	true	true	true
sample_0004	-3g5yACwYnA	9	21	products.	130	139	7.64	8.48	true	true	true	true	true	1	1	85	26	true	asr_disagreement			false	true	true	true
sample_0005	-3nNcZdcdvU	5	1	Noncompliance	0	13	0.56	1.54	true	true	true	true	true	1	1	99	31	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	2	can	14	17	1.68	1.86	true	true	true	true	true	1	1	19	6	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	3	result	18	24	1.98	2.46	true	true	true	true	true	1	1	49	15	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	4	in	25	27	2.68	2.72	true	true	true	true	true	1	1	5	2	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	5	legal	28	33	2.84	3.08	true	true	true	true	true	1	1	25	8	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	6	liability	34	43	3.14	3.8	true	true	true	true	true	1	1	67	20	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	7	to	44	46	3.98	4.14	true	true	true	true	true	1	1	17	6	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	8	you	47	50	4.26	4.46	true	true	true	true	true	1	1	21	7	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	9	and	51	54	5.04	5.14	true	true	true	true	true	1	1	11	4	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	10	to	55	57	5.24	5.32	true	true	true	true	true	1	1	9	3	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	11	the	58	61	5.4	5.48	true	true	true	true	true	1	1	9	3	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	12	school	62	68	5.54	5.76	true	true	true	true	true	1	1	23	7	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	13	district	69	77	5.82	6.14	true	true	true	true	true	1	1	33	11	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	14	in	78	80	6.18	6.22	true	true	true	true	true	1	1	5	2	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	15	which	81	86	6.28	6.42	true	true	true	true	true	1	1	15	5	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	16	you	87	90	6.48	6.58	true	true	true	true	true	1	1	11	4	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	17	are	91	94	6.64	6.74	true	true	true	true	true	1	1	11	4	false				false	true	true	true
sample_0005	-3nNcZdcdvU	5	18	employed.	95	104	6.82	7.24	true	true	true	true	true	1	1	43	14	false				false	true	true	true
sample_0006	-HwX2H8Z4hY	2	1	”	0	1	NaN	NaN	false	true	false	false	false	0	0	0	0	true	speaker_annotation_review	vision_missing_words;vision_partial_coverage	punctuation_only	false	false	false	false
sample_0006	-HwX2H8Z4hY	2	2	[President	2	12	NaN	NaN	false	true	false	false	false	0	0	0	0	true	speaker_annotation_review	vision_missing_words;vision_partial_coverage	speaker_annotation_excluded	false	false	false	false
sample_0006	-HwX2H8Z4hY	2	3	Ronald	13	19	NaN	NaN	false	true	false	false	false	0	0	0	0	true	speaker_annotation_review	vision_missing_words;vision_partial_coverage	speaker_annotation_excluded	false	false	false	false
sample_0006	-HwX2H8Z4hY	2	4	Reagan:]	20	28	NaN	NaN	false	true	false	false	false	0	0	0	0	true	speaker_annotation_review	vision_missing_words;vision_partial_coverage	speaker_annotation_excluded	false	false	false	false
sample_0006	-HwX2H8Z4hY	2	5	"""Look"	29	34	2.7	2.82	true	true	true	true	true	1	1	13	4	true	speaker_annotation_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0006	-HwX2H8Z4hY	2	6	at	35	37	2.88	2.92	true	true	true	true	true	1	0.5	5	1	true	speaker_annotation_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0006	-HwX2H8Z4hY	2	7	the	38	41	2.96	3.02	true	true	true	false	false	1	0	7	0	true	speaker_annotation_review	vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0006	-HwX2H8Z4hY	2	8	record	42	48	3.08	3.34	true	true	true	true	true	1	0.923076923	27	8	true	speaker_annotation_review	vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0007	-HwX2H8Z4hY	5	1	""""	0	1	NaN	NaN	false	true	false	false	false	0	0	0	0	true		vision_missing_words;vision_partial_coverage	punctuation_only	false	false	false	false
sample_0007	-HwX2H8Z4hY	5	2	President	2	11	0.8	1.2	true	true	true	true	true	1	1	41	12	true		vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0007	-HwX2H8Z4hY	5	3	Ronald	12	18	1.32	1.62	true	true	true	true	true	1	0.933333333	31	9	true		vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0007	-HwX2H8Z4hY	5	4	Reagan	19	25	1.7	2.08	true	true	true	true	true	1	0.0877210526	39	1	true		vision_missing_words;vision_partial_coverage		false	true	true	true
sample_0007	-HwX2H8Z4hY	5	5	blamed	26	32	2.2	2.52	true	true	true	false	false	1	0	33	0	true		vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0007	-HwX2H8Z4hY	5	6	the	33	36	2.64	2.72	true	true	true	false	false	1	0	9	0	true		vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0007	-HwX2H8Z4hY	5	7	professional	37	49	2.78	3.36	true	true	true	false	false	1	0	59	0	true		vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0007	-HwX2H8Z4hY	5	8	bureaucracy	50	61	3.46	4.14	true	true	true	false	false	1	0	69	0	true		vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0007	-HwX2H8Z4hY	5	9	of	62	64	4.3	4.34	true	true	true	false	false	1	0	5	0	true		vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0007	-HwX2H8Z4hY	5	10	education	65	74	4.46	5.08	true	true	true	false	false	1	0	63	0	true		vision_missing_words;vision_partial_coverage		false	true	true	false
sample_0008	-HwX2H8Z4hY	6	1	And	0	3	0.56	0.64	true	true	true	true	true	1	1	9	4	true		vision_missing_words		false	true	true	true
sample_0008	-HwX2H8Z4hY	6	2	in	4	6	0.68	0.72	true	true	true	true	true	1	1	5	2	true		vision_missing_words		false	true	true	true
sample_0008	-HwX2H8Z4hY	6	3	part,	7	12	0.84	1.1	true	true	true	true	true	1	1	27	8	true		vision_missing_words		false	true	true	true
sample_0008	-HwX2H8Z4hY	6	4	Al	13	15	1.54	1.62	true	true	true	true	true	1	1	9	3	true		vision_missing_words		false	true	true	true
sample_0008	-HwX2H8Z4hY	6	5	Shanker	16	23	1.7	2.1	true	true	true	true	true	1	1	41	12	true		vision_missing_words		false	true	true	true
sample_0008	-HwX2H8Z4hY	6	6	did	24	27	2.26	2.4	true	true	true	false	false	1	0	15	0	true		vision_missing_words		false	true	true	false
sample_0008	-HwX2H8Z4hY	6	7	too	28	31	2.52	2.82	true	true	true	false	false	1	0	31	0	true		vision_missing_words		false	true	true	false
sample_0009	-HwX2H8Z4hY	9	1	It	0	2	0.56	0.6	true	true	true	true	true	1	1	5	2	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	2	is	3	5	0.68	0.72	true	true	true	true	true	1	1	5	2	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	3	a	6	7	0.84	0.86	true	true	true	true	true	1	1	3	1	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	4	word	8	12	0.92	1.16	true	true	true	true	true	1	1	25	8	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	5	which	13	18	1.44	1.6	true	true	true	true	true	1	1	17	5	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	6	the	19	22	1.66	1.74	true	true	true	true	true	1	0.5	9	2	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	7	administrator	23	36	1.8	3.92	true	true	true	true	true	1	0.984276415	213	63	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage	long_word_span	false	true	true	true
sample_0009	-HwX2H8Z4hY	9	8	uses	37	41	4	4.26	true	true	true	true	true	1	1	27	8	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	9	when	42	46	4.3	4.4	true	true	true	true	true	1	1	11	3	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	10	he	47	49	4.46	4.5	true	true	true	true	true	1	1	5	2	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	11	turns	50	55	4.56	4.8	true	true	true	true	true	1	1	25	8	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	12	around	56	62	4.88	5.1	true	true	true	true	true	1	1	23	7	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	13	anything	63	71	5.18	5.48	true	true	true	true	true	1	0.888886667	31	9	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	14	which	72	77	5.5	5.64	true	true	true	true	true	1	1	15	5	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	15	he	78	80	5.68	5.72	true	true	true	true	true	1	1	5	2	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	16	doesn't	81	88	5.78	6	true	true	true	true	true	1	0.545454545	23	4	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	17	like	89	93	6.06	6.2	true	true	true	true	true	1	1	15	5	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	18	that	94	98	6.28	6.36	true	true	true	true	true	1	1	9	3	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	19	the	99	102	6.38	6.44	true	true	true	true	true	1	1	7	3	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage	low_ctc_probability	false	true	true	true
sample_0009	-HwX2H8Z4hY	9	20	teacher	103	110	6.46	6.74	true	true	true	true	true	1	1	29	10	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	21	is	111	113	6.8	6.84	true	true	true	true	true	1	1	5	2	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0009	-HwX2H8Z4hY	9	22	doing	114	119	6.88	7.1	true	true	true	true	true	1	1	23	7	true	asr_disagreement;long_word_span;low_ctc_probability	vision_partial_coverage		false	true	true	true
sample_0010	-NFrJFQijFE	1	1	Structural	0	10	0.08	0.48	true	true	true	false	false	1	0	41	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	2	mounts	11	17	0.68	0.88	true	true	true	false	false	1	0	21	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	3	inside	18	24	0.94	1.18	true	true	true	false	false	1	0	25	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	4	have	25	29	1.26	1.44	true	true	true	false	false	1	0	19	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	5	to	30	32	1.64	1.72	true	true	true	false	false	1	0	9	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	6	be	33	35	1.88	1.96	true	true	true	false	false	1	0	9	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	7	properly	36	44	2.04	2.34	true	true	true	false	false	1	0	31	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	8	stress	45	51	2.36	2.58	true	true	true	false	false	1	0	23	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	9	analyzed	52	60	2.72	2.92	true	true	true	false	false	1	0	21	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	10	so	61	63	2.94	2.98	true	true	true	false	false	1	0	5	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	11	we	64	66	3.02	3.06	true	true	true	false	false	1	0	5	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	12	make	67	71	3.1	3.18	true	true	true	false	false	1	0	9	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	13	sure	72	76	3.22	3.4	true	true	true	false	false	1	0	19	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	14	all	77	80	3.44	3.56	true	true	true	false	false	1	0	13	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	15	that	81	85	3.64	3.72	true	true	true	false	false	1	0	9	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0010	-NFrJFQijFE	1	16	happens	86	93	3.8	4.02	true	true	true	false	false	1	0	23	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0011	-NFrJFQijFE	2	1	So	0	2	0.66	1.8	true	true	true	false	false	1	0	115	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
sample_0011	-NFrJFQijFE	2	2	we	3	5	1.94	2.04	true	true	true	false	false	1	0	11	0	true	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	low_ctc_probability	false	true	true	false
