file_id,word_1based,word,char_start,char_end,start_s,end_s,mean_ctc_probability,alignment_status
02,6,each,19,23,1.1,1.18,0.9999646544456482,automatic_candidate
02,7,other’s,24,31,1.24,1.42,0.9922265211741129,automatic_candidate
02,8,happiness,32,41,1.44,1.8,0.947828471660614,automatic_candidate
02,9,-,42,43,,,,unmapped
02,10,not,44,47,1.82,1.92,0.9882098038991293,automatic_candidate
02,11,by,48,50,1.98,2.04,0.9945650100708008,automatic_candidate
02,12,each,51,55,2.1,2.2,0.9710725307464599,automatic_candidate
02,13,other’s,56,63,2.24,2.44,0.9791103336546156,automatic_candidate
02,14,misery.,64,71,2.48,2.7600000000000002,0.9998610360281808,automatic_candidate
03,1,There's,0,7,0.5,0.72,0.9271586954593658,review
03,2,one,8,11,0.88,0.98,0.9366464018821716,review
03,3,lender,12,18,1.04,1.4000000000000001,0.8508862107992172,review
03,4,at,19,21,1.56,1.6,0.9960641264915466,review
03,5,the,22,25,1.6400000000000001,1.72,0.9673292934894562,review
03,6,moment,26,32,1.78,2.08,0.9339805841445923,review
03,7,which,33,38,2.16,2.2800000000000002,0.9999184727668762,review
03,8,I,39,40,2.34,2.36,0.9987843632698059,review
03,9,think,41,46,2.4,2.54,0.946689655383428,review
03,10,is,47,49,2.6,2.7,0.719185471534729,review
03,11,just,50,54,2.72,2.88,0.9348793268203736,review
03,12,Bankwest,55,63,3.0,3.68,0.9908823106024001,review
03,13,who,64,67,4.1,4.24,0.9944955110549927,review
03,14,don't,68,73,4.5200000000000005,4.74,0.9817707879202706,review
03,15,take,74,78,4.8,4.98,0.9966130137443543,review
03,16,rental,79,85,5.14,5.38,0.8308134271452824,review
03,17,income,86,92,5.48,5.78,0.9380306303501129,review
03,18,into,93,97,5.9,6.12,0.9719708204269409,review
03,19,"account,",98,106,6.22,6.5200000000000005,0.9505185037851334,review
03,20,they,107,111,6.82,6.96,0.9240109324455261,review
03,21,take,112,116,7.04,7.22,0.9184889793395996,review
03,22,rental,117,123,7.5,7.8,0.8818298857659101,review
03,23,yield,124,129,7.98,8.34,0.9544812440872192,review
03,24,into,130,134,8.46,8.620000000000001,0.9991920590400696,review
03,25,account.,135,143,8.700000000000001,9.0,0.9680190483729044,review
04,1,If,0,2,0.5,0.54,0.9998524487018585,automatic_candidate
04,2,I,3,4,0.62,0.64,0.9997227787971497,automatic_candidate
04,3,blow,5,9,0.74,0.96,0.8692550286650658,automatic_candidate
04,4,it,10,12,1.02,1.06,0.5422832071781158,automatic_candidate
04,5,at,13,15,1.1,1.1400000000000001,0.9906851053237915,automatic_candidate
04,6,the,16,19,1.18,1.24,0.9919420679410299,automatic_candidate
04,7,team,20,24,1.28,1.44,0.9895863234996796,automatic_candidate
04,8,"exercise,",25,34,1.54,1.96,0.9565378096368577,automatic_candidate
04,9,should,35,41,2.18,2.34,0.9683532459395272,automatic_candidate
04,10,I,42,43,2.38,2.4,0.9996510744094849,automatic_candidate
04,11,kiss,44,48,2.48,2.66,0.9997100681066513,automatic_candidate
04,12,my,49,51,2.74,2.8000000000000003,0.9997332692146301,automatic_candidate
04,13,chances,52,59,2.9,3.24,0.9905398620499505,automatic_candidate
04,14,of,60,62,3.3000000000000003,3.34,0.9980959594249725,automatic_candidate
04,15,cheering,63,71,3.4,3.68,0.9895650893449783,automatic_candidate
04,16,"""GO",72,75,3.7800000000000002,3.88,0.7846291363239288,automatic_candidate
04,17,"BLUE""",76,81,4.04,4.26,0.9835202813148498,automatic_candidate
04,18,goodbye?],82,91,4.48,4.96,0.8689566195011139,automatic_candidate
04,19,Absolutely,92,102,5.44,5.94,0.9886890252431234,automatic_candidate
04,20,not.,103,107,6.0200000000000005,6.24,0.9902008771896362,automatic_candidate
05,1,"Hi,",0,3,1.26,1.46,0.8172522187232971,review
05,2,my,4,6,1.96,2.06,0.9998357594013214,review
05,3,name,7,11,2.12,2.24,0.9935943961143494,review
05,4,is,12,14,2.3000000000000003,2.36,0.6115388174851736,review
05,5,"Chloe,",15,21,2.44,2.7600000000000002,0.863621711730957,review
05,6,video,22,27,3.22,3.52,0.7658725954592228,review
05,7,marketer,28,36,3.62,4.0200000000000005,0.945410815152255,review
05,8,for,37,40,4.16,4.26,0.9993890126546224,review
05,9,Red,41,44,4.38,4.5600000000000005,0.9908563494682312,review
05,10,Wagon,45,50,4.64,4.92,0.67528315782547,review
05,11,Marketing.,51,61,4.98,5.44,0.8301487244092501,review
06,1,If,0,2,0.54,0.6,0.9191365440686544,automatic_candidate
06,2,you're,3,9,0.62,0.76,0.7416129236419996,automatic_candidate
06,3,a,10,11,0.78,0.8,0.002973963739350438,automatic_candidate
06,4,fan,12,15,0.8200000000000001,0.9400000000000001,0.629878384526819,automatic_candidate
06,5,of,16,18,1.02,1.06,0.8888170719146729,automatic_candidate
06,6,dancing,19,26,1.1,1.48,0.9774479203754001,automatic_candidate
06,7,in,27,29,1.54,1.58,0.9210539758205414,automatic_candidate
06,8,that,30,34,1.6400000000000001,1.78,0.980158019065857,automatic_candidate
06,9,"sense,",35,41,1.84,2.08,0.9340673585732778,automatic_candidate
06,10,just,42,46,2.14,2.3000000000000003,0.9847059746583303,automatic_candidate
06,11,like,47,51,2.34,2.46,0.998178094625473,automatic_candidate
06,12,to,52,54,2.52,2.58,0.7301135659217834,automatic_candidate
06,13,watch,55,60,2.66,2.86,0.9852395753065745,automatic_candidate
06,14,people,61,67,2.94,3.16,0.9308430637632098,automatic_candidate
06,15,"dance,",68,74,3.22,3.52,0.9994395871957144,automatic_candidate
06,16,see,75,78,3.72,3.86,0.9910948276519775,automatic_candidate
06,17,impressive,79,89,3.96,4.4,0.9333701592225295,automatic_candidate
06,18,dance,90,95,4.46,4.7,0.9167701857430595,automatic_candidate
06,19,moves,96,101,4.84,5.12,0.9413444059235709,automatic_candidate
06,20,then,102,106,5.58,5.68,0.5045755803585052,automatic_candidate
06,21,you,107,110,5.72,5.78,0.9982955058415731,automatic_candidate
06,22,might,111,116,5.82,5.96,0.9914161066214243,automatic_candidate
06,23,want,117,121,5.98,6.08,0.6932292881188914,automatic_candidate
06,24,to,122,124,6.1000000000000005,6.140000000000001,0.4771939819372619,automatic_candidate
06,25,check,125,130,6.16,6.28,0.1881966085638851,automatic_candidate
06,26,out,131,134,6.32,6.38,0.031995435866216816,automatic_candidate
06,27,this,135,139,6.4,6.48,0.053404551930725574,automatic_candidate
06,28,movie,140,145,6.54,6.72,0.22642956003546716,automatic_candidate
06,29,solely,146,152,6.8,7.12,0.9829306602478027,automatic_candidate
06,30,for,153,156,7.22,7.32,0.9982846180597941,automatic_candidate
06,31,that,157,161,7.38,7.640000000000001,0.5595891252160072,automatic_candidate
07,1,As,0,2,0.58,0.66,0.9933607578277588,automatic_candidate
07,2,Linn’s,3,9,0.76,0.96,0.5611446951224934,automatic_candidate
07,3,associate,10,19,1.0,1.4000000000000001,0.9195273488759994,automatic_candidate
07,4,editor,20,26,1.46,1.7,0.7270318667093912,automatic_candidate
07,5,Michael,27,34,1.74,1.96,0.7883591396468026,automatic_candidate
07,6,Baadke,35,41,2.0,2.34,0.429980011782997,automatic_candidate
07,7,reports,42,49,2.42,2.8000000000000003,0.9650605976581573,automatic_candidate
07,8,in,50,52,2.88,2.92,0.9987800121307373,automatic_candidate
07,9,our,53,56,3.0,3.08,0.9974425236384074,automatic_candidate
07,10,November,57,65,3.16,3.46,0.9802040100097656,automatic_candidate
07,11,28,66,68,3.54,3.94,0.9441208521525065,automatic_candidate
07,12,"issue,",69,75,4.04,4.3,0.9822637864521572,automatic_candidate
07,13,attendees,76,85,5.0,5.5600000000000005,0.7296526685357094,automatic_candidate
07,14,“enthusiastically,86,103,6.0,7.0200000000000005,0.9579789166649183,automatic_candidate
07,15,discussed,104,113,7.1000000000000005,7.5600000000000005,0.8333064283836972,automatic_candidate
07,16,the,114,117,7.6000000000000005,7.66,0.9986111720403036,automatic_candidate
07,17,topics,118,124,7.7,8.14,0.9772111858640399,automatic_candidate
07,18,of,125,127,8.66,8.700000000000001,0.999834269285202,automatic_candidate
07,19,growing,128,135,8.82,9.120000000000001,0.9798163250088692,automatic_candidate
07,20,the,136,139,9.16,9.24,0.8990522772073746,automatic_candidate
07,21,"hobby,",140,146,9.28,9.56,0.8625285506248475,automatic_candidate
07,22,the,147,150,9.9,9.98,0.9851333796977997,automatic_candidate
07,23,future,151,157,10.02,10.36,0.9747661709785461,automatic_candidate
07,24,of,158,160,10.42,10.46,0.7551805377006531,automatic_candidate
07,25,stamp,161,166,10.52,10.78,0.8620429007070405,automatic_candidate
07,26,"shows,",167,173,10.84,11.18,0.970487824508122,automatic_candidate
07,27,and,174,177,11.58,11.68,0.9918813506762186,automatic_candidate
07,28,dealers,178,185,11.76,12.14,0.8975986374749078,automatic_candidate
07,29,and,186,189,12.22,12.3,0.7921160608530045,automatic_candidate
07,30,philatelic,190,200,12.38,12.82,0.8120952497702092,automatic_candidate
07,31,"partnerships,",201,214,12.9,13.48,0.9207348525524139,automatic_candidate
07,32,along,215,220,13.96,14.26,0.9963361961500985,automatic_candidate
07,33,with,221,225,14.32,14.44,0.990721583366394,automatic_candidate
07,34,ways,226,230,14.5,14.86,0.9973483920097351,automatic_candidate
07,35,the,231,234,15.0,15.06,0.9990628957748413,automatic_candidate
07,36,leading,235,242,15.120000000000001,15.36,0.9958857231669955,automatic_candidate
07,37,organizations,243,256,15.42,16.1,0.9809724933960858,automatic_candidate
07,38,involved,257,265,16.18,16.6,0.953535008430481,automatic_candidate
07,39,in,266,268,16.64,16.68,0.9886465966701508,automatic_candidate
07,40,the,269,272,16.740000000000002,16.8,0.8663583199183146,automatic_candidate
07,41,stamp,273,278,16.86,17.080000000000002,0.6693958377931267,automatic_candidate
07,42,hobby,279,284,17.12,17.400000000000002,0.887213671207428,automatic_candidate
07,43,can,285,288,18.0,18.1,0.8760549426078796,automatic_candidate
07,44,work,289,293,18.2,18.34,0.9988844633102417,automatic_candidate
07,45,together,294,302,18.46,18.88,0.9356988847255707,automatic_candidate
07,46,to,303,305,19.400000000000002,19.48,0.9993993937969208,automatic_candidate
07,47,make,306,310,19.54,19.72,0.9134650707244873,automatic_candidate
07,48,it,311,313,19.78,19.82,0.9245493113994598,automatic_candidate
07,49,succeed,314,321,19.96,20.44,0.9983658790588379,automatic_candidate
07,50,and,322,325,20.62,20.7,0.9160541296005249,automatic_candidate
07,51,grow,326,330,20.78,21.04,0.9985312461853028,automatic_candidate
08,1,That,0,4,0.64,0.78,0.9121691286563873,automatic_candidate
08,2,brings,5,11,0.86,1.06,0.9533491283655167,automatic_candidate
08,3,us,12,14,1.1400000000000001,1.2,0.9900987148284912,automatic_candidate
08,4,to,15,17,1.26,1.34,0.9976252317428589,automatic_candidate
08,5,"tonight,",18,26,1.46,1.8,0.9889712225307118,automatic_candidate
08,6,the,27,30,1.84,1.92,0.9066734910011292,automatic_candidate
08,7,Universal,31,40,2.04,2.5,0.9944034048489162,automatic_candidate
08,8,Design,41,47,2.6,3.04,0.9977352917194366,automatic_candidate
08,9,Grand,48,53,3.38,3.68,0.9702594024794442,automatic_candidate
08,10,Challenge,54,63,3.7800000000000002,4.26,0.9549881901059832,automatic_candidate
09,1,(uhh),0,5,0.48,0.84,0.27708283216603985,automatic_candidate
09,2,I,6,7,1.12,1.1400000000000001,0.9998632669448853,automatic_candidate
09,3,did,8,11,1.22,1.32,0.9929918646812439,automatic_candidate
09,4,not,12,15,1.36,1.46,0.9104379415512085,automatic_candidate
09,5,like,16,20,1.48,1.6,0.9359329243501028,automatic_candidate
09,6,this,21,25,1.6400000000000001,1.74,0.8107248395681381,automatic_candidate
09,7,movie,26,31,1.8800000000000001,2.24,0.83373544216156,automatic_candidate
09,8,at,32,34,2.2800000000000002,2.32,0.9036092758178711,automatic_candidate
09,9,"all,",35,39,2.52,2.64,0.9896050989627838,automatic_candidate
09,10,I,40,41,2.8000000000000003,2.82,0.9978978633880615,automatic_candidate
09,11,would,42,47,2.88,3.02,0.9614747081484113,automatic_candidate
09,12,not,48,51,3.04,3.14,0.987896516919136,automatic_candidate
09,13,recommend,52,61,3.2,3.62,0.9986426776105707,automatic_candidate
09,14,it,62,64,4.12,4.34,0.3993933109362843,automatic_candidate
10,1,(umm),0,5,0.4,0.54,0.03024049537877242,automatic_candidate
10,2,And,6,9,1.22,1.3,0.7839904427528381,automatic_candidate
10,3,you,10,13,1.34,1.42,0.8693987727165222,automatic_candidate
10,4,know,14,18,1.46,1.58,0.9853435158729553,automatic_candidate
10,5,I,19,20,1.92,1.94,0.9995678067207336,automatic_candidate
10,6,really,21,27,2.04,2.2800000000000002,0.9658289816644456,automatic_candidate
10,7,do,28,30,2.34,2.42,0.9988983869552612,automatic_candidate
10,8,like,31,35,2.52,2.68,0.9545176267623902,automatic_candidate
10,9,to,36,38,2.74,2.8000000000000003,0.9990723431110382,automatic_candidate
10,10,see,39,42,2.88,3.02,0.9049601256847382,automatic_candidate
10,11,fluffy,43,49,3.2,3.52,0.8091352010766665,automatic_candidate
10,12,chick,50,55,3.64,3.84,0.9795056462287903,automatic_candidate
10,13,flicks,56,62,3.9,4.18,0.7229275788579669,automatic_candidate
10,14,sometimes,63,72,4.26,4.96,0.9886106252670288,automatic_candidate
10,15,so,73,75,5.04,5.12,0.4907310549169779,automatic_candidate
10,16,I'm,76,79,5.2,5.26,0.08279370081921418,automatic_candidate
10,17,not,80,83,5.34,5.48,0.9786351720492045,automatic_candidate
10,18,against,84,91,5.8,6.18,0.9467271897527907,automatic_candidate
10,19,that,92,96,6.34,6.6000000000000005,0.9920171976089478,automatic_candidate
10,20,but,97,100,6.74,6.86,0.8744995445013046,automatic_candidate
10,21,this,101,105,6.94,7.1000000000000005,0.9978444874286652,automatic_candidate
10,22,one,106,109,7.3,7.42,0.9190793514251709,automatic_candidate
10,23,was,110,113,7.5,7.66,0.9956198930740356,automatic_candidate
10,24,pretty,114,120,8.38,8.6,0.9992896417776743,automatic_candidate
10,25,terrible,121,129,8.68,9.200000000000001,0.7073888657614589,automatic_candidate
11,1,I,0,1,0.56,0.58,0.4748438596725464,review
11,2,would,2,7,0.62,0.74,0.25219968768457574,review
11,3,be,8,10,0.78,0.86,0.9990655183792114,review
11,4,ashamed,11,18,0.92,1.34,0.9691303720076879,review
11,5,to,19,21,3.22,3.2800000000000002,0.9584173560142517,review
11,6,have,22,26,3.34,3.46,0.982288271188736,review
11,7,made,27,31,3.52,3.68,0.9995992481708527,review
11,8,this,32,36,3.72,3.86,0.8926842212677002,review
11,9,film,37,41,3.92,4.14,0.9626098036766052,review
11,10,if,42,44,4.42,4.46,0.9951388537883759,review
11,11,I,45,46,4.54,4.5600000000000005,0.6561645269393921,review
11,12,was,47,50,4.62,4.7,0.26861059417327243,review
11,13,a,51,52,4.76,4.78,0.4621184468269348,review
11,14,director,53,61,4.82,5.26,0.6956651127771832,review
12,1,Or,0,2,0.58,0.64,0.999482661485672,automatic_candidate
12,2,"worse,",3,9,0.72,1.06,0.9893382702554975,automatic_candidate
12,3,an,10,12,1.16,1.2,0.9957883954048157,automatic_candidate
12,4,individual,13,23,1.26,1.74,0.9932341873645782,automatic_candidate
12,5,previously,24,34,1.94,2.42,0.923443408573375,automatic_candidate
12,6,had,35,38,2.5,2.7,0.9987527330716451,automatic_candidate
12,7,good,39,43,2.82,2.98,0.9997092038393021,automatic_candidate
12,8,"credit,",44,51,3.08,3.4,0.9746552109718323,automatic_candidate
12,9,but,52,55,3.88,4.04,0.9992365638415018,automatic_candidate
12,10,usually,56,63,4.64,4.88,0.9926394104957581,automatic_candidate
12,11,by,64,66,5.14,5.26,0.9997144639492035,automatic_candidate
12,12,no,67,69,5.38,5.46,0.9999313950538635,automatic_candidate
12,13,fault,70,75,5.58,5.78,0.9980757236480713,automatic_candidate
12,14,of,76,78,5.86,5.9,0.9475896954536438,automatic_candidate
12,15,their,79,84,5.94,6.1000000000000005,0.9983324408531189,automatic_candidate
12,16,"own,",85,89,6.26,6.38,0.9841836452484131,automatic_candidate
12,17,or,90,92,6.96,7.0,0.9978834986686707,automatic_candidate
12,18,perhaps,93,100,7.1000000000000005,7.48,0.9442845702171325,automatic_candidate
12,19,by,101,103,7.5600000000000005,7.68,0.999538779258728,automatic_candidate
12,20,fault,104,109,7.8,8.0,0.9280486873217991,automatic_candidate
12,21,of,110,112,8.08,8.120000000000001,0.9943928122520447,automatic_candidate
12,22,their,113,118,8.18,8.34,0.9933762947718302,automatic_candidate
12,23,"own,",119,123,8.46,8.540000000000001,0.9997116327285767,automatic_candidate
12,24,they,124,128,8.66,8.82,0.9337478478749593,automatic_candidate
12,25,have,129,133,8.88,9.02,0.9772401809692383,automatic_candidate
12,26,let,134,137,9.08,9.22,0.9719072779019674,automatic_candidate
12,27,their,138,143,9.26,9.4,0.9046006302038828,automatic_candidate
12,28,credit,144,150,9.48,9.76,0.9856407982962472,automatic_candidate
12,29,"sag,",151,155,9.94,10.3,0.762848287820816,automatic_candidate
12,30,and,156,159,10.620000000000001,10.74,0.9986928999423981,automatic_candidate
12,31,credit,160,166,11.1,11.3,0.665401857579127,automatic_candidate
12,32,scores,167,173,11.32,11.58,0.707245647358442,automatic_candidate
12,33,is,174,176,11.620000000000001,11.68,0.6172499507665634,automatic_candidate
12,34,very,177,181,11.74,11.94,0.8869390885035197,automatic_candidate
12,35,low.,182,186,12.02,12.26,0.9914691150188446,automatic_candidate
13,1,For,0,3,0.0,0.1,0.9842250943183899,review
13,2,"example,",4,12,0.18,0.56,0.9741823607020907,review
13,3,I,13,14,0.88,0.9,0.9994387030601501,review
13,4,could,15,20,0.96,1.08,0.4314436674118042,review
13,5,take,21,25,1.1,1.24,0.9855978727340698,review
13,6,a,26,27,1.32,1.34,0.9150688052177429,review
13,7,set,28,31,1.4000000000000001,1.56,0.7105215191841125,review
13,8,of,32,34,1.62,1.6600000000000001,0.3955284059047699,review
13,9,data,35,39,1.72,2.06,0.6042935624718666,review
13,10,and,40,43,2.88,3.0,0.9886247366666794,review
13,11,from,44,48,3.2800000000000002,3.44,0.8960689783096314,review
13,12,that,49,53,3.9,4.0200000000000005,0.8646076023578644,review
13,13,"data,",54,59,4.0600000000000005,4.36,0.7165272459387779,review
13,14,I,60,61,4.68,4.7,0.02163391187787056,review
13,15,can,62,65,4.74,4.84,0.621252135373652,review
13,16,find,66,70,4.86,5.0,0.45790710067376494,review
13,17,a,71,72,5.0600000000000005,5.08,0.022160952910780907,review
13,18,relationship,73,85,5.1000000000000005,5.66,0.9486511945724487,review
13,19,between,86,93,5.76,6.0600000000000005,0.9525734451082017,review
13,20,any,94,97,6.32,6.44,0.9201823472976685,review
13,21,two,98,101,6.54,6.66,0.9985216856002808,review
13,22,of,102,104,6.76,6.8,0.888493686914444,review
13,23,the,105,108,6.86,6.92,0.8630079030990601,review
13,24,given,109,114,6.98,7.2,0.8102473378181457,review
13,25,factors,115,122,7.28,7.66,0.15250078523864172,review
13,26,or,123,125,8.26,8.34,0.5342567414045334,review
13,27,more.,126,131,8.44,8.6,0.5358998402953148,review
14,1,He,0,2,0.5,0.56,0.9415711760520935,review
14,2,is,3,5,0.6,0.64,0.6151635274291039,review
14,3,the,6,9,0.68,0.74,0.25466373562812805,review
14,4,co-founder,10,20,0.78,1.32,0.94737370447679,review
14,5,of,21,23,1.4000000000000001,1.44,0.9996618032455444,review
14,6,Rossen,24,30,1.58,1.96,0.6691441563889384,review
14,7,and,31,34,2.04,2.1,0.9938689867655436,review
14,8,Vettese,35,42,2.14,2.46,0.6354250290564128,review
14,9,Limited,43,50,2.54,2.84,0.9647044208314683,review
14,10,and,51,54,3.2,3.2600000000000002,0.954958438873291,review
14,11,the,55,58,3.3200000000000003,3.38,0.9850805004437765,review
14,12,former,59,65,3.46,3.7600000000000002,0.97807910044988,review
14,13,Executive,66,75,3.8200000000000003,4.24,0.9720834592978159,review
14,14,Director,76,84,4.28,4.64,0.9791729980044894,review
14,15,of,85,87,4.84,4.88,0.9996472895145416,review
14,16,Uniform,88,95,5.0600000000000005,5.48,0.9666758125478571,review
14,17,Final,96,101,5.64,5.88,0.999090721209844,review
14,18,Examination,102,113,5.94,6.5200000000000005,0.9500470240910848,review
14,19,(UFE),114,119,6.640000000000001,6.84,0.4995187664135017,review
14,20,courses,120,127,6.96,7.86,0.14312294054468566,review
14,21,at,128,130,8.28,8.32,0.9957259297370911,review
14,22,Toronto's,131,140,8.38,8.76,0.7835725479914496,review
14,23,York,141,145,8.8,8.96,0.9531781077384949,review
14,24,University.,146,157,9.06,9.6,0.9752896555832454,review
15,1,"However,",0,8,0.08,0.58,0.47993804480422064,review
15,2,despite,9,16,0.78,1.2,0.5692168550630778,review
15,3,their,17,22,1.34,1.58,0.19999248772424458,review
15,4,"poverty,",23,31,1.62,1.76,0.1428497856696183,review
15,5,the,32,35,1.78,1.86,0.6664839216025484,review
15,6,family,36,42,2.06,2.36,0.5195651573130752,review
15,7,prioritize,43,53,2.5,2.94,0.003370294367585712,review
15,8,education,54,63,3.0,3.54,0.3338742446164507,review
15,9,because,64,71,3.62,4.0,0.22253917164950188,review
15,10,they,72,76,4.24,4.5200000000000005,0.3828507948797778,review
15,11,believed,77,85,4.5600000000000005,4.86,0.12499808759439224,review
15,12,in,86,88,4.94,5.04,0.4999634555410921,review
15,13,its,89,92,5.32,5.44,0.6666152303810501,review
15,14,power,93,98,6.0200000000000005,6.34,0.8118704615452111,review
15,15,to,99,101,6.42,6.5,4.488509318889555e-06,review
15,16,transform,102,111,6.74,6.98,0.28983649655146093,review
15,17,lives,112,117,7.0200000000000005,7.28,0.4791669771552011,review
16,1,It's,0,4,0.48,0.62,0.5521354079246521,review
16,2,a,5,6,0.68,0.7000000000000001,0.8801330924034119,review
16,3,"terrible,",7,16,0.8,1.18,0.9692377567291259,review
16,4,this,17,21,1.5,1.58,0.2465953790815547,review
16,5,is,22,24,1.6,1.6600000000000001,0.6995724042256674,review
16,6,a,25,26,1.72,1.74,0.9673380851745605,review
16,7,terrible,27,35,1.82,2.16,0.9942496180534363,review
16,8,movie,36,41,2.2,2.5,0.7979405010250048,review
17,1,Applying,0,8,0.62,1.0,0.6755673380361663,automatic_candidate
17,2,these,9,14,1.08,1.3,0.9975708921750387,automatic_candidate
17,3,four,15,19,1.44,1.68,0.9761427130017962,automatic_candidate
17,4,design,20,26,1.76,2.12,0.9883810612890456,automatic_candidate
17,5,concepts,27,35,2.22,2.74,0.9803512421521273,automatic_candidate
17,6,to,36,38,2.82,2.9,0.9998745322227478,automatic_candidate
17,7,your,39,43,2.96,3.08,0.9913686990737915,automatic_candidate
17,8,presentations,44,57,3.12,3.8200000000000003,0.9881279819151935,automatic_candidate
17,9,is,58,60,4.36,4.44,0.8857396443684896,automatic_candidate
17,10,"simple,",61,68,4.8,5.1000000000000005,0.98856839963368,automatic_candidate
17,11,easy,69,73,5.64,5.86,0.9213261008262634,automatic_candidate
17,12,and,74,77,6.42,6.54,0.9991471469402313,automatic_candidate
17,13,will,78,82,6.8,6.94,0.9990077316761017,automatic_candidate
17,14,make,83,87,6.98,7.1000000000000005,0.999943196773529,automatic_candidate
17,15,people,88,94,7.140000000000001,7.36,0.9978311061859131,automatic_candidate
17,16,think,95,100,7.44,7.6000000000000005,0.9998809456825256,automatic_candidate
17,17,you,101,104,7.7,7.78,0.9950100183486938,automatic_candidate
17,18,turned,105,111,7.84,8.040000000000001,0.9182881191372871,automatic_candidate
17,19,into,112,116,8.08,8.2,0.9764100432395935,automatic_candidate
17,20,a,117,118,8.24,8.26,0.993919849395752,automatic_candidate
17,21,design,119,125,8.3,8.64,0.928820822920118,automatic_candidate
17,22,guru.,126,131,8.74,9.02,0.6658157559577376,automatic_candidate
18,1,-And,0,4,0.56,0.64,0.8838777840137482,automatic_candidate
18,2,in,5,7,0.72,0.76,0.9958390593528748,automatic_candidate
18,3,Denmark,8,15,0.8200000000000001,1.2,0.8485934734344482,automatic_candidate
18,4,-,16,17,,,,unmapped
18,5,the,18,21,1.58,1.6600000000000001,0.94063700735569,automatic_candidate
18,6,first,22,27,1.72,1.94,0.9998643142836434,automatic_candidate
18,7,Baltic,28,34,2.0,2.36,0.8661283680370876,automatic_candidate
18,8,Cod,35,38,2.46,2.72,0.9543397625287374,automatic_candidate
18,9,fishery,39,46,2.82,3.24,0.9553663347448621,automatic_candidate
18,10,has,47,50,3.66,3.7600000000000002,0.9921135505040487,automatic_candidate
18,11,been,51,55,3.8200000000000003,3.96,0.9929099917411804,automatic_candidate
18,12,MSC,56,59,4.1,4.32,0.6516856809612364,automatic_candidate
18,13,–,60,61,,,,unmapped
18,14,certified,62,71,4.5200000000000005,5.08,0.7735895649953322,automatic_candidate
18,15,"-Meanwhile,",72,83,6.34,6.82,0.9871705662120472,automatic_candidate
18,16,the,84,87,7.140000000000001,7.24,0.9960818529129029,automatic_candidate
18,17,Faeroese,88,96,7.3,7.74,0.5017778561989623,automatic_candidate
18,18,Mackerel,97,105,7.82,8.16,0.6798645760864019,automatic_candidate
18,19,Fishery,106,113,8.24,8.58,0.8861172418627474,automatic_candidate
18,20,has,114,117,8.68,8.76,0.9836833278338114,automatic_candidate
18,21,been,118,122,8.84,8.98,0.9955558776855469,automatic_candidate
18,22,denied,123,129,9.02,9.42,0.963155671954155,automatic_candidate
18,23,MSC,130,133,9.52,9.76,0.21268674234549204,automatic_candidate
18,24,certification,134,147,9.94,10.64,0.7326204490537445,automatic_candidate
18,25,based,148,153,11.120000000000001,11.38,0.9966465830802917,automatic_candidate
18,26,on,154,156,11.46,11.5,0.9997927844524384,automatic_candidate
18,27,the,157,160,11.56,11.620000000000001,0.9986327687899271,automatic_candidate
18,28,fact,161,165,11.66,11.88,0.9801533903394427,automatic_candidate
