file_id,modality,position_0based,text_fragment,class_probability_delta,word_1based,word,start_s,end_s,video_frame_0based,video_frame_time_s,mapping_status
02,vision,13,by,-0.013041913509368896,11,by,1.98,2.04,60,2.0,automatic_candidate
02,text,8,’,0.012402266263961792,7,other’s,1.24,1.42,40,1.333333,automatic_candidate
02,text,14,each,0.012084007263183594,12,each,2.1,2.2,65,2.166667,automatic_candidate
02,vision,5,by,-0.011733531951904297,5,by,0.98,1.04,30,1.0,automatic_candidate
02,audio,17,s,0.011520296335220337,13,other’s,2.24,2.44,70,2.333333,automatic_candidate
02,vision,10,happiness,-0.010641813278198242,8,happiness,1.44,1.8,49,1.633333,automatic_candidate
02,vision,14,each,-0.010353565216064453,12,each,2.1,2.2,65,2.166667,automatic_candidate
02,vision,16,’,-0.01017618179321289,13,other’s,2.24,2.44,70,2.333333,automatic_candidate
02,vision,4,live,-0.010010719299316406,4,live,0.8200000000000001,0.9400000000000001,26,0.866667,automatic_candidate
02,audio,4,live,0.009491980075836182,4,live,0.8200000000000001,0.9400000000000001,26,0.866667,automatic_candidate
02,vision,11,-,-0.008891761302947998,9,-,,,,,unmapped
02,audio,13,by,0.008362293243408203,11,by,1.98,2.04,60,2.0,automatic_candidate
02,text,7,other,0.00831139087677002,7,other’s,1.24,1.42,40,1.333333,automatic_candidate
02,text,17,s,-0.007932543754577637,13,other’s,2.24,2.44,70,2.333333,automatic_candidate
02,vision,15,other,-0.007312357425689697,13,other’s,2.24,2.44,70,2.333333,automatic_candidate
02,text,1,We,0.007295727729797363,1,We,0.48,0.54,15,0.5,automatic_candidate
02,text,16,’,0.0071343183517456055,13,other’s,2.24,2.44,70,2.333333,automatic_candidate
02,audio,2,want,0.006885707378387451,2,want,0.6,0.7000000000000001,19,0.633333,automatic_candidate
02,audio,3,to,0.006722569465637207,3,to,0.74,0.78,23,0.766667,automatic_candidate
02,vision,8,’,-0.0061299800872802734,7,other’s,1.24,1.42,40,1.333333,automatic_candidate
02,vision,9,s,-0.005917727947235107,7,other’s,1.24,1.42,40,1.333333,automatic_candidate
02,vision,6,each,-0.005672574043273926,6,each,1.1,1.18,34,1.133333,automatic_candidate
02,audio,15,other,0.005207657814025879,13,other’s,2.24,2.44,70,2.333333,automatic_candidate
02,vision,7,other,-0.005203664302825928,7,other’s,1.24,1.42,40,1.333333,automatic_candidate
02,vision,1,We,-0.004619181156158447,1,We,0.48,0.54,15,0.5,automatic_candidate
02,audio,1,We,0.004172265529632568,1,We,0.48,0.54,15,0.5,automatic_candidate
02,audio,14,each,0.003517746925354004,12,each,2.1,2.2,65,2.166667,automatic_candidate
02,audio,7,other,0.003405272960662842,7,other’s,1.24,1.42,40,1.333333,automatic_candidate
02,audio,5,by,0.003244936466217041,5,by,0.98,1.04,30,1.0,automatic_candidate
02,audio,6,each,0.0030959248542785645,6,each,1.1,1.18,34,1.133333,automatic_candidate
02,audio,10,happiness,-0.0024250149726867676,8,happiness,1.44,1.8,49,1.633333,automatic_candidate
02,text,13,by,0.001990020275115967,11,by,1.98,2.04,60,2.0,automatic_candidate
02,audio,9,s,0.0013911724090576172,7,other’s,1.24,1.42,40,1.333333,automatic_candidate
02,audio,11,-,0.0013295412063598633,9,-,,,,,unmapped
02,audio,19,.,-0.0012194514274597168,14,misery.,2.48,2.7600000000000002,79,2.633333,automatic_candidate
02,text,12,not,0.0009705424308776855,10,not,1.82,1.92,56,1.866667,automatic_candidate
02,audio,16,’,0.0008203983306884766,13,other’s,2.24,2.44,70,2.333333,automatic_candidate
02,audio,8,’,0.0007827877998352051,7,other’s,1.24,1.42,40,1.333333,automatic_candidate
02,text,15,other,0.00034350156784057617,13,other’s,2.24,2.44,70,2.333333,automatic_candidate
02,text,19,.,-0.00029200315475463867,14,misery.,2.48,2.7600000000000002,79,2.633333,automatic_candidate
03,text,20,t,0.04601556062698364,14,don't,4.5200000000000005,4.74,139,4.633333,review
03,text,28,take,0.036463797092437744,21,take,7.04,7.22,214,7.133333,review
03,text,21,take,0.02775898575782776,15,take,4.8,4.98,147,4.9,review
03,text,31,into,0.027364403009414673,24,into,8.46,8.620000000000001,256,8.533333,review
03,text,24,into,0.021282434463500977,18,into,5.9,6.12,180,6.0,review
03,text,29,rental,0.0211184024810791,22,rental,7.5,7.8,229,7.633333,review
03,text,3,s,0.01894932985305786,1,There's,0.5,0.72,18,0.6,review
03,text,14,just,0.014558613300323486,11,just,2.72,2.88,84,2.8,review
03,text,22,rental,0.013457924127578735,16,rental,5.14,5.38,158,5.266667,review
03,text,9,moment,0.012794166803359985,6,moment,1.78,2.08,58,1.933333,review
03,audio,20,t,-0.012714892625808716,14,don't,4.5200000000000005,4.74,139,4.633333,review
03,text,30,yield,0.01252850890159607,23,yield,7.98,8.34,245,8.166667,review
03,text,10,which,0.01051601767539978,7,which,2.16,2.2800000000000002,67,2.233333,review
03,text,12,think,0.010005563497543335,9,think,2.4,2.54,74,2.466667,review
03,text,25,account,0.009827882051467896,19,"account,",6.22,6.5200000000000005,191,6.366667,review
03,text,18,don,0.009180188179016113,14,don't,4.5200000000000005,4.74,139,4.633333,review
03,text,32,account,0.009072035551071167,25,account.,8.700000000000001,9.0,266,8.866667,review
03,vision,20,t,0.008085072040557861,14,don't,4.5200000000000005,4.74,139,4.633333,review
03,vision,22,rental,0.007877051830291748,16,rental,5.14,5.38,158,5.266667,review
03,vision,29,rental,0.0076302289962768555,22,rental,7.5,7.8,229,7.633333,review
03,text,4,one,0.00741693377494812,2,one,0.88,0.98,28,0.933333,review
03,text,6,lender,0.0071596503257751465,3,lender,1.04,1.4000000000000001,37,1.233333,review
03,vision,23,income,0.006860017776489258,17,income,5.48,5.78,169,5.633333,review
03,text,2,',0.006669878959655762,1,There's,0.5,0.72,18,0.6,review
03,text,23,income,0.0065035223960876465,17,income,5.48,5.78,169,5.633333,review
03,audio,28,take,-0.006285816431045532,21,take,7.04,7.22,214,7.133333,review
03,audio,31,into,-0.0059652626514434814,24,into,8.46,8.620000000000001,256,8.533333,review
03,text,27,they,0.0057083070278167725,20,they,6.82,6.96,207,6.9,review
03,audio,3,s,-0.0056310296058654785,1,There's,0.5,0.72,18,0.6,review
03,vision,13,is,0.005523025989532471,10,is,2.6,2.7,80,2.666667,review
03,vision,12,think,0.0054405927658081055,9,think,2.4,2.54,74,2.466667,review
03,text,11,I,0.005292326211929321,8,I,2.34,2.36,70,2.333333,review
03,vision,19,',0.005262225866317749,14,don't,4.5200000000000005,4.74,139,4.633333,review
03,text,15,Bankwest,-0.0051840245723724365,12,Bankwest,3.0,3.68,100,3.333333,review
03,text,13,is,0.0048105716705322266,10,is,2.6,2.7,80,2.666667,review
03,text,26,",",0.0045735836029052734,19,"account,",6.22,6.5200000000000005,191,6.366667,review
03,vision,11,I,0.004093825817108154,8,I,2.34,2.36,70,2.333333,review
03,vision,14,just,0.004024535417556763,11,just,2.72,2.88,84,2.8,review
03,audio,6,lender,-0.003916352987289429,3,lender,1.04,1.4000000000000001,37,1.233333,review
03,audio,14,just,-0.003908604383468628,11,just,2.72,2.88,84,2.8,review
03,audio,9,moment,-0.0035358667373657227,6,moment,1.78,2.08,58,1.933333,review
03,audio,4,one,-0.003523200750350952,2,one,0.88,0.98,28,0.933333,review
03,audio,18,don,-0.003428131341934204,14,don't,4.5200000000000005,4.74,139,4.633333,review
03,vision,24,into,0.003231346607208252,18,into,5.9,6.12,180,6.0,review
03,audio,24,into,-0.0031467974185943604,18,into,5.9,6.12,180,6.0,review
03,text,7,at,0.003049790859222412,4,at,1.56,1.6,47,1.566667,review
03,vision,10,which,0.003001600503921509,7,which,2.16,2.2800000000000002,67,2.233333,review
03,vision,30,yield,0.0029962360858917236,23,yield,7.98,8.34,245,8.166667,review
03,vision,15,Bankwest,0.0029819607734680176,12,Bankwest,3.0,3.68,100,3.333333,review
03,audio,12,think,-0.002869546413421631,9,think,2.4,2.54,74,2.466667,review
03,text,8,the,0.0027858316898345947,5,the,1.6400000000000001,1.72,50,1.666667,review
03,vision,21,take,0.0027634799480438232,15,take,4.8,4.98,147,4.9,review
03,audio,21,take,-0.0027233660221099854,15,take,4.8,4.98,147,4.9,review
03,text,16,Bankwest,-0.002483963966369629,12,Bankwest,3.0,3.68,100,3.333333,review
03,vision,9,moment,0.0023620426654815674,6,moment,1.78,2.08,58,1.933333,review
03,audio,10,which,-0.00228920578956604,7,which,2.16,2.2800000000000002,67,2.233333,review
03,vision,31,into,0.0022604763507843018,24,into,8.46,8.620000000000001,256,8.533333,review
03,audio,17,who,-0.0021549463272094727,13,who,4.1,4.24,125,4.166667,review
03,vision,5,lender,0.0020882785320281982,3,lender,1.04,1.4000000000000001,37,1.233333,review
03,text,17,who,0.0018683075904846191,13,who,4.1,4.24,125,4.166667,review
03,text,33,.,0.001785874366760254,25,account.,8.700000000000001,9.0,266,8.866667,review
03,audio,8,the,-0.0017788112163543701,5,the,1.6400000000000001,1.72,50,1.666667,review
03,text,1,There,0.0017591118812561035,1,There's,0.5,0.72,18,0.6,review
03,vision,8,the,0.0017495453357696533,5,the,1.6400000000000001,1.72,50,1.666667,review
03,vision,26,",",0.001695483922958374,19,"account,",6.22,6.5200000000000005,191,6.366667,review
03,audio,7,at,-0.0016554594039916992,4,at,1.56,1.6,47,1.566667,review
03,audio,19,',0.0016454756259918213,14,don't,4.5200000000000005,4.74,139,4.633333,review
03,vision,4,one,0.0016187727451324463,2,one,0.88,0.98,28,0.933333,review
03,vision,6,lender,-0.0016131997108459473,3,lender,1.04,1.4000000000000001,37,1.233333,review
03,vision,16,Bankwest,0.001386106014251709,12,Bankwest,3.0,3.68,100,3.333333,review
03,audio,11,I,-0.0012039244174957275,8,I,2.34,2.36,70,2.333333,review
03,audio,26,",",0.001187831163406372,19,"account,",6.22,6.5200000000000005,191,6.366667,review
03,vision,33,.,-0.0011317133903503418,25,account.,8.700000000000001,9.0,266,8.866667,review
03,audio,5,lender,-0.0010807514190673828,3,lender,1.04,1.4000000000000001,37,1.233333,review
03,vision,32,account,0.0010752081871032715,25,account.,8.700000000000001,9.0,266,8.866667,review
03,audio,30,yield,-0.0010499954223632812,23,yield,7.98,8.34,245,8.166667,review
03,text,19,',0.001042395830154419,14,don't,4.5200000000000005,4.74,139,4.633333,review
03,vision,7,at,-0.001002490520477295,4,at,1.56,1.6,47,1.566667,review
03,vision,3,s,0.0009933710098266602,1,There's,0.5,0.72,18,0.6,review
03,vision,2,',0.0008734166622161865,1,There's,0.5,0.72,18,0.6,review
03,audio,2,',-0.0008633732795715332,1,There's,0.5,0.72,18,0.6,review
03,audio,16,Bankwest,-0.0008295774459838867,12,Bankwest,3.0,3.68,100,3.333333,review
03,audio,27,they,0.0008267462253570557,20,they,6.82,6.96,207,6.9,review
03,vision,17,who,0.000802159309387207,13,who,4.1,4.24,125,4.166667,review
03,audio,23,income,0.0007210969924926758,17,income,5.48,5.78,169,5.633333,review
03,audio,29,rental,0.000690460205078125,22,rental,7.5,7.8,229,7.633333,review
03,audio,13,is,-0.0006528794765472412,10,is,2.6,2.7,80,2.666667,review
03,vision,1,There,-0.0006101131439208984,1,There's,0.5,0.72,18,0.6,review
03,vision,28,take,-0.0005742013454437256,21,take,7.04,7.22,214,7.133333,review
03,audio,25,account,0.0005335509777069092,19,"account,",6.22,6.5200000000000005,191,6.366667,review
03,text,5,lender,0.0005164146423339844,3,lender,1.04,1.4000000000000001,37,1.233333,review
03,audio,22,rental,0.0004347264766693115,16,rental,5.14,5.38,158,5.266667,review
03,audio,33,.,0.00034108757972717285,25,account.,8.700000000000001,9.0,266,8.866667,review
03,vision,27,they,0.00034052133560180664,20,they,6.82,6.96,207,6.9,review
03,audio,1,There,-0.000291675329208374,1,There's,0.5,0.72,18,0.6,review
03,audio,32,account,-0.00026538968086242676,25,account.,8.700000000000001,9.0,266,8.866667,review
03,audio,15,Bankwest,0.00025844573974609375,12,Bankwest,3.0,3.68,100,3.333333,review
03,vision,25,account,0.00014460086822509766,19,"account,",6.22,6.5200000000000005,191,6.366667,review
03,vision,18,don,-0.0001208186149597168,14,don't,4.5200000000000005,4.74,139,4.633333,review
04,text,25,not,0.23752063512802124,20,not.,6.0200000000000005,6.24,184,6.133333,automatic_candidate
04,text,10,should,0.06222134828567505,9,should,2.18,2.34,68,2.266667,automatic_candidate
04,text,21,goodbye,0.05613774061203003,18,goodbye?],4.48,4.96,142,4.733333,automatic_candidate
04,text,24,Absolutely,0.05512380599975586,19,Absolutely,5.44,5.94,171,5.7,automatic_candidate
04,audio,25,not,-0.048416852951049805,20,not.,6.0200000000000005,6.24,184,6.133333,automatic_candidate
04,text,11,I,0.03522258996963501,10,I,2.38,2.4,72,2.4,automatic_candidate
04,text,4,it,0.025526344776153564,4,it,1.02,1.06,31,1.033333,automatic_candidate
04,text,26,.,0.0253373384475708,20,not.,6.0200000000000005,6.24,184,6.133333,automatic_candidate
04,text,22,?,0.02096039056777954,18,goodbye?],4.48,4.96,142,4.733333,automatic_candidate
04,text,2,I,0.020715832710266113,2,I,0.62,0.64,19,0.633333,automatic_candidate
04,audio,21,goodbye,-0.01913928985595703,18,goodbye?],4.48,4.96,142,4.733333,automatic_candidate
04,text,3,blow,0.01638871431350708,3,blow,0.74,0.96,25,0.833333,automatic_candidate
04,vision,25,not,0.01592952013015747,20,not.,6.0200000000000005,6.24,184,6.133333,automatic_candidate
04,vision,24,Absolutely,0.015523016452789307,19,Absolutely,5.44,5.94,171,5.7,automatic_candidate
04,vision,26,.,0.015371263027191162,20,not.,6.0200000000000005,6.24,184,6.133333,automatic_candidate
04,text,14,chances,-0.014044225215911865,13,chances,2.9,3.24,92,3.066667,automatic_candidate
04,text,16,cheering,-0.013753890991210938,15,cheering,3.4,3.68,106,3.533333,automatic_candidate
04,text,1,If,0.013505935668945312,1,If,0.5,0.54,16,0.533333,automatic_candidate
04,audio,10,should,-0.012755811214447021,9,should,2.18,2.34,68,2.266667,automatic_candidate
04,text,18,GO,-0.011635124683380127,16,"""GO",3.7800000000000002,3.88,115,3.833333,automatic_candidate
04,audio,24,Absolutely,-0.011237561702728271,19,Absolutely,5.44,5.94,171,5.7,automatic_candidate
04,text,12,kiss,0.01059633493423462,11,kiss,2.48,2.66,77,2.566667,automatic_candidate
04,text,13,my,0.009365439414978027,12,my,2.74,2.8000000000000003,83,2.766667,automatic_candidate
04,vision,6,the,-0.006943643093109131,6,the,1.18,1.24,36,1.2,automatic_candidate
04,audio,3,blow,-0.00682377815246582,3,blow,0.74,0.96,25,0.833333,automatic_candidate
04,vision,15,of,-0.006336510181427002,14,of,3.3000000000000003,3.34,100,3.333333,automatic_candidate
04,audio,4,it,-0.00588679313659668,4,it,1.02,1.06,31,1.033333,automatic_candidate
04,text,7,team,-0.005657315254211426,7,team,1.28,1.44,41,1.366667,automatic_candidate
04,vision,17,"""",-0.0054888129234313965,16,"""GO",3.7800000000000002,3.88,115,3.833333,automatic_candidate
04,vision,3,blow,0.005208790302276611,3,blow,0.74,0.96,25,0.833333,automatic_candidate
04,vision,8,exercise,-0.004711806774139404,8,"exercise,",1.54,1.96,52,1.733333,automatic_candidate
04,text,23,],0.004646360874176025,18,goodbye?],4.48,4.96,142,4.733333,automatic_candidate
04,vision,12,kiss,-0.0044921040534973145,11,kiss,2.48,2.66,77,2.566667,automatic_candidate
04,vision,10,should,0.0043860673904418945,9,should,2.18,2.34,68,2.266667,automatic_candidate
04,vision,4,it,0.004325807094573975,4,it,1.02,1.06,31,1.033333,automatic_candidate
04,audio,2,I,-0.004237055778503418,2,I,0.62,0.64,19,0.633333,automatic_candidate
04,vision,7,team,-0.004084527492523193,7,team,1.28,1.44,41,1.366667,automatic_candidate
04,audio,13,my,-0.003939688205718994,12,my,2.74,2.8000000000000003,83,2.766667,automatic_candidate
04,text,6,the,0.003808140754699707,6,the,1.18,1.24,36,1.2,automatic_candidate
04,vision,13,my,-0.0037937164306640625,12,my,2.74,2.8000000000000003,83,2.766667,automatic_candidate
04,audio,15,of,-0.003456294536590576,14,of,3.3000000000000003,3.34,100,3.333333,automatic_candidate
04,text,15,of,0.0034232139587402344,14,of,3.3000000000000003,3.34,100,3.333333,automatic_candidate
04,text,20,"""",0.0034202933311462402,17,"BLUE""",4.04,4.26,124,4.133333,automatic_candidate
04,text,19,BLUE,-0.0034188032150268555,17,"BLUE""",4.04,4.26,124,4.133333,automatic_candidate
04,vision,18,GO,-0.003139972686767578,16,"""GO",3.7800000000000002,3.88,115,3.833333,automatic_candidate
04,vision,19,BLUE,-0.003136873245239258,17,"BLUE""",4.04,4.26,124,4.133333,automatic_candidate
04,vision,22,?,-0.002983391284942627,18,goodbye?],4.48,4.96,142,4.733333,automatic_candidate
04,audio,1,If,-0.002659320831298828,1,If,0.5,0.54,16,0.533333,automatic_candidate
04,vision,2,I,0.002588987350463867,2,I,0.62,0.64,19,0.633333,automatic_candidate
04,vision,5,at,-0.002505183219909668,5,at,1.1,1.1400000000000001,34,1.133333,automatic_candidate
04,audio,8,exercise,-0.0024930238723754883,8,"exercise,",1.54,1.96,52,1.733333,automatic_candidate
04,text,9,",",0.0023103952407836914,8,"exercise,",1.54,1.96,52,1.733333,automatic_candidate
04,audio,14,chances,0.0021585822105407715,13,chances,2.9,3.24,92,3.066667,automatic_candidate
04,audio,22,?,-0.0021519064903259277,18,goodbye?],4.48,4.96,142,4.733333,automatic_candidate
04,vision,23,],0.0021373629570007324,18,goodbye?],4.48,4.96,142,4.733333,automatic_candidate
04,vision,11,I,0.0020810961723327637,10,I,2.38,2.4,72,2.4,automatic_candidate
04,vision,21,goodbye,-0.0020505189895629883,18,goodbye?],4.48,4.96,142,4.733333,automatic_candidate
04,audio,17,"""",-0.001990079879760742,16,"""GO",3.7800000000000002,3.88,115,3.833333,automatic_candidate
04,audio,12,kiss,-0.0018780827522277832,11,kiss,2.48,2.66,77,2.566667,automatic_candidate
04,audio,11,I,-0.0017248988151550293,10,I,2.38,2.4,72,2.4,automatic_candidate
04,vision,16,cheering,-0.0016068220138549805,15,cheering,3.4,3.68,106,3.533333,automatic_candidate
04,audio,20,"""",-0.001562952995300293,17,"BLUE""",4.04,4.26,124,4.133333,automatic_candidate
04,audio,26,.,0.001407623291015625,20,not.,6.0200000000000005,6.24,184,6.133333,automatic_candidate
04,vision,1,If,0.001278519630432129,1,If,0.5,0.54,16,0.533333,automatic_candidate
04,audio,7,team,0.0008360743522644043,7,team,1.28,1.44,41,1.366667,automatic_candidate
04,audio,16,cheering,-0.0008007287979125977,15,cheering,3.4,3.68,106,3.533333,automatic_candidate
04,audio,6,the,-0.0007838010787963867,6,the,1.18,1.24,36,1.2,automatic_candidate
04,vision,14,chances,0.0006229877471923828,13,chances,2.9,3.24,92,3.066667,automatic_candidate
04,text,8,exercise,0.0005013346672058105,8,"exercise,",1.54,1.96,52,1.733333,automatic_candidate
04,audio,5,at,-0.000479280948638916,5,at,1.1,1.1400000000000001,34,1.133333,automatic_candidate
04,audio,23,],0.00034546852111816406,18,goodbye?],4.48,4.96,142,4.733333,automatic_candidate
04,text,17,"""",-0.0003294944763183594,16,"""GO",3.7800000000000002,3.88,115,3.833333,automatic_candidate
04,text,5,at,0.0003179311752319336,5,at,1.1,1.1400000000000001,34,1.133333,automatic_candidate
04,audio,9,",",-0.00030750036239624023,8,"exercise,",1.54,1.96,52,1.733333,automatic_candidate
04,audio,18,GO,0.00028824806213378906,16,"""GO",3.7800000000000002,3.88,115,3.833333,automatic_candidate
04,audio,19,BLUE,0.0002263784408569336,17,"BLUE""",4.04,4.26,124,4.133333,automatic_candidate
