file_id,word,start,end,normalized,start_s,end_s,ctc_score
06,dance,90,95,DANCE,4.46,4.7,0.9167701857430595
06,moves,96,101,MOVES,4.84,5.12,0.9413444059235709
06,then,102,106,THEN,5.58,5.68,0.5045755803585052
06,you,107,110,YOU,5.72,5.78,0.9982955058415731
06,might,111,116,MIGHT,5.82,5.96,0.9914161066214243
06,want,117,121,WANT,5.98,6.08,0.6932292881188914
06,to,122,124,TO,6.1000000000000005,6.140000000000001,0.4771939819372619
06,check,125,130,CHECK,6.16,6.28,0.1881966085638851
06,out,131,134,OUT,6.32,6.38,0.031995435866216816
06,this,135,139,THIS,6.4,6.48,0.053404551930725574
06,movie,140,145,MOVIE,6.54,6.72,0.22642956003546716
06,solely,146,152,SOLELY,6.8,7.12,0.9829306602478027
06,for,153,156,FOR,7.22,7.32,0.9982846180597941
06,that,157,161,THAT,7.38,7.640000000000001,0.5595891252160072
07,As,0,2,AS,0.58,0.66,0.9933607578277588
07,Linn’s,3,9,LINN'S,0.76,0.96,0.5611446951224934
07,associate,10,19,ASSOCIATE,1.0,1.4000000000000001,0.9195273488759994
07,editor,20,26,EDITOR,1.46,1.7,0.7270318667093912
07,Michael,27,34,MICHAEL,1.74,1.96,0.7883591396468026
07,Baadke,35,41,BAADKE,2.0,2.34,0.429980011782997
07,reports,42,49,REPORTS,2.42,2.8000000000000003,0.9650605976581573
07,in,50,52,IN,2.88,2.92,0.9987800121307373
07,our,53,56,OUR,3.0,3.08,0.9974425236384074
07,November,57,65,NOVEMBER,3.16,3.46,0.9802040100097656
07,28,66,68,TWENTY EIGHT,3.54,3.94,0.9441208521525065
07,"issue,",69,75,ISSUE,4.04,4.3,0.9822637864521572
07,attendees,76,85,ATTENDEES,5.0,5.5600000000000005,0.7296526685357094
07,“enthusiastically,86,103,ENTHUSIASTICALLY,6.0,7.0200000000000005,0.9579789166649183
07,discussed,104,113,DISCUSSED,7.1000000000000005,7.5600000000000005,0.8333064283836972
07,the,114,117,THE,7.6000000000000005,7.66,0.9986111720403036
07,topics,118,124,TOPICS,7.7,8.14,0.9772111858640399
07,of,125,127,OF,8.66,8.700000000000001,0.999834269285202
07,growing,128,135,GROWING,8.82,9.120000000000001,0.9798163250088692
07,the,136,139,THE,9.16,9.24,0.8990522772073746
07,"hobby,",140,146,HOBBY,9.28,9.56,0.8625285506248475
07,the,147,150,THE,9.9,9.98,0.9851333796977997
07,future,151,157,FUTURE,10.02,10.36,0.9747661709785461
07,of,158,160,OF,10.42,10.46,0.7551805377006531
07,stamp,161,166,STAMP,10.52,10.78,0.8620429007070405
07,"shows,",167,173,SHOWS,10.84,11.18,0.970487824508122
07,and,174,177,AND,11.58,11.68,0.9918813506762186
07,dealers,178,185,DEALERS,11.76,12.14,0.8975986374749078
07,and,186,189,AND,12.22,12.3,0.7921160608530045
07,philatelic,190,200,PHILATELIC,12.38,12.82,0.8120952497702092
07,"partnerships,",201,214,PARTNERSHIPS,12.9,13.48,0.9207348525524139
07,along,215,220,ALONG,13.96,14.26,0.9963361961500985
07,with,221,225,WITH,14.32,14.44,0.990721583366394
07,ways,226,230,WAYS,14.5,14.86,0.9973483920097351
07,the,231,234,THE,15.0,15.06,0.9990628957748413
07,leading,235,242,LEADING,15.120000000000001,15.36,0.9958857231669955
07,organizations,243,256,ORGANIZATIONS,15.42,16.1,0.9809724933960858
07,involved,257,265,INVOLVED,16.18,16.6,0.953535008430481
07,in,266,268,IN,16.64,16.68,0.9886465966701508
07,the,269,272,THE,16.740000000000002,16.8,0.8663583199183146
07,stamp,273,278,STAMP,16.86,17.080000000000002,0.6693958377931267
07,hobby,279,284,HOBBY,17.12,17.400000000000002,0.887213671207428
07,can,285,288,CAN,18.0,18.1,0.8760549426078796
07,work,289,293,WORK,18.2,18.34,0.9988844633102417
07,together,294,302,TOGETHER,18.46,18.88,0.9356988847255707
07,to,303,305,TO,19.400000000000002,19.48,0.9993993937969208
07,make,306,310,MAKE,19.54,19.72,0.9134650707244873
07,it,311,313,IT,19.78,19.82,0.9245493113994598
07,succeed,314,321,SUCCEED,19.96,20.44,0.9983658790588379
07,and,322,325,AND,20.62,20.7,0.9160541296005249
07,grow,326,330,GROW,20.78,21.04,0.9985312461853028
08,That,0,4,THAT,0.64,0.78,0.9121691286563873
08,brings,5,11,BRINGS,0.86,1.06,0.9533491283655167
08,us,12,14,US,1.1400000000000001,1.2,0.9900987148284912
08,to,15,17,TO,1.26,1.34,0.9976252317428589
08,"tonight,",18,26,TONIGHT,1.46,1.8,0.9889712225307118
08,the,27,30,THE,1.84,1.92,0.9066734910011292
08,Universal,31,40,UNIVERSAL,2.04,2.5,0.9944034048489162
08,Design,41,47,DESIGN,2.6,3.04,0.9977352917194366
08,Grand,48,53,GRAND,3.38,3.68,0.9702594024794442
08,Challenge,54,63,CHALLENGE,3.7800000000000002,4.26,0.9549881901059832
09,(uhh),0,5,UHH,0.48,0.84,0.27708283216603985
09,I,6,7,I,1.12,1.1400000000000001,0.9998632669448853
09,did,8,11,DID,1.22,1.32,0.9929918646812439
09,not,12,15,NOT,1.36,1.46,0.9104379415512085
09,like,16,20,LIKE,1.48,1.6,0.9359329243501028
09,this,21,25,THIS,1.6400000000000001,1.74,0.8107248395681381
09,movie,26,31,MOVIE,1.8800000000000001,2.24,0.83373544216156
09,at,32,34,AT,2.2800000000000002,2.32,0.9036092758178711
09,"all,",35,39,ALL,2.52,2.64,0.9896050989627838
09,I,40,41,I,2.8000000000000003,2.82,0.9978978633880615
09,would,42,47,WOULD,2.88,3.02,0.9614747081484113
09,not,48,51,NOT,3.04,3.14,0.987896516919136
09,recommend,52,61,RECOMMEND,3.2,3.62,0.9986426776105707
09,it,62,64,IT,4.12,4.34,0.3993933109362843
10,(umm),0,5,UMM,0.4,0.54,0.03024049537877242
10,And,6,9,AND,1.22,1.3,0.7839904427528381
10,you,10,13,YOU,1.34,1.42,0.8693987727165222
10,know,14,18,KNOW,1.46,1.58,0.9853435158729553
10,I,19,20,I,1.92,1.94,0.9995678067207336
10,really,21,27,REALLY,2.04,2.2800000000000002,0.9658289816644456
10,do,28,30,DO,2.34,2.42,0.9988983869552612
10,like,31,35,LIKE,2.52,2.68,0.9545176267623902
10,to,36,38,TO,2.74,2.8000000000000003,0.9990723431110382
10,see,39,42,SEE,2.88,3.02,0.9049601256847382
10,fluffy,43,49,FLUFFY,3.2,3.52,0.8091352010766665
10,chick,50,55,CHICK,3.64,3.84,0.9795056462287903
10,flicks,56,62,FLICKS,3.9,4.18,0.7229275788579669
10,sometimes,63,72,SOMETIMES,4.26,4.96,0.9886106252670288
10,so,73,75,SO,5.04,5.12,0.4907310549169779
10,I'm,76,79,I'M,5.2,5.26,0.08279370081921418
10,not,80,83,NOT,5.34,5.48,0.9786351720492045
10,against,84,91,AGAINST,5.8,6.18,0.9467271897527907
10,that,92,96,THAT,6.34,6.6000000000000005,0.9920171976089478
10,but,97,100,BUT,6.74,6.86,0.8744995445013046
10,this,101,105,THIS,6.94,7.1000000000000005,0.9978444874286652
10,one,106,109,ONE,7.3,7.42,0.9190793514251709
10,was,110,113,WAS,7.5,7.66,0.9956198930740356
10,pretty,114,120,PRETTY,8.38,8.6,0.9992896417776743
10,terrible,121,129,TERRIBLE,8.68,9.200000000000001,0.7073888657614589
11,I,0,1,I,0.56,0.58,0.4748438596725464
11,would,2,7,WOULD,0.62,0.74,0.25219968768457574
11,be,8,10,BE,0.78,0.86,0.9990655183792114
11,ashamed,11,18,ASHAMED,0.92,1.34,0.9691303720076879
11,to,19,21,TO,3.22,3.2800000000000002,0.9584173560142517
11,have,22,26,HAVE,3.34,3.46,0.982288271188736
11,made,27,31,MADE,3.52,3.68,0.9995992481708527
11,this,32,36,THIS,3.72,3.86,0.8926842212677002
11,film,37,41,FILM,3.92,4.14,0.9626098036766052
11,if,42,44,IF,4.42,4.46,0.9951388537883759
11,I,45,46,I,4.54,4.5600000000000005,0.6561645269393921
11,was,47,50,WAS,4.62,4.7,0.26861059417327243
11,a,51,52,A,4.76,4.78,0.4621184468269348
11,director,53,61,DIRECTOR,4.82,5.26,0.6956651127771832
12,Or,0,2,OR,0.58,0.64,0.999482661485672
12,"worse,",3,9,WORSE,0.72,1.06,0.9893382702554975
12,an,10,12,AN,1.16,1.2,0.9957883954048157
12,individual,13,23,INDIVIDUAL,1.26,1.74,0.9932341873645782
12,previously,24,34,PREVIOUSLY,1.94,2.42,0.923443408573375
12,had,35,38,HAD,2.5,2.7,0.9987527330716451
12,good,39,43,GOOD,2.82,2.98,0.9997092038393021
12,"credit,",44,51,CREDIT,3.08,3.4,0.9746552109718323
12,but,52,55,BUT,3.88,4.04,0.9992365638415018
12,usually,56,63,USUALLY,4.64,4.88,0.9926394104957581
12,by,64,66,BY,5.14,5.26,0.9997144639492035
12,no,67,69,NO,5.38,5.46,0.9999313950538635
12,fault,70,75,FAULT,5.58,5.78,0.9980757236480713
12,of,76,78,OF,5.86,5.9,0.9475896954536438
12,their,79,84,THEIR,5.94,6.1000000000000005,0.9983324408531189
12,"own,",85,89,OWN,6.26,6.38,0.9841836452484131
12,or,90,92,OR,6.96,7.0,0.9978834986686707
12,perhaps,93,100,PERHAPS,7.1000000000000005,7.48,0.9442845702171325
12,by,101,103,BY,7.5600000000000005,7.68,0.999538779258728
12,fault,104,109,FAULT,7.8,8.0,0.9280486873217991
12,of,110,112,OF,8.08,8.120000000000001,0.9943928122520447
12,their,113,118,THEIR,8.18,8.34,0.9933762947718302
12,"own,",119,123,OWN,8.46,8.540000000000001,0.9997116327285767
12,they,124,128,THEY,8.66,8.82,0.9337478478749593
12,have,129,133,HAVE,8.88,9.02,0.9772401809692383
12,let,134,137,LET,9.08,9.22,0.9719072779019674
12,their,138,143,THEIR,9.26,9.4,0.9046006302038828
12,credit,144,150,CREDIT,9.48,9.76,0.9856407982962472
12,"sag,",151,155,SAG,9.94,10.3,0.762848287820816
12,and,156,159,AND,10.620000000000001,10.74,0.9986928999423981
12,credit,160,166,CREDIT,11.1,11.3,0.665401857579127
12,scores,167,173,SCORES,11.32,11.58,0.707245647358442
12,is,174,176,IS,11.620000000000001,11.68,0.6172499507665634
12,very,177,181,VERY,11.74,11.94,0.8869390885035197
12,low.,182,186,LOW,12.02,12.26,0.9914691150188446
13,For,0,3,FOR,0.0,0.1,0.9842250943183899
13,"example,",4,12,EXAMPLE,0.18,0.56,0.9741823607020907
13,I,13,14,I,0.88,0.9,0.9994387030601501
13,could,15,20,COULD,0.96,1.08,0.4314436674118042
13,take,21,25,TAKE,1.1,1.24,0.9855978727340698
13,a,26,27,A,1.32,1.34,0.9150688052177429
13,set,28,31,SET,1.4000000000000001,1.56,0.7105215191841125
13,of,32,34,OF,1.62,1.6600000000000001,0.3955284059047699
13,data,35,39,DATA,1.72,2.06,0.6042935624718666
13,and,40,43,AND,2.88,3.0,0.9886247366666794
13,from,44,48,FROM,3.2800000000000002,3.44,0.8960689783096314
13,that,49,53,THAT,3.9,4.0200000000000005,0.8646076023578644
13,"data,",54,59,DATA,4.0600000000000005,4.36,0.7165272459387779
13,I,60,61,I,4.68,4.7,0.02163391187787056
13,can,62,65,CAN,4.74,4.84,0.621252135373652
13,find,66,70,FIND,4.86,5.0,0.45790710067376494
13,a,71,72,A,5.0600000000000005,5.08,0.022160952910780907
13,relationship,73,85,RELATIONSHIP,5.1000000000000005,5.66,0.9486511945724487
13,between,86,93,BETWEEN,5.76,6.0600000000000005,0.9525734451082017
13,any,94,97,ANY,6.32,6.44,0.9201823472976685
13,two,98,101,TWO,6.54,6.66,0.9985216856002808
13,of,102,104,OF,6.76,6.8,0.888493686914444
13,the,105,108,THE,6.86,6.92,0.8630079030990601
13,given,109,114,GIVEN,6.98,7.2,0.8102473378181457
13,factors,115,122,FACTORS,7.28,7.66,0.15250078523864172
13,or,123,125,OR,8.26,8.34,0.5342567414045334
13,more.,126,131,MORE,8.44,8.6,0.5358998402953148
14,He,0,2,HE,0.5,0.56,0.9415711760520935
14,is,3,5,IS,0.6,0.64,0.6151635274291039
14,the,6,9,THE,0.68,0.74,0.25466373562812805
14,co-founder,10,20,CO FOUNDER,0.78,1.32,0.94737370447679
14,of,21,23,OF,1.4000000000000001,1.44,0.9996618032455444
14,Rossen,24,30,ROSSEN,1.58,1.96,0.6691441563889384
14,and,31,34,AND,2.04,2.1,0.9938689867655436
14,Vettese,35,42,VETTESE,2.14,2.46,0.6354250290564128
14,Limited,43,50,LIMITED,2.54,2.84,0.9647044208314683
14,and,51,54,AND,3.2,3.2600000000000002,0.954958438873291
14,the,55,58,THE,3.3200000000000003,3.38,0.9850805004437765
14,former,59,65,FORMER,3.46,3.7600000000000002,0.97807910044988
14,Executive,66,75,EXECUTIVE,3.8200000000000003,4.24,0.9720834592978159
14,Director,76,84,DIRECTOR,4.28,4.64,0.9791729980044894
14,of,85,87,OF,4.84,4.88,0.9996472895145416
14,Uniform,88,95,UNIFORM,5.0600000000000005,5.48,0.9666758125478571
14,Final,96,101,FINAL,5.64,5.88,0.999090721209844
14,Examination,102,113,EXAMINATION,5.94,6.5200000000000005,0.9500470240910848
14,(UFE),114,119,UFE,6.640000000000001,6.84,0.4995187664135017
14,courses,120,127,COURSES,6.96,7.86,0.14312294054468566
14,at,128,130,AT,8.28,8.32,0.9957259297370911
14,Toronto's,131,140,TORONTO'S,8.38,8.76,0.7835725479914496
14,York,141,145,YORK,8.8,8.96,0.9531781077384949
14,University.,146,157,UNIVERSITY,9.06,9.6,0.9752896555832454
15,"However,",0,8,HOWEVER,0.08,0.58,0.47993804480422064
15,despite,9,16,DESPITE,0.78,1.2,0.5692168550630778
15,their,17,22,THEIR,1.34,1.58,0.19999248772424458
15,"poverty,",23,31,POVERTY,1.62,1.76,0.1428497856696183
15,the,32,35,THE,1.78,1.86,0.6664839216025484
15,family,36,42,FAMILY,2.06,2.36,0.5195651573130752
15,prioritize,43,53,PRIORITIZE,2.5,2.94,0.003370294367585712
15,education,54,63,EDUCATION,3.0,3.54,0.3338742446164507
15,because,64,71,BECAUSE,3.62,4.0,0.22253917164950188
15,they,72,76,THEY,4.24,4.5200000000000005,0.3828507948797778
15,believed,77,85,BELIEVED,4.5600000000000005,4.86,0.12499808759439224
15,in,86,88,IN,4.94,5.04,0.4999634555410921
15,its,89,92,ITS,5.32,5.44,0.6666152303810501
15,power,93,98,POWER,6.0200000000000005,6.34,0.8118704615452111
15,to,99,101,TO,6.42,6.5,4.488509318889555e-06
15,transform,102,111,TRANSFORM,6.74,6.98,0.28983649655146093
15,lives,112,117,LIVES,7.0200000000000005,7.28,0.4791669771552011
16,It's,0,4,IT'S,0.48,0.62,0.5521354079246521
16,a,5,6,A,0.68,0.7000000000000001,0.8801330924034119
16,"terrible,",7,16,TERRIBLE,0.8,1.18,0.9692377567291259
16,this,17,21,THIS,1.5,1.58,0.2465953790815547
16,is,22,24,IS,1.6,1.6600000000000001,0.6995724042256674
16,a,25,26,A,1.72,1.74,0.9673380851745605
16,terrible,27,35,TERRIBLE,1.82,2.16,0.9942496180534363
16,movie,36,41,MOVIE,2.2,2.5,0.7979405010250048
17,Applying,0,8,APPLYING,0.62,1.0,0.6755673380361663
17,these,9,14,THESE,1.08,1.3,0.9975708921750387
17,four,15,19,FOUR,1.44,1.68,0.9761427130017962
17,design,20,26,DESIGN,1.76,2.12,0.9883810612890456
17,concepts,27,35,CONCEPTS,2.22,2.74,0.9803512421521273
17,to,36,38,TO,2.82,2.9,0.9998745322227478
17,your,39,43,YOUR,2.96,3.08,0.9913686990737915
17,presentations,44,57,PRESENTATIONS,3.12,3.8200000000000003,0.9881279819151935
17,is,58,60,IS,4.36,4.44,0.8857396443684896
17,"simple,",61,68,SIMPLE,4.8,5.1000000000000005,0.98856839963368
17,easy,69,73,EASY,5.64,5.86,0.9213261008262634
17,and,74,77,AND,6.42,6.54,0.9991471469402313
17,will,78,82,WILL,6.8,6.94,0.9990077316761017
17,make,83,87,MAKE,6.98,7.1000000000000005,0.999943196773529
17,people,88,94,PEOPLE,7.140000000000001,7.36,0.9978311061859131
17,think,95,100,THINK,7.44,7.6000000000000005,0.9998809456825256
17,you,101,104,YOU,7.7,7.78,0.9950100183486938
17,turned,105,111,TURNED,7.84,8.040000000000001,0.9182881191372871
17,into,112,116,INTO,8.08,8.2,0.9764100432395935
17,a,117,118,A,8.24,8.26,0.993919849395752
17,design,119,125,DESIGN,8.3,8.64,0.928820822920118
17,guru.,126,131,GURU,8.74,9.02,0.6658157559577376
18,-And,0,4,AND,0.56,0.64,0.8838777840137482
18,in,5,7,IN,0.72,0.76,0.9958390593528748
18,Denmark,8,15,DENMARK,0.8200000000000001,1.2,0.8485934734344482
18,-,16,17,,,,
18,the,18,21,THE,1.58,1.6600000000000001,0.94063700735569
18,first,22,27,FIRST,1.72,1.94,0.9998643142836434
18,Baltic,28,34,BALTIC,2.0,2.36,0.8661283680370876
18,Cod,35,38,COD,2.46,2.72,0.9543397625287374
18,fishery,39,46,FISHERY,2.82,3.24,0.9553663347448621
18,has,47,50,HAS,3.66,3.7600000000000002,0.9921135505040487
18,been,51,55,BEEN,3.8200000000000003,3.96,0.9929099917411804
18,MSC,56,59,MSC,4.1,4.32,0.6516856809612364
18,–,60,61,,,,
18,certified,62,71,CERTIFIED,4.5200000000000005,5.08,0.7735895649953322
18,"-Meanwhile,",72,83,MEANWHILE,6.34,6.82,0.9871705662120472
18,the,84,87,THE,7.140000000000001,7.24,0.9960818529129029
18,Faeroese,88,96,FAEROESE,7.3,7.74,0.5017778561989623
18,Mackerel,97,105,MACKEREL,7.82,8.16,0.6798645760864019
18,Fishery,106,113,FISHERY,8.24,8.58,0.8861172418627474
18,has,114,117,HAS,8.68,8.76,0.9836833278338114
18,been,118,122,BEEN,8.84,8.98,0.9955558776855469
18,denied,123,129,DENIED,9.02,9.42,0.963155671954155
18,MSC,130,133,MSC,9.52,9.76,0.21268674234549204
18,certification,134,147,CERTIFICATION,9.94,10.64,0.7326204490537445
18,based,148,153,BASED,11.120000000000001,11.38,0.9966465830802917
18,on,154,156,ON,11.46,11.5,0.9997927844524384
18,the,157,160,THE,11.56,11.620000000000001,0.9986327687899271
18,fact,161,165,FACT,11.66,11.88,0.9801533903394427
18,that,166,170,THAT,11.92,12.040000000000001,0.9802578488985697
18,the,171,174,THE,12.06,12.120000000000001,0.9904677867889404
18,fishery,175,182,FISHERY,12.18,12.540000000000001,0.9450822532176971
18,has,183,186,HAS,12.58,12.68,0.5892057120800018
18,failed,187,193,FAILED,12.780000000000001,13.08,0.9535046560423714
18,to,194,196,TO,13.120000000000001,13.18,0.960245668888092
18,reach,197,202,REACH,13.26,13.46,0.9727550248305002
18,an,203,205,AN,13.52,13.56,0.9885886907577515
18,agreement,206,215,AGREEMENT,13.620000000000001,14.040000000000001,0.949813187122345
18,on,216,218,ON,14.68,14.72,0.9987302422523499
18,mackerel,219,227,MACKEREL,14.8,15.200000000000001,0.6918723322451115
18,quotas,228,234,QUOTAS,15.3,15.72,0.6829086591800054
18,with,235,239,WITH,15.96,16.1,0.9235778003931046
18,Norway,240,246,NORWAY,16.580000000000002,16.98,0.9146555066108704
18,and,247,250,AND,17.1,17.18,0.8942045867443085
18,the,251,254,THE,17.2,17.26,0.9239072203636169
18,European,255,263,EUROPEAN,17.34,17.72,0.9322600089586698
18,Union.,264,270,UNION,17.84,18.06,0.9968484997749328
19,People,0,6,PEOPLE,0.52,0.72,0.9991766313711802
19,are,7,10,ARE,0.76,0.84,0.9294503033161163
19,surprisingly,11,23,SURPRISINGLY,0.96,1.7,0.9950112517063434
19,forgiving,24,33,FORGIVING,1.8,2.22,0.9968683394518766
19,brands,34,40,BRANDS,2.36,2.74,0.9959078686577933
19,when,41,45,WHEN,2.82,2.94,0.9864231586456299
19,they,46,50,THEY,2.98,3.1,0.9814751744270325
19,own,51,54,OWN,3.3000000000000003,3.42,0.9975675106048584
19,up,55,57,UP,3.6,3.68,0.839622974395752
19,to,58,60,TO,3.7600000000000002,3.84,0.9988370537757874
19,"mistakes,",61,70,MISTAKES,3.9,4.4,0.9725141796198759
19,and,71,74,AND,5.2,5.26,0.9936164220174154
19,unfortunately,75,88,UNFORTUNATELY,5.34,6.0600000000000005,0.9702913492918015
19,some,89,93,SOME,6.140000000000001,6.3,0.931608510017395
19,haters,94,100,HATERS,6.38,6.74,0.9902196303009987
19,out,101,104,OUT,6.82,6.92,0.9721115678548813
19,there,105,110,THERE,6.98,7.140000000000001,0.8629415214061738
19,love,111,115,LOVE,7.6000000000000005,7.82,0.9928525686264038
19,to,116,118,TO,8.06,8.14,0.9997791945934296
19,point,119,124,POINT,8.2,8.4,0.9992611606915792
19,fingers,125,132,FINGERS,8.5,8.88,0.9732257843017578
19,and,133,136,AND,9.0,9.08,0.9995664556821188
19,jump,137,141,JUMP,9.16,9.32,0.9999583661556244
