file_id,sample_id,polarity,intensity,predicted_class_probability,primary_modality,modality_effects_json,top_evidence_json,raw_text,time_mapping_status
11,11,Negative,-1.1089237928390503,0.9467945098876953,text,"{""text"": {""class_probability_delta"": 0.6881115138530731, ""intensity_delta"": -0.9682929962873459, ""candidate_gate_time"": 0.8674656748771667, ""observed_positions"": 14, ""relative_influence"": 0.965508519039939}, ""audio"": {""class_probability_delta"": -0.004289090633392334, ""intensity_delta"": -0.005040764808654785, ""candidate_gate_time"": 0.0742776021361351, ""observed_positions"": 14, ""relative_influence"": 0.0060181430801620524}, ""vision"": {""class_probability_delta"": 0.02029275894165039, ""intensity_delta"": -0.1066436767578125, ""candidate_gate_time"": 0.058256734162569046, ""observed_positions"": 14, ""relative_influence"": 0.028473337879898992}}","[{""modality"": ""text"", ""position_0based"": 3, ""class_probability_delta"": 0.04518258571624756, ""intensity_delta"": -0.20350974798202515, ""candidate_gate_time"": 0.17414291203022003, ""text_char_start"": 8, ""text_char_end"": 10, ""text_fragment"": ""be"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 4, ""class_probability_delta"": 0.02758181095123291, ""intensity_delta"": -0.1689571738243103, ""candidate_gate_time"": 0.16743767261505127, ""text_char_start"": 11, ""text_char_end"": 18, ""text_fragment"": ""ashamed"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 2, ""class_probability_delta"": 0.015489399433135986, ""intensity_delta"": -0.04548025131225586, ""candidate_gate_time"": 0.18536917865276337, ""text_char_start"": 2, ""text_char_end"": 7, ""text_fragment"": ""would"", ""candidate_top1"": true}, {""modality"": ""text"", ""position_0based"": 6, ""class_probability_delta"": 0.009949147701263428, ""intensity_delta"": -0.06367957592010498, ""candidate_gate_time"": 0.07507782429456711, ""text_char_start"": 22, ""text_char_end"": 26, ""text_fragment"": ""have"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 5, ""class_probability_delta"": 0.004514098167419434, ""intensity_delta"": -0.01603388786315918, ""candidate_gate_time"": 0.08002255111932755, ""text_char_start"": 19, ""text_char_end"": 21, ""text_fragment"": ""to"", ""candidate_top1"": false}]",I would be ashamed to have made this film if I was a director,aligned_position_only_seconds_unverified
12,12,Negative,-0.8011341691017151,0.8314486742019653,text,"{""text"": {""class_probability_delta"": 0.6072861850261688, ""intensity_delta"": -0.6733534187078476, ""candidate_gate_time"": 0.6518726944923401, ""observed_positions"": 42, ""relative_influence"": 0.8684993691841435}, ""audio"": {""class_probability_delta"": -0.030692100524902344, ""intensity_delta"": 0.06804049015045166, ""candidate_gate_time"": 0.20054619014263153, ""observed_positions"": 42, ""relative_influence"": 0.043893753228826306}, ""vision"": {""class_probability_delta"": 0.061257898807525635, ""intensity_delta"": -0.15643459558486938, ""candidate_gate_time"": 0.1475810557603836, ""observed_positions"": 42, ""relative_influence"": 0.08760687758703015}}","[{""modality"": ""text"", ""position_0based"": 41, ""class_probability_delta"": 0.09287810325622559, ""intensity_delta"": -0.19764649868011475, ""candidate_gate_time"": 0.10301312059164047, ""text_char_start"": 182, ""text_char_end"": 185, ""text_fragment"": ""low"", ""candidate_top1"": true}, {""modality"": ""text"", ""position_0based"": 40, ""class_probability_delta"": 0.03334778547286987, ""intensity_delta"": -0.06483083963394165, ""candidate_gate_time"": 0.05207440257072449, ""text_char_start"": 177, ""text_char_end"": 181, ""text_fragment"": ""very"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 34, ""class_probability_delta"": 0.017187416553497314, ""intensity_delta"": -0.044640541076660156, ""candidate_gate_time"": 0.02385600097477436, ""text_char_start"": 151, ""text_char_end"": 154, ""text_fragment"": ""sag"", ""candidate_top1"": false}, {""modality"": ""vision"", ""position_0based"": 41, ""class_probability_delta"": 0.016200780868530273, ""intensity_delta"": -0.04143911600112915, ""candidate_gate_time"": 0.004022909328341484, ""text_char_start"": 182, ""text_char_end"": 185, ""text_fragment"": ""low"", ""candidate_top1"": false}, {""modality"": ""audio"", ""position_0based"": 41, ""class_probability_delta"": -0.015582084655761719, ""intensity_delta"": 0.04344308376312256, ""candidate_gate_time"": 0.004335360135883093, ""text_char_start"": 182, ""text_char_end"": 185, ""text_fragment"": ""low"", ""candidate_top1"": false}]","Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",aligned_position_only_seconds_unverified
13,13,Neutral,0.21254034340381622,0.60337895154953,text,"{""text"": {""class_probability_delta"": -0.06411188840866089, ""intensity_delta"": 0.18762730062007904, ""candidate_gate_time"": 0.5400376319885254, ""observed_positions"": 30, ""relative_influence"": 0.5510879645047417}, ""audio"": {""class_probability_delta"": -0.05222505331039429, ""intensity_delta"": -0.09695152938365936, ""candidate_gate_time"": 0.459962397813797, ""observed_positions"": 30, ""relative_influence"": 0.44891203549525827}, ""vision"": {""class_probability_delta"": 0.0, ""intensity_delta"": 0.0, ""candidate_gate_time"": 0.0, ""observed_positions"": 0, ""relative_influence"": 0.0}}","[{""modality"": ""text"", ""position_0based"": 24, ""class_probability_delta"": -0.0148848295211792, ""intensity_delta"": 0.014686182141304016, ""candidate_gate_time"": 0.025992676615715027, ""text_char_start"": 102, ""text_char_end"": 104, ""text_fragment"": ""of"", ""candidate_top1"": true}, {""modality"": ""text"", ""position_0based"": 29, ""class_probability_delta"": -0.01227104663848877, ""intensity_delta"": 0.011289149522781372, ""candidate_gate_time"": 0.022680895403027534, ""text_char_start"": 126, ""text_char_end"": 130, ""text_fragment"": ""more"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 13, ""class_probability_delta"": -0.0114554762840271, ""intensity_delta"": 0.009609818458557129, ""candidate_gate_time"": 0.019821755588054657, ""text_char_start"": 49, ""text_char_end"": 53, ""text_fragment"": ""that"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 25, ""class_probability_delta"": -0.01134878396987915, ""intensity_delta"": 0.011984780430793762, ""candidate_gate_time"": 0.020438848063349724, ""text_char_start"": 105, ""text_char_end"": 108, ""text_fragment"": ""the"", ""candidate_top1"": false}, {""modality"": ""audio"", ""position_0based"": 20, ""class_probability_delta"": -0.011332333087921143, ""intensity_delta"": 0.0036196261644363403, ""candidate_gate_time"": 0.021333985030651093, ""text_char_start"": 73, ""text_char_end"": 85, ""text_fragment"": ""relationship"", ""candidate_top1"": false}]","For example, I could take a set of data and from that data, I can find a relationship between any two of the given factors or more.",aligned_position_only_seconds_unverified
14,14,Positive,0.4156557321548462,0.5231087803840637,vision,"{""text"": {""class_probability_delta"": -0.18359726667404175, ""intensity_delta"": -0.174230694770813, ""candidate_gate_time"": 0.495609849691391, ""observed_positions"": 35, ""relative_influence"": 0.3713843241443499}, ""audio"": {""class_probability_delta"": 0.08211952447891235, ""intensity_delta"": 0.021027803421020508, ""candidate_gate_time"": 0.2424613982439041, ""observed_positions"": 35, ""relative_influence"": 0.16611306175816978}, ""vision"": {""class_probability_delta"": 0.22864243388175964, ""intensity_delta"": 0.21283698081970215, ""candidate_gate_time"": 0.2619287073612213, ""observed_positions"": 35, ""relative_influence"": 0.46250261409748034}}","[{""modality"": ""text"", ""position_0based"": 18, ""class_probability_delta"": -0.018045902252197266, ""intensity_delta"": -0.021413564682006836, ""candidate_gate_time"": 0.01621604710817337, ""text_char_start"": 66, ""text_char_end"": 75, ""text_fragment"": ""Executive"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 19, ""class_probability_delta"": -0.017518937587738037, ""intensity_delta"": -0.020183682441711426, ""candidate_gate_time"": 0.01693147048354149, ""text_char_start"": 76, ""text_char_end"": 84, ""text_fragment"": ""Director"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 11, ""class_probability_delta"": -0.014548242092132568, ""intensity_delta"": -0.012010812759399414, ""candidate_gate_time"": 0.0185123011469841, ""text_char_start"": 35, ""text_char_end"": 42, ""text_fragment"": ""Vettese"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 12, ""class_probability_delta"": -0.013750314712524414, ""intensity_delta"": -0.014132142066955566, ""candidate_gate_time"": 0.013700619339942932, ""text_char_start"": 35, ""text_char_end"": 42, ""text_fragment"": ""Vettese"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 2, ""class_probability_delta"": -0.013393521308898926, ""intensity_delta"": -0.01426708698272705, ""candidate_gate_time"": 0.017275743186473846, ""text_char_start"": 3, ""text_char_end"": 5, ""text_fragment"": ""is"", ""candidate_top1"": false}]",He is the co-founder of Rossen and Vettese Limited and the former Executive Director of Uniform Final Examination (UFE) courses at Toronto's York University.,aligned_position_only_seconds_unverified
15,15,Positive,0.8443541526794434,0.8762207627296448,text,"{""text"": {""class_probability_delta"": 0.21674716472625732, ""intensity_delta"": 0.3532438278198242, ""candidate_gate_time"": 0.5807509422302246, ""observed_positions"": 21, ""relative_influence"": 0.7893460829904215}, ""audio"": {""class_probability_delta"": 0.04273909330368042, ""intensity_delta"": 0.08284658193588257, ""candidate_gate_time"": 0.1910264492034912, ""observed_positions"": 21, ""relative_influence"": 0.15564649222715038}, ""vision"": {""class_probability_delta"": -0.015104532241821289, ""intensity_delta"": -0.06196331977844238, ""candidate_gate_time"": 0.22822265326976776, ""observed_positions"": 21, ""relative_influence"": 0.05500742478242815}}","[{""modality"": ""text"", ""position_0based"": 20, ""class_probability_delta"": 0.025063633918762207, ""intensity_delta"": 0.054566144943237305, ""candidate_gate_time"": 0.03730039298534393, ""text_char_start"": 102, ""text_char_end"": 111, ""text_fragment"": ""transform"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 19, ""class_probability_delta"": 0.02140885591506958, ""intensity_delta"": 0.04953789710998535, ""candidate_gate_time"": 0.04057367891073227, ""text_char_start"": 99, ""text_char_end"": 101, ""text_fragment"": ""to"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 15, ""class_probability_delta"": 0.01739799976348877, ""intensity_delta"": 0.04372328519821167, ""candidate_gate_time"": 0.052288662642240524, ""text_char_start"": 77, ""text_char_end"": 85, ""text_fragment"": ""believed"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 16, ""class_probability_delta"": 0.009854137897491455, ""intensity_delta"": 0.02152317762374878, ""candidate_gate_time"": 0.021634921431541443, ""text_char_start"": 86, ""text_char_end"": 88, ""text_fragment"": ""in"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 18, ""class_probability_delta"": 0.009006738662719727, ""intensity_delta"": 0.026894986629486084, ""candidate_gate_time"": 0.03370485082268715, ""text_char_start"": 93, ""text_char_end"": 98, ""text_fragment"": ""power"", ""candidate_top1"": false}]","However, despite their poverty, the family prioritize education because they believed in its power to transform lives",aligned_position_only_seconds_unverified
16,16,Negative,-3.407618522644043,0.9998160004615784,text,"{""text"": {""class_probability_delta"": 0.8063976317644119, ""intensity_delta"": -3.4757591784000397, ""candidate_gate_time"": 0.9849621653556824, ""observed_positions"": 11, ""relative_influence"": 0.9998897314174758}, ""audio"": {""class_probability_delta"": 1.7881393432617188e-06, ""intensity_delta"": -0.0025873184204101562, ""candidate_gate_time"": 0.008177266456186771, ""observed_positions"": 11, ""relative_influence"": 2.217196699547509e-06}, ""vision"": {""class_probability_delta"": 8.71419906616211e-05, ""intensity_delta"": -0.13799071311950684, ""candidate_gate_time"": 0.006860552355647087, ""observed_positions"": 11, ""relative_influence"": 0.00010805138582461527}}","[{""modality"": ""text"", ""position_0based"": 10, ""class_probability_delta"": 0.0005115866661071777, ""intensity_delta"": -0.4939911365509033, ""candidate_gate_time"": 0.5126011967658997, ""text_char_start"": 27, ""text_char_end"": 35, ""text_fragment"": ""terrible"", ""candidate_top1"": true}, {""modality"": ""text"", ""position_0based"": 5, ""class_probability_delta"": 8.869171142578125e-05, ""intensity_delta"": -0.18718934059143066, ""candidate_gate_time"": 0.21813268959522247, ""text_char_start"": 7, ""text_char_end"": 15, ""text_fragment"": ""terrible"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 9, ""class_probability_delta"": 8.809566497802734e-05, ""intensity_delta"": -0.12123584747314453, ""candidate_gate_time"": 0.07257381081581116, ""text_char_start"": 25, ""text_char_end"": 26, ""text_fragment"": ""a"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 11, ""class_probability_delta"": 8.046627044677734e-05, ""intensity_delta"": -0.13417339324951172, ""candidate_gate_time"": 0.019828103482723236, ""text_char_start"": 36, ""text_char_end"": 41, ""text_fragment"": ""movie"", ""candidate_top1"": false}, {""modality"": ""vision"", ""position_0based"": 10, ""class_probability_delta"": 4.887580871582031e-05, ""intensity_delta"": -0.08500075340270996, ""candidate_gate_time"": 0.0013813856057822704, ""text_char_start"": 27, ""text_char_end"": 35, ""text_fragment"": ""terrible"", ""candidate_top1"": false}]","It's a terrible, this is a terrible movie",aligned_position_only_seconds_unverified
17,17,Positive,1.1793819665908813,0.9626432657241821,text,"{""text"": {""class_probability_delta"": 0.6546268463134766, ""intensity_delta"": 1.0845812186598778, ""candidate_gate_time"": 0.6917455792427063, ""observed_positions"": 24, ""relative_influence"": 0.9730417815175844}, ""audio"": {""class_probability_delta"": -0.01394796371459961, ""intensity_delta"": -0.16277408599853516, ""candidate_gate_time"": 0.18134818971157074, ""observed_positions"": 24, ""relative_influence"": 0.020732347806734344}, ""vision"": {""class_probability_delta"": -0.00418853759765625, ""intensity_delta"": -0.06224370002746582, ""candidate_gate_time"": 0.1269061416387558, ""observed_positions"": 24, ""relative_influence"": 0.0062258706756813265}}","[{""modality"": ""text"", ""position_0based"": 14, ""class_probability_delta"": 0.015088796615600586, ""intensity_delta"": 0.09151148796081543, ""candidate_gate_time"": 0.06012723222374916, ""text_char_start"": 78, ""text_char_end"": 82, ""text_fragment"": ""will"", ""candidate_top1"": true}, {""modality"": ""text"", ""position_0based"": 13, ""class_probability_delta"": 0.011275649070739746, ""intensity_delta"": 0.074554443359375, ""candidate_gate_time"": 0.038413118571043015, ""text_char_start"": 74, ""text_char_end"": 77, ""text_fragment"": ""and"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 12, ""class_probability_delta"": 0.009720981121063232, ""intensity_delta"": 0.06092500686645508, ""candidate_gate_time"": 0.049598097801208496, ""text_char_start"": 69, ""text_char_end"": 73, ""text_fragment"": ""easy"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 9, ""class_probability_delta"": 0.00903463363647461, ""intensity_delta"": 0.05458521842956543, ""candidate_gate_time"": 0.034085385501384735, ""text_char_start"": 58, ""text_char_end"": 60, ""text_fragment"": ""is"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 10, ""class_probability_delta"": 0.008338630199432373, ""intensity_delta"": 0.05378460884094238, ""candidate_gate_time"": 0.056846484541893005, ""text_char_start"": 61, ""text_char_end"": 67, ""text_fragment"": ""simple"", ""candidate_top1"": false}]","Applying these four design concepts to your presentations is simple, easy and will make people think you turned into a design guru.",aligned_position_only_seconds_unverified
18,18,Negative,-0.3965313732624054,0.5137630701065063,text,"{""text"": {""class_probability_delta"": 0.31154270470142365, ""intensity_delta"": -0.4377366341650486, ""candidate_gate_time"": 0.6179619431495667, ""observed_positions"": 48, ""relative_influence"": 0.6096939914457337}, ""audio"": {""class_probability_delta"": -0.017329692840576172, ""intensity_delta"": 0.09177514910697937, ""candidate_gate_time"": 0.2045363187789917, ""observed_positions"": 48, ""relative_influence"": 0.033914482474001445}, ""vision"": {""class_probability_delta"": 0.18210968375205994, ""intensity_delta"": -0.1447572410106659, ""candidate_gate_time"": 0.17750173807144165, ""observed_positions"": 48, ""relative_influence"": 0.3563915260802649}}","[{""modality"": ""text"", ""position_0based"": 29, ""class_probability_delta"": 0.09668189287185669, ""intensity_delta"": -0.10340061783790588, ""candidate_gate_time"": 0.06468074768781662, ""text_char_start"": 123, ""text_char_end"": 129, ""text_fragment"": ""denied"", ""candidate_top1"": true}, {""modality"": ""text"", ""position_0based"": 40, ""class_probability_delta"": 0.06628382205963135, ""intensity_delta"": -0.07928910851478577, ""candidate_gate_time"": 0.03660350665450096, ""text_char_start"": 187, ""text_char_end"": 193, ""text_fragment"": ""failed"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 32, ""class_probability_delta"": 0.029702603816986084, ""intensity_delta"": -0.04105174541473389, ""candidate_gate_time"": 0.02516729198396206, ""text_char_start"": 148, ""text_char_end"": 153, ""text_fragment"": ""based"", ""candidate_top1"": false}, {""modality"": ""audio"", ""position_0based"": 29, ""class_probability_delta"": -0.029448211193084717, ""intensity_delta"": 0.03438299894332886, ""candidate_gate_time"": 0.0052754939533770084, ""text_char_start"": 123, ""text_char_end"": 129, ""text_fragment"": ""denied"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 35, ""class_probability_delta"": 0.02596840262413025, ""intensity_delta"": -0.0390494167804718, ""candidate_gate_time"": 0.020066551864147186, ""text_char_start"": 161, ""text_char_end"": 165, ""text_fragment"": ""fact"", ""candidate_top1"": false}]","-And in Denmark - the first Baltic Cod fishery has been MSC – certified -Meanwhile, the Faeroese Mackerel Fishery has been denied MSC certification based on the fact that the fishery has failed to reach an agreement on mackerel quotas with Norway and the European Union.",aligned_position_only_seconds_unverified
19,19,Positive,0.2831111550331116,0.5948919057846069,vision,"{""text"": {""class_probability_delta"": -0.006651401519775391, ""intensity_delta"": -0.16774526238441467, ""candidate_gate_time"": 0.701921284198761, ""observed_positions"": 39, ""relative_influence"": 0.109344961050414}, ""audio"": {""class_probability_delta"": 0.01692885160446167, ""intensity_delta"": 0.01239842176437378, ""candidate_gate_time"": 0.158661350607872, ""observed_positions"": 39, ""relative_influence"": 0.2782999363088531}, ""vision"": {""class_probability_delta"": -0.03724926710128784, ""intensity_delta"": -0.05496659874916077, ""candidate_gate_time"": 0.13941733539104462, ""observed_positions"": 39, ""relative_influence"": 0.6123551026407329}}","[{""modality"": ""text"", ""position_0based"": 3, ""class_probability_delta"": 0.2281149923801422, ""intensity_delta"": 0.32923177257180214, ""candidate_gate_time"": 0.10759646445512772, ""text_char_start"": 11, ""text_char_end"": 23, ""text_fragment"": ""surprisingly"", ""candidate_top1"": true}, {""modality"": ""text"", ""position_0based"": 17, ""class_probability_delta"": -0.12510478496551514, ""intensity_delta"": -0.23314106464385986, ""candidate_gate_time"": 0.0914061963558197, ""text_char_start"": 94, ""text_char_end"": 100, ""text_fragment"": ""haters"", ""candidate_top1"": false}, {""modality"": ""audio"", ""position_0based"": 3, ""class_probability_delta"": -0.0694236159324646, ""intensity_delta"": -0.10377734899520874, ""candidate_gate_time"": 0.008608704432845116, ""text_char_start"": 11, ""text_char_end"": 23, ""text_fragment"": ""surprisingly"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 2, ""class_probability_delta"": 0.06040853261947632, ""intensity_delta"": 0.0882471352815628, ""candidate_gate_time"": 0.020561158657073975, ""text_char_start"": 7, ""text_char_end"": 10, ""text_fragment"": ""are"", ""candidate_top1"": false}, {""modality"": ""audio"", ""position_0based"": 17, ""class_probability_delta"": 0.051550865173339844, ""intensity_delta"": 0.07864914834499359, ""candidate_gate_time"": 0.004886622074991465, ""text_char_start"": 94, ""text_char_end"": 100, ""text_fragment"": ""haters"", ""candidate_top1"": false}]","People are surprisingly forgiving brands when they own up to mistakes, and unfortunately some haters out there love to point fingers and jump all over imperfections, but for the most part, people understand",aligned_position_only_seconds_unverified
20,20,Positive,0.7307454943656921,0.836721658706665,text,"{""text"": {""class_probability_delta"": 0.23041421175003052, ""intensity_delta"": 0.28288397192955017, ""candidate_gate_time"": 0.5316817760467529, ""observed_positions"": 43, ""relative_influence"": 0.8408793397403911}, ""audio"": {""class_probability_delta"": 0.016779959201812744, ""intensity_delta"": -0.027272820472717285, ""candidate_gate_time"": 0.2079075425863266, ""observed_positions"": 43, ""relative_influence"": 0.06123719933472867}, ""vision"": {""class_probability_delta"": 0.026821613311767578, ""intensity_delta"": 0.03235507011413574, ""candidate_gate_time"": 0.26041075587272644, ""observed_positions"": 43, ""relative_influence"": 0.09788346092488029}}","[{""modality"": ""text"", ""position_0based"": 18, ""class_probability_delta"": 0.0152130126953125, ""intensity_delta"": 0.025394678115844727, ""candidate_gate_time"": 0.02585962973535061, ""text_char_start"": 76, ""text_char_end"": 79, ""text_fragment"": ""and"", ""candidate_top1"": true}, {""modality"": ""text"", ""position_0based"": 3, ""class_probability_delta"": 0.0110701322555542, ""intensity_delta"": 0.01575678586959839, ""candidate_gate_time"": 0.022473864257335663, ""text_char_start"": 7, ""text_char_end"": 13, ""text_fragment"": ""course"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 2, ""class_probability_delta"": 0.009539663791656494, ""intensity_delta"": 0.01658076047897339, ""candidate_gate_time"": 0.016280559822916985, ""text_char_start"": 4, ""text_char_end"": 6, ""text_fragment"": ""of"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 38, ""class_probability_delta"": 0.009023010730743408, ""intensity_delta"": 0.014534592628479004, ""candidate_gate_time"": 0.01938575692474842, ""text_char_start"": 151, ""text_char_end"": 154, ""text_fragment"": ""end"", ""candidate_top1"": false}, {""modality"": ""text"", ""position_0based"": 23, ""class_probability_delta"": 0.008434057235717773, ""intensity_delta"": 0.012143313884735107, ""candidate_gate_time"": 0.017727209255099297, ""text_char_start"": 91, ""text_char_end"": 95, ""text_fragment"": ""more"", ""candidate_top1"": false}]","And of course, click in the link of the description of this video for more, and we'll have more live updates and a stock market video (wrap-up) at the end of the day today.",aligned_position_only_seconds_unverified
