file_id,sample_id,modality,position_0based,candidate_gate_time,candidate_top1,class_probability_delta,intensity_delta,text_char_start,text_char_end,text_fragment
01,01,audio,14,0.007191921584308147,False,0.006819695234298706,0.0034144222736358643,88,91,the
01,01,audio,6,0.00869694259017706,False,0.006359279155731201,0.0009036362171173096,37,46,replacing
01,01,vision,3,0.019370293244719505,False,-0.005829453468322754,-0.014005899429321289,16,20,wear
01,01,audio,10,0.004182328004390001,False,0.005750119686126709,0.0015264451503753662,63,65,is
01,01,audio,21,0.00794712919741869,False,0.005732029676437378,0.0009940564632415771,117,124,mileage
01,01,audio,12,0.00477456022053957,False,0.005678534507751465,0.001367419958114624,76,78,to
01,01,text,9,0.02179802395403385,False,-0.005584627389907837,-0.0020888149738311768,58,62,belt
01,01,audio,13,0.004410543944686651,False,0.005529969930648804,0.0012693703174591064,79,87,ensuring
01,01,text,18,0.028635814785957336,False,0.005113512277603149,0.005313843488693237,110,112,to
01,01,vision,2,0.021617894992232323,False,-0.004590630531311035,-0.011355072259902954,10,15,these
01,01,text,16,0.03210420534014702,False,0.004318416118621826,0.007069140672683716,96,100,belt
01,01,text,14,0.01752370409667492,False,0.003979623317718506,0.007084190845489502,88,91,the
01,01,vision,5,0.016744693741202354,False,-0.003938406705856323,-0.007909983396530151,32,36,when
01,01,text,7,0.02119002491235733,False,-0.0038163363933563232,0.0022094249725341797,47,50,the
01,01,audio,20,0.008784725330770016,False,0.0037565529346466064,0.00014272332191467285,117,124,mileage
01,01,text,20,0.01187608577311039,False,0.003484874963760376,0.005021393299102783,117,124,mileage
01,01,vision,6,0.015134693123400211,False,-0.00324973464012146,-0.0076220035552978516,37,46,replacing
01,01,text,12,0.02012031152844429,False,0.00319710373878479,0.005963325500488281,76,78,to
01,01,vision,8,0.016476809978485107,False,-0.0031377673149108887,-0.009325355291366577,51,57,timing
01,01,text,6,0.01932191476225853,False,0.0020586252212524414,0.0025020837783813477,37,46,replacing
01,01,vision,1,0.015096967108547688,False,-0.0020366311073303223,-0.006169050931930542,0,9,Replacing
01,01,vision,7,0.015147898346185684,False,-0.001998335123062134,-0.007772952318191528,47,50,the
01,01,text,17,0.024112185463309288,False,0.0019219517707824707,0.003048628568649292,101,109,performs
01,01,vision,11,0.008663871325552464,False,-0.0018535256385803223,-0.005697488784790039,66,75,essential
01,01,vision,10,0.007476383354514837,False,-0.0018438994884490967,-0.0043201744556427,63,65,is
01,01,vision,12,0.006665836554020643,False,-0.0018128752708435059,-0.005019158124923706,76,78,to
01,01,vision,13,0.005562235601246357,False,-0.0012801587581634521,-0.0037968456745147705,79,87,ensuring
01,01,vision,22,0.017936041578650475,False,0.0012302994728088379,-0.0020620524883270264,125,137,requirements
01,01,text,11,0.022950712591409683,False,-0.0010669529438018799,0.0020924508571624756,66,75,essential
01,01,vision,9,0.015547280199825764,False,-0.0009660720825195312,-0.005139857530593872,58,62,belt
01,01,vision,21,0.014002541080117226,False,0.0008134841918945312,-0.0018762648105621338,117,124,mileage
01,01,vision,18,0.014691977761685848,False,-0.0007923245429992676,-0.004687696695327759,110,112,to
01,01,vision,19,0.01600894331932068,False,0.0007193684577941895,-0.002237766981124878,113,116,its
01,01,vision,16,0.02550640143454075,True,0.0007125139236450195,-0.005582094192504883,96,100,belt
01,01,vision,15,0.012138710357248783,False,-0.0006944239139556885,-0.0044699013233184814,92,95,new
01,01,vision,17,0.018236897885799408,False,0.0006749927997589111,-0.003519028425216675,101,109,performs
01,01,text,1,0.012879373505711555,False,0.0005269944667816162,-0.001414269208908081,0,9,Replacing
01,01,text,19,0.014111931435763836,False,-0.0005146563053131104,0.0019227564334869385,113,116,its
01,01,text,2,0.019444895908236504,False,-0.00042110681533813477,-0.0007161796092987061,10,15,these
01,01,vision,20,0.015478353947401047,False,0.0003611743450164795,-0.001970231533050537,117,124,mileage
01,01,text,10,0.016619540750980377,False,0.0003319978713989258,0.005357861518859863,63,65,is
01,01,vision,14,0.010422387160360813,False,0.0003266632556915283,-0.002823442220687866,88,91,the
01,01,text,8,0.017765197902917862,False,0.00021833181381225586,0.004244059324264526,51,57,timing
01,01,text,21,0.016682567074894905,False,-0.00011554360389709473,0.0034943222999572754,117,124,mileage
02,02,text,18,0.0720389187335968,False,-0.11447995901107788,-0.18239837884902954,64,70,misery
02,02,text,3,0.11794410645961761,True,0.11068278551101685,0.1518111675977707,8,10,to
02,02,text,2,0.0736669972538948,False,0.06959199905395508,0.08752276748418808,3,7,want
02,02,audio,18,0.009788663126528263,False,0.06443533301353455,0.08710595220327377,64,70,misery
02,02,text,4,0.07278753817081451,False,0.05493101477622986,0.07166090607643127,11,15,live
02,02,text,10,0.04435353726148605,False,0.04829299449920654,0.07174070179462433,32,41,happiness
02,02,text,9,0.03263360634446144,False,0.03827577829360962,0.0493699312210083,30,31,s
02,02,text,5,0.041858647018671036,False,0.030559122562408447,0.037609100341796875,16,18,by
02,02,vision,18,0.010410446673631668,False,-0.024636805057525635,-0.039511457085609436,64,70,misery
02,02,vision,17,0.008377110585570335,False,-0.0207594633102417,-0.03163808584213257,62,63,s
02,02,text,11,0.01316548977047205,False,0.020580142736434937,0.030438944697380066,42,43,-
02,02,vision,3,0.012399470433592796,True,-0.01524442434310913,-0.024331554770469666,8,10,to
02,02,vision,19,0.0068274447694420815,False,-0.01448976993560791,-0.022428348660469055,70,71,.
02,02,text,6,0.01705765724182129,False,0.014387965202331543,0.02035781741142273,19,23,each
02,02,vision,12,0.008126595988869667,False,-0.014018118381500244,-0.020592570304870605,44,47,not
02,02,audio,12,0.008582954294979572,False,0.013882309198379517,0.015717625617980957,44,47,not
02,02,vision,2,0.012171007692813873,False,-0.013328850269317627,-0.02148507535457611,3,7,want
02,02,vision,13,0.008772075176239014,False,-0.013041913509368896,-0.020723283290863037,48,50,by
02,02,text,8,0.01088056992739439,False,0.012402266263961792,0.016895383596420288,29,30,’
02,02,text,14,0.016886116936802864,False,0.012084007263183594,0.01738734543323517,51,55,each
02,02,vision,5,0.010614273138344288,False,-0.011733531951904297,-0.018792539834976196,16,18,by
02,02,audio,17,0.009280353784561157,False,0.011520296335220337,0.015176504850387573,62,63,s
02,02,vision,10,0.009633190929889679,False,-0.010641813278198242,-0.016217052936553955,32,41,happiness
02,02,vision,14,0.006634160410612822,False,-0.010353565216064453,-0.01608860492706299,51,55,each
02,02,vision,16,0.007665965240448713,False,-0.01017618179321289,-0.015431851148605347,61,62,’
02,02,vision,4,0.010877668857574463,False,-0.010010719299316406,-0.016976118087768555,11,15,live
02,02,audio,4,0.011805691756308079,False,0.009491980075836182,0.003396332263946533,11,15,live
02,02,vision,11,0.005852992180734873,False,-0.008891761302947998,-0.012056231498718262,42,43,-
02,02,audio,13,0.008851316757500172,False,0.008362293243408203,0.009660616517066956,48,50,by
02,02,text,7,0.014926855452358723,False,0.00831139087677002,0.01182769238948822,24,29,other
02,02,text,17,0.025836508721113205,False,-0.007932543754577637,-0.0149603933095932,62,63,s
02,02,vision,15,0.006901836488395929,False,-0.007312357425689697,-0.010612308979034424,56,61,other
02,02,text,1,0.008566777221858501,False,0.007295727729797363,0.00981450080871582,0,2,We
02,02,text,16,0.011605287902057171,False,0.0071343183517456055,0.011191025376319885,61,62,’
02,02,audio,2,0.011357252486050129,False,0.006885707378387451,0.0011711716651916504,3,7,want
02,02,audio,3,0.012117448262870312,False,0.006722569465637207,-0.005360648036003113,8,10,to
02,02,vision,8,0.007019765209406614,False,-0.0061299800872802734,-0.0098876953125,29,30,’
02,02,vision,9,0.006856219377368689,False,-0.005917727947235107,-0.01001693308353424,30,31,s
02,02,vision,6,0.005831574555486441,False,-0.005672574043273926,-0.009181588888168335,19,23,each
02,02,audio,15,0.007646011654287577,False,0.005207657814025879,0.005178704857826233,56,61,other
02,02,vision,7,0.0066644842736423016,False,-0.005203664302825928,-0.00869789719581604,24,29,other
02,02,vision,1,0.006601535715162754,False,-0.004619181156158447,-0.006976887583732605,0,2,We
02,02,audio,1,0.006164064630866051,False,0.004172265529632568,0.003982037305831909,0,2,We
02,02,audio,14,0.004956675693392754,False,0.003517746925354004,0.0014684051275253296,51,55,each
02,02,audio,7,0.0072345128282904625,False,0.003405272960662842,0.0027025043964385986,24,29,other
02,02,audio,5,0.012472656555473804,True,0.003244936466217041,-0.001854240894317627,16,18,by
02,02,audio,6,0.006423021666705608,False,0.0030959248542785645,0.0007023662328720093,19,23,each
02,02,audio,10,0.009686646983027458,False,-0.0024250149726867676,-0.010559812188148499,32,41,happiness
02,02,text,13,0.03787871077656746,False,0.001990020275115967,-0.004981383681297302,48,50,by
02,02,audio,9,0.007442648988217115,False,0.0013911724090576172,-0.0009780675172805786,30,31,s
02,02,audio,11,0.006934044882655144,False,0.0013295412063598633,0.00031489133834838867,42,43,-
02,02,audio,19,0.00641966424882412,False,-0.0012194514274597168,-0.002764597535133362,70,71,.
02,02,text,12,0.04473921284079552,False,0.0009705424308776855,-0.0028288960456848145,44,47,not
02,02,audio,16,0.008492531254887581,False,0.0008203983306884766,-0.0008561313152313232,61,62,’
02,02,audio,8,0.007620181422680616,False,0.0007827877998352051,-0.00012359023094177246,29,30,’
02,02,text,15,0.015247647650539875,False,0.00034350156784057617,0.0011346042156219482,56,61,other
02,02,text,19,0.006411708891391754,False,-0.00029200315475463867,-0.0020854026079177856,70,71,.
03,03,text,20,0.04015735164284706,True,0.04601556062698364,-0.06163627654314041,72,73,t
03,03,text,28,0.02509595826268196,False,0.036463797092437744,-0.04589572548866272,112,116,take
03,03,text,21,0.015542012639343739,False,0.02775898575782776,-0.03529278188943863,74,78,take
03,03,text,31,0.019315864890813828,False,0.027364403009414673,-0.039648979902267456,130,134,into
03,03,text,24,0.015479075722396374,False,0.021282434463500977,-0.029777273535728455,93,97,into
03,03,text,29,0.038497716188430786,False,0.0211184024810791,-0.02207496017217636,117,123,rental
03,03,text,3,0.023324716836214066,False,0.01894932985305786,-0.03345414996147156,6,7,s
03,03,text,14,0.019429843872785568,False,0.014558613300323486,-0.023711875081062317,50,54,just
03,03,text,22,0.038516562432050705,False,0.013457924127578735,-0.009508371353149414,79,85,rental
03,03,text,9,0.01135202031582594,False,0.012794166803359985,-0.016781091690063477,26,32,moment
03,03,audio,20,0.007976565510034561,False,-0.012714892625808716,0.02202180027961731,72,73,t
03,03,text,30,0.010051451623439789,False,0.01252850890159607,-0.020125672221183777,124,129,yield
03,03,text,10,0.017383050173521042,False,0.01051601767539978,-0.01672402024269104,33,38,which
03,03,text,12,0.03177182748913765,False,0.010005563497543335,-0.004648968577384949,41,46,think
03,03,text,25,0.012718362733721733,False,0.009827882051467896,-0.015583798289299011,98,105,account
03,03,text,18,0.013665340840816498,False,0.009180188179016113,-0.01211443543434143,68,71,don
03,03,text,32,0.015494318678975105,False,0.009072035551071167,-0.015484780073165894,135,142,account
03,03,vision,20,0.008180633187294006,False,0.008085072040557861,-0.010205507278442383,72,73,t
03,03,vision,22,0.009502222761511803,False,0.007877051830291748,-0.009011149406433105,79,85,rental
03,03,vision,29,0.01104258093982935,False,0.0076302289962768555,-0.006467834115028381,117,123,rental
03,03,text,4,0.021220577880740166,False,0.00741693377494812,-0.02190384268760681,8,11,one
03,03,text,6,0.009779379703104496,False,0.0071596503257751465,-0.014819540083408356,12,18,lender
03,03,vision,23,0.006639887113124132,False,0.006860017776489258,-0.00641205906867981,86,92,income
03,03,text,2,0.0165565088391304,False,0.006669878959655762,-0.01331368088722229,5,6,'
03,03,text,23,0.014198941178619862,False,0.0065035223960876465,-0.008444711565971375,86,92,income
03,03,audio,28,0.0051285321824252605,False,-0.006285816431045532,0.012105017900466919,112,116,take
03,03,audio,31,0.004523209761828184,False,-0.0059652626514434814,0.010447904467582703,130,134,into
03,03,text,27,0.010908640921115875,False,0.0057083070278167725,-0.006966441869735718,107,111,they
03,03,audio,3,0.005556805990636349,False,-0.0056310296058654785,0.011020958423614502,6,7,s
03,03,vision,13,0.00420150812715292,False,0.005523025989532471,-0.007220812141895294,47,49,is
03,03,vision,12,0.007167450617998838,False,0.0054405927658081055,-0.007298305630683899,41,46,think
03,03,text,11,0.017535489052534103,False,0.005292326211929321,-0.011431664228439331,39,40,I
03,03,vision,19,0.009088302962481976,False,0.005262225866317749,-0.007136896252632141,71,72,'
03,03,text,15,0.009333239868283272,False,-0.0051840245723724365,0.005972176790237427,55,63,Bankwest
03,03,text,13,0.016502398997545242,False,0.0048105716705322266,-0.00951811671257019,47,49,is
03,03,text,26,0.009852079674601555,False,0.0045735836029052734,-0.006082668900489807,105,106,","
03,03,vision,11,0.005337238777428865,False,0.004093825817108154,-0.003913745284080505,39,40,I
03,03,vision,14,0.0031610620208084583,False,0.004024535417556763,-0.006645284593105316,50,54,just
03,03,audio,6,0.00685821333900094,False,-0.003916352987289429,0.006648659706115723,12,18,lender
03,03,audio,14,0.00297656306065619,False,-0.003908604383468628,0.00691591203212738,50,54,just
03,03,audio,9,0.004497995600104332,False,-0.0035358667373657227,0.006187409162521362,26,32,moment
03,03,audio,4,0.007672651670873165,False,-0.003523200750350952,0.008802354335784912,8,11,one
03,03,audio,18,0.007812708616256714,False,-0.003428131341934204,0.007428884506225586,68,71,don
03,03,vision,24,0.005909577012062073,False,0.003231346607208252,-0.0028551071882247925,93,97,into
03,03,audio,24,0.003047748701646924,False,-0.0031467974185943604,0.006033211946487427,93,97,into
03,03,text,7,0.009090356528759003,False,0.003049790859222412,-0.006186753511428833,19,21,at
03,03,vision,10,0.006474037654697895,False,0.003001600503921509,-0.003184288740158081,33,38,which
03,03,vision,30,0.009207488968968391,False,0.0029962360858917236,1.7292797565460205e-05,124,129,yield
03,03,vision,15,0.005249261390417814,False,0.0029819607734680176,-0.004670284688472748,55,63,Bankwest
03,03,audio,12,0.005358628463000059,False,-0.002869546413421631,0.0058280229568481445,41,46,think
03,03,text,8,0.011028137989342213,False,0.0027858316898345947,-0.0038178563117980957,22,25,the
03,03,vision,21,0.008333427831530571,False,0.0027634799480438232,-0.0007016509771347046,74,78,take
03,03,audio,21,0.005401487462222576,False,-0.0027233660221099854,0.0059028565883636475,74,78,take
03,03,text,16,0.0078553082421422,False,-0.002483963966369629,0.0032323896884918213,55,63,Bankwest
03,03,vision,9,0.004846260882914066,False,0.0023620426654815674,-0.003205612301826477,26,32,moment
03,03,audio,10,0.006364965811371803,False,-0.00228920578956604,0.0054789334535598755,33,38,which
03,03,vision,31,0.006701631471514702,False,0.0022604763507843018,-0.000841282308101654,130,134,into
03,03,audio,17,0.005385520402342081,False,-0.0021549463272094727,0.004691466689109802,64,67,who
03,03,vision,5,0.008559697307646275,False,0.0020882785320281982,-0.0026638805866241455,12,18,lender
03,03,text,17,0.007582584861665964,False,0.0018683075904846191,-0.0022916793823242188,64,67,who
03,03,text,33,0.00565605191513896,False,0.001785874366760254,-0.004574857652187347,142,143,.
03,03,audio,8,0.00663505494594574,False,-0.0017788112163543701,0.0038450956344604492,22,25,the
03,03,text,1,0.012135136872529984,False,0.0017591118812561035,-0.006744101643562317,0,5,There
03,03,vision,8,0.006806910969316959,False,0.0017495453357696533,-0.0027624890208244324,22,25,the
03,03,vision,26,0.007010259665548801,False,0.001695483922958374,0.0003670603036880493,105,106,","
03,03,audio,7,0.005780104547739029,False,-0.0016554594039916992,0.004435926675796509,19,21,at
03,03,audio,19,0.008861592970788479,True,0.0016454756259918213,0.0014650076627731323,71,72,'
03,03,vision,4,0.008596633560955524,False,0.0016187727451324463,-0.0013561099767684937,8,11,one
03,03,vision,6,0.007145667914301157,False,-0.0016131997108459473,0.003108680248260498,12,18,lender
03,03,vision,16,0.005687124095857143,False,0.001386106014251709,-0.0023392438888549805,55,63,Bankwest
03,03,audio,11,0.0037813743110746145,False,-0.0012039244174957275,0.0046993643045425415,39,40,I
03,03,audio,26,0.001958897802978754,False,0.001187831163406372,-0.0009744316339492798,105,106,","
03,03,vision,33,0.011213534511625767,False,-0.0011317133903503418,0.0027605444192886353,142,143,.
03,03,audio,5,0.008215357549488544,False,-0.0010807514190673828,0.006003051996231079,12,18,lender
03,03,vision,32,0.007013091817498207,False,0.0010752081871032715,-0.00030763447284698486,135,142,account
03,03,audio,30,0.006294926628470421,False,-0.0010499954223632812,0.004319027066230774,124,129,yield
03,03,text,19,0.00461603794246912,False,0.001042395830154419,-0.0024151653051376343,71,72,'
03,03,vision,7,0.006525826640427113,False,-0.001002490520477295,0.0010002702474594116,19,21,at
03,03,vision,3,0.0076973456889390945,False,0.0009933710098266602,-0.0010449141263961792,6,7,s
03,03,vision,2,0.0075251320376992226,False,0.0008734166622161865,-0.0011545419692993164,5,6,'
03,03,audio,2,0.005432481411844492,False,-0.0008633732795715332,0.004501163959503174,5,6,'
03,03,audio,16,0.00373993837274611,False,-0.0008295774459838867,0.00327301025390625,55,63,Bankwest
03,03,audio,27,0.0056821727193892,False,0.0008267462253570557,-0.0007069557905197144,107,111,they
03,03,vision,17,0.006832672283053398,False,0.000802159309387207,-0.0015981793403625488,64,67,who
03,03,audio,23,0.004604241345077753,False,0.0007210969924926758,0.0013319402933120728,86,92,income
03,03,audio,29,0.004180895164608955,False,0.000690460205078125,0.001739501953125,117,123,rental
03,03,audio,13,0.0042019435204565525,False,-0.0006528794765472412,0.0031660497188568115,47,49,is
03,03,vision,1,0.0070243580266833305,False,-0.0006101131439208984,0.001265600323677063,0,5,There
03,03,vision,28,0.014974572695791721,False,-0.0005742013454437256,0.003597438335418701,112,116,take
03,03,audio,25,0.0026893573813140392,False,0.0005335509777069092,0.0007050931453704834,98,105,account
03,03,text,5,0.029935333877801895,False,0.0005164146423339844,-0.00809844583272934,12,18,lender
03,03,audio,22,0.005895869806408882,False,0.0004347264766693115,0.0009324103593826294,79,85,rental
03,03,audio,33,0.007300952449440956,False,0.00034108757972717285,0.0018689781427383423,142,143,.
03,03,vision,27,0.020220179110765457,True,0.00034052133560180664,0.003111600875854492,107,111,they
03,03,audio,1,0.00507096853107214,False,-0.000291675329208374,0.0032912790775299072,0,5,There
03,03,audio,32,0.004566111136227846,False,-0.00026538968086242676,0.003249451518058777,135,142,account
03,03,audio,15,0.003451992990449071,False,0.00025844573974609375,0.001608043909072876,55,63,Bankwest
03,03,vision,25,0.009624337777495384,False,0.00014460086822509766,0.0015963166952133179,98,105,account
03,03,vision,18,0.00801258347928524,False,-0.0001208186149597168,0.0005724728107452393,68,71,don
04,04,text,25,0.1200835108757019,True,0.23752063512802124,-0.3380505442619324,103,106,not
04,04,text,10,0.051179252564907074,False,0.06222134828567505,-0.10726015269756317,35,41,should
04,04,text,21,0.0537927970290184,False,0.05613774061203003,-0.0766724944114685,82,89,goodbye
04,04,text,24,0.04098491370677948,False,0.05512380599975586,-0.09201255440711975,92,102,Absolutely
04,04,audio,25,0.010682167485356331,True,-0.048416852951049805,0.07610645890235901,103,106,not
04,04,text,11,0.018169501796364784,False,0.03522258996963501,-0.06289266049861908,42,43,I
04,04,text,4,0.023033753037452698,False,0.025526344776153564,-0.044355958700180054,10,12,it
04,04,text,26,0.034094035625457764,False,0.0253373384475708,-0.04487559199333191,106,107,.
04,04,text,22,0.02181307040154934,False,0.02096039056777954,-0.03456941246986389,89,90,?
04,04,text,2,0.018619462847709656,False,0.020715832710266113,-0.03282317519187927,3,4,I
04,04,audio,21,0.005688220728188753,False,-0.01913928985595703,0.029512763023376465,82,89,goodbye
04,04,text,3,0.0344899445772171,False,0.01638871431350708,-0.027923405170440674,5,9,blow
04,04,vision,25,0.018429988995194435,True,0.01592952013015747,-0.023898541927337646,103,106,not
04,04,vision,24,0.010291106067597866,False,0.015523016452789307,-0.021681442856788635,92,102,Absolutely
04,04,vision,26,0.009579579345881939,False,0.015371263027191162,-0.021357953548431396,106,107,.
04,04,text,14,0.025972314178943634,False,-0.014044225215911865,0.0218619704246521,52,59,chances
04,04,text,16,0.03810172528028488,False,-0.013753890991210938,0.027115702629089355,63,71,cheering
04,04,text,1,0.017076127231121063,False,0.013505935668945312,-0.024691104888916016,0,2,If
04,04,audio,10,0.003974375315010548,False,-0.012755811214447021,0.02213570475578308,35,41,should
04,04,text,18,0.01965128444135189,False,-0.011635124683380127,0.023110270500183105,73,75,GO
04,04,audio,24,0.005812833085656166,False,-0.011237561702728271,0.018532752990722656,92,102,Absolutely
04,04,text,12,0.011697124689817429,False,0.01059633493423462,-0.018652111291885376,44,48,kiss
04,04,text,13,0.02239948883652687,False,0.009365439414978027,-0.015453159809112549,49,51,my
04,04,vision,6,0.00639738142490387,False,-0.006943643093109131,0.012189716100692749,16,19,the
04,04,audio,3,0.005790306255221367,False,-0.00682377815246582,0.013638675212860107,5,9,blow
04,04,vision,15,0.004381221253424883,False,-0.006336510181427002,0.011236429214477539,60,62,of
04,04,audio,4,0.002874600002542138,False,-0.00588679313659668,0.012121498584747314,10,12,it
04,04,text,7,0.012739858590066433,False,-0.005657315254211426,0.007056534290313721,20,24,team
04,04,vision,17,0.006808066740632057,False,-0.0054888129234313965,0.010259389877319336,72,73,""""
04,04,vision,3,0.010791106149554253,False,0.005208790302276611,-0.010192781686782837,5,9,blow
04,04,vision,8,0.009389812126755714,False,-0.004711806774139404,0.00902336835861206,25,33,exercise
04,04,text,23,0.013523292727768421,False,0.004646360874176025,-0.009110629558563232,90,91,]
04,04,vision,12,0.010525732301175594,False,-0.0044921040534973145,0.009865641593933105,44,48,kiss
04,04,vision,10,0.009475188329815865,False,0.0043860673904418945,-0.0065310001373291016,35,41,should
04,04,vision,4,0.004284131806343794,False,0.004325807094573975,-0.008002489805221558,10,12,it
04,04,audio,2,0.0030091016087681055,False,-0.004237055778503418,0.007629275321960449,3,4,I
04,04,vision,7,0.00865196529775858,False,-0.004084527492523193,0.00785115361213684,20,24,team
04,04,audio,13,0.0038996583316475153,False,-0.003939688205718994,0.006971418857574463,49,51,my
04,04,text,6,0.007652342319488525,False,0.003808140754699707,-0.009542793035507202,16,19,the
04,04,vision,13,0.00774204870685935,False,-0.0037937164306640625,0.008993774652481079,49,51,my
04,04,audio,15,0.0027908755000680685,False,-0.003456294536590576,0.00713658332824707,60,62,of
04,04,text,15,0.012667571194469929,False,0.0034232139587402344,-0.009303420782089233,60,62,of
04,04,text,20,0.00914942566305399,False,0.0034202933311462402,-0.00871187448501587,80,81,""""
04,04,text,19,0.012487846426665783,False,-0.0034188032150268555,0.006822645664215088,76,80,BLUE
04,04,vision,18,0.005751369521021843,False,-0.003139972686767578,0.005747795104980469,73,75,GO
04,04,vision,19,0.009281068108975887,False,-0.003136873245239258,0.006442517042160034,76,80,BLUE
04,04,vision,22,0.012708183377981186,False,-0.002983391284942627,0.007136702537536621,89,90,?
04,04,audio,1,0.0021965699270367622,False,-0.002659320831298828,0.005502820014953613,0,2,If
04,04,vision,2,0.006466855760663748,False,0.002588987350463867,-0.006095468997955322,3,4,I
04,04,vision,5,0.010463925078511238,False,-0.002505183219909668,0.005158126354217529,13,15,at
04,04,audio,8,0.004545554984360933,False,-0.0024930238723754883,0.005002260208129883,25,33,exercise
04,04,text,9,0.004452674183994532,False,0.0023103952407836914,-0.005083858966827393,33,34,","
04,04,audio,14,0.006862959824502468,False,0.0021585822105407715,-0.0016234219074249268,52,59,chances
04,04,audio,22,0.006232849322259426,False,-0.0021519064903259277,0.004896759986877441,89,90,?
04,04,vision,23,0.006645490415394306,False,0.0021373629570007324,-0.0022476911544799805,90,91,]
04,04,vision,11,0.006457513198256493,False,0.0020810961723327637,-0.0012499690055847168,42,43,I
04,04,vision,21,0.011597738601267338,False,-0.0020505189895629883,0.005108505487442017,82,89,goodbye
04,04,audio,17,0.0036903361324220896,False,-0.001990079879760742,0.004560738801956177,72,73,""""
04,04,audio,12,0.004996062256395817,False,-0.0018780827522277832,0.0033121109008789062,44,48,kiss
04,04,audio,11,0.002618912374600768,False,-0.0017248988151550293,0.004298031330108643,42,43,I
04,04,vision,16,0.009849040769040585,False,-0.0016068220138549805,0.00449758768081665,63,71,cheering
04,04,audio,20,0.002921411069110036,False,-0.001562952995300293,0.0029492974281311035,80,81,""""
04,04,audio,26,0.005552399437874556,False,0.001407623291015625,0.0008541345596313477,106,107,.
04,04,vision,1,0.004803833086043596,False,0.001278519630432129,-0.003451228141784668,0,2,If
04,04,audio,7,0.0030445789452642202,False,0.0008360743522644043,-0.000249326229095459,20,24,team
04,04,audio,16,0.005896442104130983,False,-0.0008007287979125977,0.0015530288219451904,63,71,cheering
04,04,audio,6,0.0024044294841587543,False,-0.0007838010787963867,0.002196192741394043,16,19,the
04,04,vision,14,0.012538107112050056,False,0.0006229877471923828,0.0025020837783813477,52,59,chances
04,04,text,8,0.012646307237446308,False,0.0005013346672058105,-0.0037651360034942627,25,33,exercise
04,04,audio,5,0.0038882012013345957,False,-0.000479280948638916,0.0013205111026763916,13,15,at
04,04,audio,23,0.0032593440264463425,False,0.00034546852111816406,0.0006012320518493652,90,91,]
04,04,text,17,0.011325648054480553,False,-0.0003294944763183594,-0.0005099177360534668,72,73,""""
04,04,text,5,0.007506133057177067,False,0.0003179311752319336,-0.004686146974563599,13,15,at
04,04,audio,9,0.004931483883410692,False,-0.00030750036239624023,0.0013882815837860107,33,34,","
04,04,audio,18,0.0031175492331385612,False,0.00028824806213378906,-8.779764175415039e-05,73,75,GO
04,04,audio,19,0.00454092537984252,False,0.0002263784408569336,0.00035506486892700195,76,80,BLUE
04,04,vision,20,0.005970988422632217,False,-7.367134094238281e-05,0.0035788416862487793,80,81,""""
04,04,vision,9,0.010187028907239437,False,-4.190206527709961e-05,0.0007769465446472168,33,34,","
05,05,text,12,0.03542061895132065,False,0.016667723655700684,0.019237160682678223,41,44,Red
