file_id,sample_id,polarity,intensity,predicted_class_probability,primary_modality,modality_effects_json,top_evidence_json,raw_text,video_file,time_mapping_status
11,11,Negative,-1.253214955329895,0.9615492820739746,text,"{""text"": {""class_probability_delta"": 0.7231407761573792, ""intensity_delta"": -1.2075175046920776, ""observed_positions"": 14, ""relative_influence"": 0.9523852474549107}, ""audio"": {""class_probability_delta"": -0.013437092304229736, ""intensity_delta"": 0.18195724487304688, ""observed_positions"": 14, ""relative_influence"": 0.017696814923423988}, ""vision"": {""class_probability_delta"": 0.022716522216796875, ""intensity_delta"": -0.17739903926849365, ""observed_positions"": 14, ""relative_influence"": 0.02991793762166526}}","[{""modality"": ""text"", ""position_0based"": 4, ""candidate_gate_time"": 0.2477508932352066, ""candidate_top1"": true, ""class_probability_delta"": 0.04484039545059204, ""intensity_delta"": -0.2719680070877075, ""text_char_start"": 11, ""text_char_end"": 18, ""text_fragment"": ""ashamed""}, {""modality"": ""text"", ""position_0based"": 3, ""candidate_gate_time"": 0.13214722275733948, ""candidate_top1"": false, ""class_probability_delta"": 0.03659665584564209, ""intensity_delta"": -0.27687013149261475, ""text_char_start"": 8, ""text_char_end"": 10, ""text_fragment"": ""be""}, {""modality"": ""text"", ""position_0based"": 5, ""candidate_gate_time"": 0.13276778161525726, ""candidate_top1"": false, ""class_probability_delta"": 0.011404037475585938, ""intensity_delta"": -0.05747866630554199, ""text_char_start"": 19, ""text_char_end"": 21, ""text_fragment"": ""to""}, {""modality"": ""text"", ""position_0based"": 2, ""candidate_gate_time"": 0.1485852301120758, ""candidate_top1"": false, ""class_probability_delta"": 0.007238328456878662, ""intensity_delta"": -0.07072329521179199, ""text_char_start"": 2, ""text_char_end"": 7, ""text_fragment"": ""would""}, {""modality"": ""audio"", ""position_0based"": 4, ""candidate_gate_time"": 0.010201605968177319, ""candidate_top1"": true, ""class_probability_delta"": -0.00650101900100708, ""intensity_delta"": 0.07404792308807373, ""text_char_start"": 11, ""text_char_end"": 18, ""text_fragment"": ""ashamed""}]",I would be ashamed to have made this film if I was a director,D:\01_Projects\HuaweiCup-2026\01_Source\E\E题数据\附件4-可解释专项视频样本与特征文件\附件4-可解释专项视频样本与特征文件\对齐版本\videos\11.mp4,aligned_position_only_seconds_unverified
12,12,Negative,-0.7745621204376221,0.8655805587768555,text,"{""text"": {""class_probability_delta"": 0.6096017360687256, ""intensity_delta"": -0.7043963670730591, ""observed_positions"": 42, ""relative_influence"": 0.8605706458928771}, ""audio"": {""class_probability_delta"": -0.047757863998413086, ""intensity_delta"": 0.2499372959136963, ""observed_positions"": 42, ""relative_influence"": 0.06741945344943226}, ""vision"": {""class_probability_delta"": 0.05100959539413452, ""intensity_delta"": -0.14086949825286865, ""observed_positions"": 42, ""relative_influence"": 0.07200990065769064}}","[{""modality"": ""text"", ""position_0based"": 41, ""candidate_gate_time"": 0.12696096301078796, ""candidate_top1"": true, ""class_probability_delta"": 0.11700451374053955, ""intensity_delta"": -0.26093095541000366, ""text_char_start"": 182, ""text_char_end"": 185, ""text_fragment"": ""low""}, {""modality"": ""text"", ""position_0based"": 40, ""candidate_gate_time"": 0.050730470567941666, ""candidate_top1"": false, ""class_probability_delta"": 0.038558900356292725, ""intensity_delta"": -0.08440184593200684, ""text_char_start"": 177, ""text_char_end"": 181, ""text_fragment"": ""very""}, {""modality"": ""audio"", ""position_0based"": 41, ""candidate_gate_time"": 0.006885929964482784, ""candidate_top1"": false, ""class_probability_delta"": -0.018728971481323242, ""intensity_delta"": 0.0761035680770874, ""text_char_start"": 182, ""text_char_end"": 185, ""text_fragment"": ""low""}, {""modality"": ""vision"", ""position_0based"": 41, ""candidate_gate_time"": 0.007136163301765919, ""candidate_top1"": false, ""class_probability_delta"": 0.018283724784851074, ""intensity_delta"": -0.05580794811248779, ""text_char_start"": 182, ""text_char_end"": 185, ""text_fragment"": ""low""}, {""modality"": ""text"", ""position_0based"": 23, ""candidate_gate_time"": 0.02958202175796032, ""candidate_top1"": false, ""class_probability_delta"": 0.014024496078491211, ""intensity_delta"": -0.0393296480178833, ""text_char_start"": 104, ""text_char_end"": 109, ""text_fragment"": ""fault""}]","Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",D:\01_Projects\HuaweiCup-2026\01_Source\E\E题数据\附件4-可解释专项视频样本与特征文件\附件4-可解释专项视频样本与特征文件\对齐版本\videos\12.mp4,aligned_position_only_seconds_unverified
13,13,Positive,0.34742674231529236,0.5006045699119568,text,"{""text"": {""class_probability_delta"": 0.17246437072753906, ""intensity_delta"": 0.169910728931427, ""observed_positions"": 30, ""relative_influence"": 0.6856744201036424}, ""audio"": {""class_probability_delta"": 0.07906079292297363, ""intensity_delta"": -0.07858139276504517, ""observed_positions"": 30, ""relative_influence"": 0.3143255798963575}, ""vision"": {""class_probability_delta"": 0.0, ""intensity_delta"": 0.0, ""observed_positions"": 0, ""relative_influence"": 0.0}}","[{""modality"": ""text"", ""position_0based"": 13, ""candidate_gate_time"": 0.03640527278184891, ""candidate_top1"": true, ""class_probability_delta"": 0.025615572929382324, ""intensity_delta"": 0.011822402477264404, ""text_char_start"": 49, ""text_char_end"": 53, ""text_fragment"": ""that""}, {""modality"": ""text"", ""position_0based"": 29, ""candidate_gate_time"": 0.02659323252737522, ""candidate_top1"": false, ""class_probability_delta"": 0.02161732316017151, ""intensity_delta"": 0.0167464017868042, ""text_char_start"": 126, ""text_char_end"": 130, ""text_fragment"": ""more""}, {""modality"": ""text"", ""position_0based"": 14, ""candidate_gate_time"": 0.029117900878190994, ""candidate_top1"": false, ""class_probability_delta"": 0.017587810754776, ""intensity_delta"": 0.005485475063323975, ""text_char_start"": 54, ""text_char_end"": 58, ""text_fragment"": ""data""}, {""modality"": ""text"", ""position_0based"": 11, ""candidate_gate_time"": 0.02046036161482334, ""candidate_top1"": false, ""class_probability_delta"": 0.01661539077758789, ""intensity_delta"": 0.0152110755443573, ""text_char_start"": 40, ""text_char_end"": 43, ""text_fragment"": ""and""}, {""modality"": ""text"", ""position_0based"": 30, ""candidate_gate_time"": 0.016415255144238472, ""candidate_top1"": false, ""class_probability_delta"": 0.015328735113143921, ""intensity_delta"": 0.012588560581207275, ""text_char_start"": 130, ""text_char_end"": 131, ""text_fragment"": "".""}]","For example, I could take a set of data and from that data, I can find a relationship between any two of the given factors or more.",D:\01_Projects\HuaweiCup-2026\01_Source\E\E题数据\附件4-可解释专项视频样本与特征文件\附件4-可解释专项视频样本与特征文件\对齐版本\videos\13.mp4,aligned_position_only_seconds_unverified
14,14,Positive,0.5530519485473633,0.6796040534973145,audio,"{""text"": {""class_probability_delta"": -0.1159021258354187, ""intensity_delta"": -0.19465041160583496, ""observed_positions"": 35, ""relative_influence"": 0.28201686112796304}, ""audio"": {""class_probability_delta"": 0.21110105514526367, ""intensity_delta"": 0.11106094717979431, ""observed_positions"": 35, ""relative_influence"": 0.513658024162618}, ""vision"": {""class_probability_delta"": 0.08397269248962402, ""intensity_delta"": 0.04676198959350586, ""observed_positions"": 35, ""relative_influence"": 0.204325114709419}}","[{""modality"": ""text"", ""position_0based"": 19, ""candidate_gate_time"": 0.023338884115219116, ""candidate_top1"": false, ""class_probability_delta"": -0.014218628406524658, ""intensity_delta"": -0.017830491065979004, ""text_char_start"": 76, ""text_char_end"": 84, ""text_fragment"": ""Director""}, {""modality"": ""text"", ""position_0based"": 11, ""candidate_gate_time"": 0.02498571202158928, ""candidate_top1"": false, ""class_probability_delta"": -0.01207345724105835, ""intensity_delta"": -0.013527393341064453, ""text_char_start"": 35, ""text_char_end"": 42, ""text_fragment"": ""Vettese""}, {""modality"": ""text"", ""position_0based"": 12, ""candidate_gate_time"": 0.015280738472938538, ""candidate_top1"": false, ""class_probability_delta"": -0.011251509189605713, ""intensity_delta"": -0.01333320140838623, ""text_char_start"": 35, ""text_char_end"": 42, ""text_fragment"": ""Vettese""}, {""modality"": ""audio"", ""position_0based"": 19, ""candidate_gate_time"": 0.007879724726080894, ""candidate_top1"": false, ""class_probability_delta"": 0.010566651821136475, ""intensity_delta"": 0.007886052131652832, ""text_char_start"": 76, ""text_char_end"": 84, ""text_fragment"": ""Director""}, {""modality"": ""text"", ""position_0based"": 24, ""candidate_gate_time"": 0.013451505452394485, ""candidate_top1"": false, ""class_probability_delta"": -0.01019817590713501, ""intensity_delta"": -0.01158750057220459, ""text_char_start"": 114, ""text_char_end"": 115, ""text_fragment"": ""(""}]",He is the co-founder of Rossen and Vettese Limited and the former Executive Director of Uniform Final Examination (UFE) courses at Toronto's York University.,D:\01_Projects\HuaweiCup-2026\01_Source\E\E题数据\附件4-可解释专项视频样本与特征文件\附件4-可解释专项视频样本与特征文件\对齐版本\videos\14.mp4,aligned_position_only_seconds_unverified
15,15,Positive,0.8902037143707275,0.9008670449256897,text,"{""text"": {""class_probability_delta"": 0.18474692106246948, ""intensity_delta"": 0.37277543544769287, ""observed_positions"": 21, ""relative_influence"": 0.6213017526121607}, ""audio"": {""class_probability_delta"": 0.0777730941772461, ""intensity_delta"": 0.13877999782562256, ""observed_positions"": 21, ""relative_influence"": 0.2615500136105366}, ""vision"": {""class_probability_delta"": -0.03483456373214722, ""intensity_delta"": -0.15513622760772705, ""observed_positions"": 21, ""relative_influence"": 0.11714823377730275}}","[{""modality"": ""text"", ""position_0based"": 19, ""candidate_gate_time"": 0.0647105723619461, ""candidate_top1"": false, ""class_probability_delta"": 0.028720319271087646, ""intensity_delta"": 0.07775616645812988, ""text_char_start"": 99, ""text_char_end"": 101, ""text_fragment"": ""to""}, {""modality"": ""text"", ""position_0based"": 15, ""candidate_gate_time"": 0.10818329453468323, ""candidate_top1"": true, ""class_probability_delta"": 0.027747273445129395, ""intensity_delta"": 0.0800173282623291, ""text_char_start"": 77, ""text_char_end"": 85, ""text_fragment"": ""believed""}, {""modality"": ""text"", ""position_0based"": 20, ""candidate_gate_time"": 0.04517972841858864, ""candidate_top1"": false, ""class_probability_delta"": 0.02189016342163086, ""intensity_delta"": 0.06550467014312744, ""text_char_start"": 102, ""text_char_end"": 111, ""text_fragment"": ""transform""}, {""modality"": ""text"", ""position_0based"": 18, ""candidate_gate_time"": 0.03491181880235672, ""candidate_top1"": false, ""class_probability_delta"": 0.011513113975524902, ""intensity_delta"": 0.0381847620010376, ""text_char_start"": 93, ""text_char_end"": 98, ""text_fragment"": ""power""}, {""modality"": ""text"", ""position_0based"": 5, ""candidate_gate_time"": 0.06905093044042587, ""candidate_top1"": false, ""class_probability_delta"": -0.00894618034362793, ""intensity_delta"": -0.03631472587585449, ""text_char_start"": 23, ""text_char_end"": 30, ""text_fragment"": ""poverty""}]","However, despite their poverty, the family prioritize education because they believed in its power to transform lives",D:\01_Projects\HuaweiCup-2026\01_Source\E\E题数据\附件4-可解释专项视频样本与特征文件\附件4-可解释专项视频样本与特征文件\对齐版本\videos\15.mp4,aligned_position_only_seconds_unverified
16,16,Negative,-3.4333877563476562,0.9999390840530396,text,"{""text"": {""class_probability_delta"": 0.8391773700714111, ""intensity_delta"": -3.5144991874694824, ""observed_positions"": 11, ""relative_influence"": 0.9999477265153558}, ""audio"": {""class_probability_delta"": -4.5299530029296875e-06, ""intensity_delta"": 0.15504193305969238, ""observed_positions"": 11, ""relative_influence"": 5.397805479568028e-06}, ""vision"": {""class_probability_delta"": 3.933906555175781e-05, ""intensity_delta"": -0.1515648365020752, ""observed_positions"": 11, ""relative_influence"": 4.6875679164669715e-05}}","[{""modality"": ""text"", ""position_0based"": 10, ""candidate_gate_time"": 0.7408322095870972, ""candidate_top1"": true, ""class_probability_delta"": 0.0002828836441040039, ""intensity_delta"": -0.5140421390533447, ""text_char_start"": 27, ""text_char_end"": 35, ""text_fragment"": ""terrible""}, {""modality"": ""text"", ""position_0based"": 9, ""candidate_gate_time"": 0.020990040153265, ""candidate_top1"": false, ""class_probability_delta"": 3.838539123535156e-05, ""intensity_delta"": -0.11624288558959961, ""text_char_start"": 25, ""text_char_end"": 26, ""text_fragment"": ""a""}, {""modality"": ""text"", ""position_0based"": 11, ""candidate_gate_time"": 0.007942568510770798, ""candidate_top1"": false, ""class_probability_delta"": 3.826618194580078e-05, ""intensity_delta"": -0.11890983581542969, ""text_char_start"": 36, ""text_char_end"": 41, ""text_fragment"": ""movie""}, {""modality"": ""vision"", ""position_0based"": 10, ""candidate_gate_time"": 0.00405295891687274, ""candidate_top1"": true, ""class_probability_delta"": 2.7060508728027344e-05, ""intensity_delta"": -0.125199556350708, ""text_char_start"": 27, ""text_char_end"": 35, ""text_fragment"": ""terrible""}, {""modality"": ""vision"", ""position_0based"": 11, ""candidate_gate_time"": 0.00036718344199471176, ""candidate_top1"": false, ""class_probability_delta"": 8.463859558105469e-06, ""intensity_delta"": -0.021396875381469727, ""text_char_start"": 36, ""text_char_end"": 41, ""text_fragment"": ""movie""}]","It's a terrible, this is a terrible movie",D:\01_Projects\HuaweiCup-2026\01_Source\E\E题数据\附件4-可解释专项视频样本与特征文件\附件4-可解释专项视频样本与特征文件\对齐版本\videos\16.mp4,aligned_position_only_seconds_unverified
17,17,Positive,1.3033246994018555,0.9724039435386658,text,"{""text"": {""class_probability_delta"": 0.5967669486999512, ""intensity_delta"": 1.1961385011672974, ""observed_positions"": 24, ""relative_influence"": 0.9700206006459707}, ""audio"": {""class_probability_delta"": 0.008867263793945312, ""intensity_delta"": 0.008930683135986328, ""observed_positions"": 24, ""relative_influence"": 0.01441337957845554}, ""vision"": {""class_probability_delta"": -0.009576380252838135, ""intensity_delta"": -0.14833414554595947, ""observed_positions"": 24, ""relative_influence"": 0.015566019775573774}}","[{""modality"": ""text"", ""position_0based"": 14, ""candidate_gate_time"": 0.044429220259189606, ""candidate_top1"": false, ""class_probability_delta"": 0.007204949855804443, ""intensity_delta"": 0.06802105903625488, ""text_char_start"": 78, ""text_char_end"": 82, ""text_fragment"": ""will""}, {""modality"": ""text"", ""position_0based"": 11, ""candidate_gate_time"": 0.04712507873773575, ""candidate_top1"": false, ""class_probability_delta"": 0.0065500736236572266, ""intensity_delta"": 0.06971466541290283, ""text_char_start"": 67, ""text_char_end"": 68, ""text_fragment"": "",""}, {""modality"": ""text"", ""position_0based"": 12, ""candidate_gate_time"": 0.05939389392733574, ""candidate_top1"": false, ""class_probability_delta"": 0.006504476070404053, ""intensity_delta"": 0.053557395935058594, ""text_char_start"": 69, ""text_char_end"": 73, ""text_fragment"": ""easy""}, {""modality"": ""text"", ""position_0based"": 9, ""candidate_gate_time"": 0.02257523499429226, ""candidate_top1"": false, ""class_probability_delta"": 0.006042599678039551, ""intensity_delta"": 0.0520557165145874, ""text_char_start"": 58, ""text_char_end"": 60, ""text_fragment"": ""is""}, {""modality"": ""text"", ""position_0based"": 10, ""candidate_gate_time"": 0.06154608726501465, ""candidate_top1"": false, ""class_probability_delta"": 0.005593538284301758, ""intensity_delta"": 0.0520099401473999, ""text_char_start"": 61, ""text_char_end"": 67, ""text_fragment"": ""simple""}]","Applying these four design concepts to your presentations is simple, easy and will make people think you turned into a design guru.",D:\01_Projects\HuaweiCup-2026\01_Source\E\E题数据\附件4-可解释专项视频样本与特征文件\附件4-可解释专项视频样本与特征文件\对齐版本\videos\17.mp4,aligned_position_only_seconds_unverified
18,18,Negative,-0.36513665318489075,0.5804864764213562,text,"{""text"": {""class_probability_delta"": 0.41813117265701294, ""intensity_delta"": -0.5491567850112915, ""observed_positions"": 48, ""relative_influence"": 0.7204936811651719}, ""audio"": {""class_probability_delta"": -0.02368408441543579, ""intensity_delta"": 0.18624958395957947, ""observed_positions"": 48, ""relative_influence"": 0.04081071750060969}, ""vision"": {""class_probability_delta"": 0.13852456212043762, ""intensity_delta"": -0.13361403346061707, ""observed_positions"": 48, ""relative_influence"": 0.23869560133421847}}","[{""modality"": ""text"", ""position_0based"": 40, ""candidate_gate_time"": 0.047805607318878174, ""candidate_top1"": false, ""class_probability_delta"": 0.0961875319480896, ""intensity_delta"": -0.10429367423057556, ""text_char_start"": 187, ""text_char_end"": 193, ""text_fragment"": ""failed""}, {""modality"": ""text"", ""position_0based"": 29, ""candidate_gate_time"": 0.054326433688402176, ""candidate_top1"": true, ""class_probability_delta"": 0.08653837442398071, ""intensity_delta"": -0.09168919920921326, ""text_char_start"": 123, ""text_char_end"": 129, ""text_fragment"": ""denied""}, {""modality"": ""text"", ""position_0based"": 41, ""candidate_gate_time"": 0.015694163739681244, ""candidate_top1"": false, ""class_probability_delta"": 0.029760658740997314, ""intensity_delta"": -0.029485046863555908, ""text_char_start"": 194, ""text_char_end"": 196, ""text_fragment"": ""to""}, {""modality"": ""text"", ""position_0based"": 35, ""candidate_gate_time"": 0.020635150372982025, ""candidate_top1"": false, ""class_probability_delta"": 0.026289403438568115, ""intensity_delta"": -0.03275677561759949, ""text_char_start"": 161, ""text_char_end"": 165, ""text_fragment"": ""fact""}, {""modality"": ""text"", ""position_0based"": 32, ""candidate_gate_time"": 0.023900320753455162, ""candidate_top1"": false, ""class_probability_delta"": 0.026112616062164307, ""intensity_delta"": -0.03165483474731445, ""text_char_start"": 148, ""text_char_end"": 153, ""text_fragment"": ""based""}]","-And in Denmark - the first Baltic Cod fishery has been MSC – certified -Meanwhile, the Faeroese Mackerel Fishery has been denied MSC certification based on the fact that the fishery has failed to reach an agreement on mackerel quotas with Norway and the European Union.",D:\01_Projects\HuaweiCup-2026\01_Source\E\E题数据\附件4-可解释专项视频样本与特征文件\附件4-可解释专项视频样本与特征文件\对齐版本\videos\18.mp4,aligned_position_only_seconds_unverified
19,19,Negative,-0.016384027898311615,0.5190329551696777,text,"{""text"": {""class_probability_delta"": 0.45130082964897156, ""intensity_delta"": -0.6401876211166382, ""observed_positions"": 39, ""relative_influence"": 0.5714775288764571}, ""audio"": {""class_probability_delta"": -0.16025346517562866, ""intensity_delta"": 0.19775205850601196, ""observed_positions"": 39, ""relative_influence"": 0.20292728986049258}, ""vision"": {""class_probability_delta"": 0.17815449833869934, ""intensity_delta"": -0.17633944749832153, ""observed_positions"": 39, ""relative_influence"": 0.2255951812630504}}","[{""modality"": ""text"", ""position_0based"": 17, ""candidate_gate_time"": 0.14590919017791748, ""candidate_top1"": true, ""class_probability_delta"": 0.2640855014324188, ""intensity_delta"": -0.35847800970077515, ""text_char_start"": 94, ""text_char_end"": 100, ""text_fragment"": ""haters""}, {""modality"": ""text"", ""position_0based"": 3, ""candidate_gate_time"": 0.11001478880643845, ""candidate_top1"": false, ""class_probability_delta"": -0.18880701065063477, ""intensity_delta"": 0.29242780804634094, ""text_char_start"": 11, ""text_char_end"": 23, ""text_fragment"": ""surprisingly""}, {""modality"": ""text"", ""position_0based"": 18, ""candidate_gate_time"": 0.027335839346051216, ""candidate_top1"": false, ""class_probability_delta"": 0.1096382737159729, ""intensity_delta"": -0.14559167623519897, ""text_char_start"": 94, ""text_char_end"": 100, ""text_fragment"": ""haters""}, {""modality"": ""vision"", ""position_0based"": 17, ""candidate_gate_time"": 0.004658124875277281, ""candidate_top1"": false, ""class_probability_delta"": 0.07899990677833557, ""intensity_delta"": -0.09774365276098251, ""text_char_start"": 94, ""text_char_end"": 100, ""text_fragment"": ""haters""}, {""modality"": ""text"", ""position_0based"": 5, ""candidate_gate_time"": 0.060841161757707596, ""candidate_top1"": false, ""class_probability_delta"": 0.07276403903961182, ""intensity_delta"": -0.06993579119443893, ""text_char_start"": 24, ""text_char_end"": 33, ""text_fragment"": ""forgiving""}]","People are surprisingly forgiving brands when they own up to mistakes, and unfortunately some haters out there love to point fingers and jump all over imperfections, but for the most part, people understand",D:\01_Projects\HuaweiCup-2026\01_Source\E\E题数据\附件4-可解释专项视频样本与特征文件\附件4-可解释专项视频样本与特征文件\对齐版本\videos\19.mp4,aligned_position_only_seconds_unverified
20,20,Positive,0.6779205799102783,0.8593926429748535,audio,"{""text"": {""class_probability_delta"": 0.09967947006225586, ""intensity_delta"": 0.020361661911010742, ""observed_positions"": 43, ""relative_influence"": 0.4078897753409155}, ""audio"": {""class_probability_delta"": 0.13183444738388062, ""intensity_delta"": 0.050621747970581055, ""observed_positions"": 43, ""relative_influence"": 0.5394683889472901}, ""vision"": {""class_probability_delta"": -0.012864530086517334, ""intensity_delta"": -0.06634581089019775, ""observed_positions"": 43, ""relative_influence"": 0.05264183571179442}}","[{""modality"": ""text"", ""position_0based"": 2, ""candidate_gate_time"": 0.023691073060035706, ""candidate_top1"": false, ""class_probability_delta"": 0.009547591209411621, ""intensity_delta"": 0.023412346839904785, ""text_char_start"": 4, ""text_char_end"": 6, ""text_fragment"": ""of""}, {""modality"": ""text"", ""position_0based"": 3, ""candidate_gate_time"": 0.03060270845890045, ""candidate_top1"": true, ""class_probability_delta"": 0.009531140327453613, ""intensity_delta"": 0.017203569412231445, ""text_char_start"": 7, ""text_char_end"": 13, ""text_fragment"": ""course""}, {""modality"": ""text"", ""position_0based"": 18, ""candidate_gate_time"": 0.029647357761859894, ""candidate_top1"": false, ""class_probability_delta"": 0.008959591388702393, ""intensity_delta"": 0.01587212085723877, ""text_char_start"": 76, ""text_char_end"": 79, ""text_fragment"": ""and""}, {""modality"": ""text"", ""position_0based"": 23, ""candidate_gate_time"": 0.022702353075146675, ""candidate_top1"": false, ""class_probability_delta"": 0.006250560283660889, ""intensity_delta"": 0.008027195930480957, ""text_char_start"": 91, ""text_char_end"": 95, ""text_fragment"": ""more""}, {""modality"": ""text"", ""position_0based"": 38, ""candidate_gate_time"": 0.017000369727611542, ""candidate_top1"": false, ""class_probability_delta"": 0.005779266357421875, ""intensity_delta"": 0.013126373291015625, ""text_char_start"": 151, ""text_char_end"": 154, ""text_fragment"": ""end""}]","And of course, click in the link of the description of this video for more, and we'll have more live updates and a stock market video (wrap-up) at the end of the day today.",D:\01_Projects\HuaweiCup-2026\01_Source\E\E题数据\附件4-可解释专项视频样本与特征文件\附件4-可解释专项视频样本与特征文件\对齐版本\videos\20.mp4,aligned_position_only_seconds_unverified
