file_id,seed,polarity,intensity,negative_probability,neutral_probability,positive_probability
附件3_20,20260924,Neutral,-0.09492750465869904,0.2672322690486908,0.5550891757011414,0.17767854034900665
附件3_21,20260924,Positive,0.8234409093856812,0.026916898787021637,0.18907465040683746,0.7840084433555603
附件3_22,20260924,Negative,0.02178289368748665,0.3756358325481415,0.34291785955429077,0.28144627809524536
附件3_23,20260924,Neutral,0.24702316522598267,0.08364764600992203,0.5059195756912231,0.4104327857494354
附件3_24,20260924,Positive,0.2852207124233246,0.24216511845588684,0.21727491915225983,0.5405599474906921
附件3_25,20260924,Positive,0.4043525755405426,0.09557655453681946,0.43301036953926086,0.47141313552856445
附件3_26,20260924,Positive,0.5909929275512695,0.09157077223062515,0.2545190453529358,0.6539102792739868
附件3_27,20260924,Positive,0.6672766208648682,0.06249726191163063,0.26669761538505554,0.6708050966262817
附件3_28,20260924,Neutral,0.17559868097305298,0.12150298058986664,0.5060397386550903,0.37245723605155945
附件3_29,20260924,Positive,0.26740676164627075,0.1795712411403656,0.346743106842041,0.4736855924129486
附件3_30,20260924,Neutral,-0.16591797769069672,0.4102080166339874,0.4294104278087616,0.16038158535957336
附件3_01,20260925,Negative,-0.202110156416893,0.47081875801086426,0.32634782791137695,0.20283345878124237
附件3_02,20260925,Neutral,-0.13156427443027496,0.2005663365125656,0.6509141325950623,0.14851953089237213
附件3_03,20260925,Neutral,0.035355813801288605,0.1182083934545517,0.6829971671104431,0.19879445433616638
附件3_04,20260925,Positive,0.41036510467529297,0.09774136543273926,0.3396558463573456,0.5626027584075928
附件3_05,20260925,Negative,-1.1923730373382568,0.9200533032417297,0.05298139527440071,0.026965318247675896
附件3_06,20260925,Positive,0.4720785915851593,0.013365956954658031,0.413608580827713,0.5730254650115967
附件3_07,20260925,Neutral,0.08178949356079102,0.18458427488803864,0.46213117241859436,0.3532845377922058
附件3_08,20260925,Neutral,-0.2093966007232666,0.2972981035709381,0.5089200735092163,0.19378185272216797
附件3_09,20260925,Positive,0.8797816038131714,0.011007359251379967,0.13387471437454224,0.8551179766654968
附件3_10,20260925,Neutral,-0.10102362185716629,0.08923716098070145,0.7765107750892639,0.13425207138061523
附件3_11,20260925,Neutral,0.12765486538410187,0.130703404545784,0.5499865412712097,0.3193100690841675
附件3_12,20260925,Neutral,0.20590215921401978,0.1342131793498993,0.4332486093044281,0.4325381815433502
附件3_13,20260925,Neutral,0.17756076157093048,0.1837402731180191,0.4501785933971405,0.3660810887813568
附件3_14,20260925,Neutral,-0.20130230486392975,0.3858344554901123,0.4277805984020233,0.18638496100902557
附件3_15,20260925,Positive,0.6354372501373291,0.017519330605864525,0.24541668593883514,0.737064003944397
附件3_16,20260925,Positive,1.0692858695983887,0.02617773413658142,0.0964832529425621,0.8773390650749207
附件3_17,20260925,Neutral,-0.06523951888084412,0.21421800553798676,0.5703696608543396,0.21541231870651245
附件3_18,20260925,Positive,0.2752673327922821,0.07975026965141296,0.43639981746673584,0.4838499426841736
附件3_19,20260925,Negative,-0.4493255019187927,0.498761922121048,0.3927326798439026,0.10850539803504944
附件3_20,20260925,Neutral,-0.03858456015586853,0.19913259148597717,0.6159228086471558,0.18494459986686707
附件3_21,20260925,Positive,0.4000285863876343,0.03637237474322319,0.40299609303474426,0.5606315732002258
附件3_22,20260925,Neutral,0.10062103718519211,0.2361486405134201,0.4078664481639862,0.3559848964214325
附件3_23,20260925,Neutral,0.12139206379652023,0.0355842150747776,0.7299606800079346,0.23445509374141693
附件3_24,20260925,Negative,-0.186705082654953,0.5463098287582397,0.19341208040714264,0.2602781057357788
附件3_25,20260925,Neutral,0.2608918845653534,0.08421456068754196,0.5455116033554077,0.37027379870414734
附件3_26,20260925,Positive,0.6112360954284668,0.061621904373168945,0.24960364401340485,0.6887744665145874
附件3_27,20260925,Positive,0.39077410101890564,0.06990669667720795,0.3765571117401123,0.5535361766815186
附件3_28,20260925,Neutral,0.24580106139183044,0.015641041100025177,0.6584790349006653,0.3258799612522125
附件3_29,20260925,Neutral,0.26813140511512756,0.07444482296705246,0.4675193428993225,0.4580358862876892
附件3_30,20260925,Neutral,-0.03137950599193573,0.1474117636680603,0.6635392904281616,0.18904894590377808
附件3_01,20260926,Negative,-0.08666698634624481,0.38389068841934204,0.3590790033340454,0.25703033804893494
附件3_02,20260926,Neutral,-0.11670389026403427,0.32391881942749023,0.5217745900154114,0.154306560754776
附件3_03,20260926,Neutral,0.0033533871173858643,0.207994744181633,0.6025139689445496,0.18949127197265625
附件3_04,20260926,Positive,0.3961634039878845,0.10703648626804352,0.2724481523036957,0.6205154061317444
附件3_05,20260926,Negative,-0.8770512342453003,0.870894193649292,0.057667993009090424,0.07143782079219818
附件3_06,20260926,Positive,0.5489634275436401,0.0546431802213192,0.27198877930641174,0.673367977142334
附件3_07,20260926,Neutral,0.15507563948631287,0.15188713371753693,0.45156416296958923,0.3965487778186798
附件3_08,20260926,Neutral,0.09606288373470306,0.26676642894744873,0.4724920690059662,0.2607415020465851
附件3_09,20260926,Positive,1.18959641456604,0.009446583688259125,0.06091468408703804,0.9296387434005737
附件3_10,20260926,Neutral,-0.038941241800785065,0.17619262635707855,0.634170651435852,0.1896367073059082
附件3_11,20260926,Neutral,0.12014314532279968,0.1452108919620514,0.5189482569694519,0.3358408808708191
附件3_12,20260926,Neutral,0.1687513291835785,0.2105030119419098,0.42068740725517273,0.36880964040756226
附件3_13,20260926,Neutral,0.0414370596408844,0.2632882595062256,0.4280659854412079,0.30864575505256653
附件3_14,20260926,Negative,-0.5206910967826843,0.7008357644081116,0.19589313864707947,0.10327113419771194
附件3_15,20260926,Positive,0.5814580917358398,0.04503418505191803,0.21853742003440857,0.736428439617157
附件3_16,20260926,Positive,1.7600557804107666,0.005356823559850454,0.012477626092731953,0.982165515422821
附件3_17,20260926,Negative,-0.2271183729171753,0.4652360677719116,0.406817227602005,0.1279466599225998
附件3_18,20260926,Positive,0.2527722418308258,0.16796377301216125,0.37149107456207275,0.46054521203041077
附件3_19,20260926,Negative,-0.3709183633327484,0.54892897605896,0.34470483660697937,0.10636615753173828
附件3_20,20260926,Neutral,-0.06539575010538101,0.2941937744617462,0.5175738334655762,0.1882323920726776
附件3_21,20260926,Positive,0.2997492849826813,0.07352552562952042,0.450480192899704,0.4759942889213562
附件3_22,20260926,Positive,0.18975859880447388,0.28172236680984497,0.3260083496570587,0.39226922392845154
附件3_23,20260926,Neutral,0.24788400530815125,0.09200442582368851,0.551837146282196,0.35615846514701843
附件3_24,20260926,Positive,0.33410707116127014,0.3517841398715973,0.14220251142978668,0.5060133337974548
附件3_25,20260926,Neutral,0.1462516188621521,0.1983879655599594,0.5691933631896973,0.23241867125034332
附件3_26,20260926,Positive,0.37755951285362244,0.14902514219284058,0.29173925518989563,0.5592356324195862
附件3_27,20260926,Positive,0.552916407585144,0.08003829419612885,0.264892578125,0.65506911277771
附件3_28,20260926,Neutral,0.1257830262184143,0.12153184413909912,0.5679915547370911,0.3104766309261322
附件3_29,20260926,Neutral,0.2891499996185303,0.20219628512859344,0.40404486656188965,0.3937589228153229
附件3_30,20260926,Neutral,-0.15952229499816895,0.3813842833042145,0.4927900433540344,0.1258256435394287
附件3_01,ensemble,Negative,-0.13482635219891867,0.4154747724533081,0.3631481130917867,0.2213771492242813
附件3_02,ensemble,Neutral,-0.13953154534101486,0.2674801101287206,0.5852879087130228,0.14723197122414908
附件3_03,ensemble,Neutral,0.0897793894012769,0.14846647282441458,0.595423420270284,0.2561101019382477
附件3_04,ensemble,Positive,0.4867398142814636,0.09001112977663676,0.27891116340955097,0.6310777068138123
附件3_05,ensemble,Negative,-0.8713433742523193,0.8009689847628275,0.12232982491453488,0.07670118349293868
附件3_06,ensemble,Positive,0.6057026485602061,0.03320250008255243,0.29759738345940906,0.66920006275177
附件3_07,ensemble,Neutral,0.10561393201351166,0.17990289628505707,0.472377081712087,0.34772003690401715
附件3_08,ensemble,Neutral,-0.14755471050739288,0.33778829375902814,0.44920321305592853,0.21300851802031198
附件3_09,ensemble,Positive,1.0868477423985798,0.010424524856110414,0.08596361055970192,0.9036119182904562
附件3_10,ensemble,Neutral,-0.06747571130593617,0.13571923722823462,0.7017881075541178,0.16249264776706696
附件3_11,ensemble,Neutral,0.1477425346771876,0.1374583492676417,0.5084974765777588,0.35404419898986816
附件3_12,ensemble,Neutral,0.22099550565083823,0.15579842031002045,0.4262796143690745,0.4179219901561737
附件3_13,ensemble,Positive,0.20780418813228607,0.18564455211162567,0.4070907731850942,0.4072646498680115
附件3_14,ensemble,Negative,-0.3203058987855911,0.52384286125501,0.31715094049771625,0.15900624046723047
附件3_15,ensemble,Positive,0.7296491066614786,0.02621750347316265,0.19492890934149423,0.7788536151250204
附件3_16,ensemble,Positive,1.5331720908482869,0.011278810600439707,0.038989332194129624,0.9497318665186564
附件3_17,ensemble,Neutral,-0.17470435301462808,0.37262215713659924,0.4654220740000407,0.16195574899514517
附件3_18,ensemble,Positive,0.2813989718755086,0.1348583847284317,0.3875686724980672,0.4775729676087697
附件3_19,ensemble,Negative,-0.3775827884674072,0.49873195091883343,0.3841637174288432,0.11710433165232341
附件3_20,ensemble,Neutral,-0.06630260497331619,0.25351954499880475,0.5628619392712911,0.18361851076285043
附件3_21,ensemble,Positive,0.5077395935853323,0.04560493305325508,0.3475169787804286,0.6068781018257141
附件3_22,ensemble,Neutral,0.10405417655905087,0.29783561329046887,0.35893088579177856,0.34323346614837646
附件3_23,ensemble,Neutral,0.20543307811021805,0.07041209563612938,0.5959058006604513,0.3336821148792903
附件3_24,ensemble,Positive,0.14420756697654724,0.38008636236190796,0.18429650366306305,0.4356171290079753
附件3_25,ensemble,Neutral,0.27049869298934937,0.12605969359477362,0.515905112028122,0.35803520182768506
附件3_26,ensemble,Positive,0.5265961786111196,0.10073927293221156,0.26528731485207874,0.6339734594027201
附件3_27,ensemble,Positive,0.5369890431563059,0.07081408426165581,0.3027157684167226,0.62647012869517
附件3_28,ensemble,Neutral,0.18239425619443259,0.08622528860966365,0.5775034427642822,0.3362712760766347
附件3_29,ensemble,Positive,0.2748960554599762,0.1520707830786705,0.40610243876775104,0.44182680050532025
附件3_30,ensemble,Neutral,-0.11893992622693379,0.3130013545354207,0.5285799205303192,0.15841872493426004
